Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-NWMN_RS11845	2522	3212	1838	1908	3297	1722	2889	2463	1880	2050	1775	1670	1428	3368	1333	1688	1669	1923	1580	1649	1180	host	gene-NWMN_RS11845
gene-NWMN_RS06415	278	277	516	367	450	398	323	270	352	230	249	224	153	244	117	162	149	118	160	128	65	host	recG
gene-NWMN_RS09775	1116	863	2189	1553	2059	1827	1937	1675	1637	1298	1722	1102	709	1115	532	656	647	490	618	569	256	host	gene-NWMN_RS09775
gene-NWMN_RS02055	21	8	44	27	17	29	38	11	20	20	20	16	17	14	9	16	12	14	23	9	2	host	gene-NWMN_RS02055
gene-CPT_phageK_gp114	0	0	0	0	2	0	2	1	8	62	9	105	257	148	334	2689	667	1603	15089	3485	6616	phage	gene-CPT_phageK_gp114
gene-CPT_phageK_gp231	0	0	0	0	2	5	88	24	261	796	104	1887	1703	1986	2309	3201	2866	1875	1644	1579	939	phage	gene-CPT_phageK_gp231
gene-NWMN_RS04730	1566	1496	1950	1852	2795	1562	1977	1705	6742	1298	1273	931	670	1205	454	571	554	375	413	453	223	host	gene-NWMN_RS04730
gene-NWMN_RS01485	222	125	179	142	191	142	267	143	162	119	119	117	81	169	71	91	68	75	72	47	42	host	gene-NWMN_RS01485
gene-NWMN_RS03875	1299	790	1821	1470	1753	1326	2207	1788	1429	1104	1539	802	490	1063	363	489	381	316	558	466	197	host	gene-NWMN_RS03875
gene-NWMN_RS14195	129	53	88	83	59	74	89	58	72	55	52	35	26	51	16	54	21	15	35	21	22	host	gene-NWMN_RS14195
gene-NWMN_RS05900	39	14	60	41	27	35	66	25	32	29	31	20	18	25	10	25	12	11	21	7	9	host	isdD
gene-NWMN_RS03545	262	177	230	219	182	183	199	164	165	113	92	57	72	101	42	127	45	42	113	69	33	host	gene-NWMN_RS03545
gene-NWMN_RS10375	15	3	31	13	14	21	12	11	16	14	13	26	16	7	20	16	7	16	27	6	14	host	gene-NWMN_RS10375
gene-NWMN_RS12335	2737	1472	8153	4560	3735	5170	4811	3245	4219	4409	4581	3694	1554	2842	1402	1465	1169	1221	2084	1048	902	host	rpmD
gene-NWMN_RS05070	68	46	61	46	69	43	119	77	78	55	53	40	27	75	15	23	27	22	17	10	7	host	gene-NWMN_RS05070
gene-NWMN_RS10185	15	5	34	24	17	39	29	17	24	17	9	26	9	20	11	16	4	16	22	9	8	host	gene-NWMN_RS10185
gene-NWMN_RS00425	48	39	29	33	29	26	32	21	28	23	13	17	16	30	3	12	10	9	16	11	3	host	gene-NWMN_RS00425
gene-NWMN_RS10645	354	428	283	269	401	227	265	256	226	206	202	118	89	248	47	75	84	41	84	64	25	host	gene-NWMN_RS10645
gene-NWMN_RS08185	627	720	1215	848	1134	872	916	817	775	867	794	729	523	1291	355	345	406	244	371	287	172	host	gene-NWMN_RS08185
gene-NWMN_RS05725	5	9	31	14	18	24	19	9	26	14	13	27	14	5	19	21	6	20	34	9	14	host	gene-NWMN_RS05725
gene-NWMN_RS04160	358	334	878	501	703	747	455	449	646	592	430	970	429	1254	577	506	574	487	357	282	279	host	gene-NWMN_RS04160
gene-NWMN_RS06195	685	452	1082	769	973	843	995	902	868	700	868	639	357	934	278	330	297	214	322	291	134	host	murD
gene-NWMN_RS01605	7	5	44	14	16	34	29	11	23	23	7	29	13	7	15	23	15	20	24	18	13	host	gene-NWMN_RS01605
gene-NWMN_RS12760	90	99	170	145	173	148	141	137	109	119	95	141	74	177	85	53	90	62	60	54	34	host	gene-NWMN_RS12760
gene-NWMN_RS08525	970	892	983	898	1043	721	900	742	785	659	649	527	366	693	287	306	270	280	301	250	124	host	gene-NWMN_RS08525
gene-NWMN_RS01260	7	4	33	11	6	9	15	7	12	12	8	9	6	11	4	19	8	5	5	5	2	host	gene-NWMN_RS01260
gene-NWMN_RS14725	1	4	1	4	4	3	6	4	1	1	3	1	1	3	1	3	0	3	2	1	1	host	icaD
gene-NWMN_RS09660	319	175	135	118	145	101	200	116	110	111	85	83	60	186	41	68	59	39	52	40	31	host	gene-NWMN_RS09660
gene-CPT_phageK_gp120	2	8	1	6	20	22	536	226	2110	11038	1622	21727	30715	15559	52023	88782	64116	62837	53193	54111	29513	phage	gene-CPT_phageK_gp120
gene-NWMN_RS12810	157	190	148	131	190	115	139	125	135	101	91	64	57	101	36	55	45	25	44	39	12	host	gene-NWMN_RS12810
gene-NWMN_RS07240	47	59	46	52	95	45	43	38	56	40	26	45	25	38	27	18	18	20	24	11	8	host	trpA
gene-NWMN_RS05035	4069	2207	1795	2095	2451	1305	3135	1577	1604	945	846	703	531	1030	326	590	382	353	434	414	135	host	gene-NWMN_RS05035
gene-NWMN_RS02565	245	265	300	254	417	239	320	320	244	182	214	114	79	205	56	81	72	36	62	65	30	host	yabA
gene-NWMN_RS07950	51	53	61	40	39	36	39	41	37	32	21	29	23	48	9	25	13	10	16	21	5	host	gene-NWMN_RS07950
gene-NWMN_RS11650	2136	1808	2631	2119	3156	2059	2473	2443	2077	1950	2162	1661	1228	2161	855	1184	1219	690	833	842	425	host	wecB
gene-NWMN_RS01750	3	0	17	2	6	7	13	2	8	5	4	10	5	5	8	7	2	5	4	5	3	host	gene-NWMN_RS01750
gene-NWMN_RS10370	35	10	121	44	25	73	60	39	61	58	30	75	26	35	48	56	17	59	52	22	40	host	gene-NWMN_RS10370
gene-NWMN_RS02370	773	1076	683	602	1104	649	487	650	618	390	364	456	292	580	245	346	263	252	237	242	132	host	gene-NWMN_RS02370
gene-NWMN_RS05410	226	134	433	298	238	323	483	276	376	271	317	173	158	389	113	166	144	97	178	120	77	host	gene-NWMN_RS05410
gene-NWMN_RS10320	8	2	58	31	11	24	27	9	39	24	15	28	12	12	23	28	9	23	39	10	12	host	gene-NWMN_RS10320
gene-NWMN_RS14510	90	81	101	92	134	67	84	50	54	45	29	47	26	68	20	46	33	26	26	29	18	host	gene-NWMN_RS14510
gene-NWMN_RS12995	484	240	716	543	387	462	612	365	416	362	401	200	179	400	109	191	163	122	247	200	69	host	tcaA
gene-NWMN_RS11820	1114	1379	1084	1091	1441	808	1064	971	860	767	764	534	320	972	215	273	235	168	270	191	97	host	gene-NWMN_RS11820
gene-NWMN_RS01955	281	166	182	210	261	156	226	237	171	134	172	71	46	92	36	38	32	27	37	33	19	host	gene-NWMN_RS01955
gene-NWMN_RS08255	1783	1467	2193	2116	2176	1723	2145	1735	1575	1278	1425	1026	667	1292	485	709	577	503	775	549	292	host	rpoD
gene-NWMN_RS11440	151	144	225	169	191	135	205	169	163	141	167	104	69	117	52	78	55	52	69	62	34	host	gene-NWMN_RS11440
gene-NWMN_RS01170	97	96	103	100	90	71	78	51	79	71	49	35	34	32	18	46	19	27	42	19	20	host	gene-NWMN_RS01170
gene-NWMN_RS11025	4	2	12	7	3	9	2	4	5	4	1	5	2	1	3	5	1	6	4	1	1	host	gene-NWMN_RS11025
gene-NWMN_RS06830	484	356	517	516	550	420	493	454	454	333	371	210	138	255	136	186	117	149	217	150	88	host	gene-NWMN_RS06830
gene-NWMN_RS07380	382	461	368	391	535	283	388	337	337	242	235	199	140	270	113	172	129	109	145	131	63	host	lysA
gene-NWMN_RS01705	95	41	353	133	104	258	114	58	219	114	82	218	68	65	179	143	71	192	184	63	111	host	gene-NWMN_RS01705
gene-NWMN_RS01695	93	41	379	131	121	282	146	86	258	150	110	262	90	88	172	162	72	237	160	76	154	host	gene-NWMN_RS01695
gene-NWMN_RS04950	103	99	99	85	90	62	89	64	93	66	57	59	31	74	25	67	38	30	70	35	14	host	gene-NWMN_RS04950
gene-NWMN_RS05630	39	12	68	43	27	35	46	21	38	29	13	39	26	15	28	34	10	30	32	12	17	host	gene-NWMN_RS05630
gene-NWMN_RS12340	4663	2355	15403	9400	6613	10489	9624	6112	7939	8618	9981	6850	3015	4741	2867	2626	2216	2207	3812	1996	1781	host	rpsE
gene-NWMN_RS01610	16	8	63	27	31	30	25	16	38	39	14	44	12	21	23	38	15	32	37	19	17	host	gene-NWMN_RS01610
gene-NWMN_RS10135	14	9	38	21	16	35	18	12	21	15	7	25	9	12	16	14	6	14	26	6	14	host	gene-NWMN_RS10135
gene-NWMN_RS01880	53	60	89	45	89	81	59	54	72	70	39	81	41	101	47	33	47	41	44	34	18	host	gene-NWMN_RS01880
gene-NWMN_RS05145	401	295	255	268	319	197	263	224	198	179	164	115	78	152	54	87	56	61	102	65	29	host	gene-NWMN_RS05145
gene-NWMN_RS10995	0	1	6	4	3	4	3	3	3	2	4	1	3	1	4	2	0	4	3	0	0	host	gene-NWMN_RS10995
gene-NWMN_RS13090	2	1	2	0	1	1	0	0	0	0	1	1	0	1	0	3	0	1	2	1	0	host	gene-NWMN_RS13090
gene-NWMN_RS09690	642	963	779	859	657	645	618	421	679	788	672	368	423	362	226	163	226	236	192	196	195	host	gene-NWMN_RS09690
gene-NWMN_RS09565	8	8	6	6	3	7	5	4	12	6	5	3	2	6	2	10	1	2	8	3	0	host	splE
gene-CPT_phageK_gp070	0	1	0	2	7	6	189	55	568	2144	275	5128	5618	5617	8276	11037	9337	8425	5284	5596	3701	phage	gene-CPT_phageK_gp070
gene-NWMN_RS12920	60	62	96	84	99	94	97	121	76	67	126	45	50	81	21	23	35	16	27	17	9	host	gene-NWMN_RS12920
gene-NWMN_RS04920	312	295	369	282	346	300	340	296	309	206	266	190	120	239	102	117	123	93	127	94	56	host	gene-NWMN_RS04920
gene-NWMN_RS02515	5	20	22	15	22	9	8	12	8	8	11	3	5	13	1	8	2	4	6	3	2	host	gene-NWMN_RS02515
gene-NWMN_RS02680	132	108	445	261	270	317	301	288	264	205	262	173	108	115	106	113	107	109	152	95	46	host	gene-NWMN_RS02680
gene-NWMN_RS08160	11	3	5	5	7	5	4	1	7	1	1	3	3	4	4	3	1	5	5	3	2	host	comGC
gene-NWMN_RS07520	433	363	795	582	697	573	764	495	479	529	558	437	296	667	230	298	314	156	198	206	104	host	msrB
gene-NWMN_RS02175	20	7	15	9	7	10	11	10	11	12	3	7	4	9	3	5	3	1	3	3	2	host	gene-NWMN_RS02175
gene-CPT_phageK_gp207	0	0	0	0	1	3	33	4	117	228	33	547	648	553	692	1288	824	677	527	663	299	phage	gene-CPT_phageK_gp207
gene-NWMN_RS12725	1163	1069	978	1096	1019	604	1115	584	741	857	662	562	551	924	307	406	345	283	290	220	150	host	gene-NWMN_RS12725
gene-CPT_phageK_gp065	0	3	0	1	9	5	252	47	739	2384	324	5058	5213	4879	7045	7772	7806	5619	3883	3780	2846	phage	gene-CPT_phageK_gp065
gene-NWMN_RS11625	1959	1015	4489	2838	2995	3215	3551	2531	2799	2984	2730	2190	1394	1781	899	1071	1119	704	1088	994	481	host	gene-NWMN_RS11625
gene-NWMN_RS11685	900	704	1751	1460	1753	1209	1395	1535	1231	895	1373	567	381	532	314	368	326	302	487	412	196	host	prfA
gene-NWMN_RS08290	130	114	286	224	223	222	233	158	199	176	235	147	100	159	86	97	98	60	94	72	34	host	cdd
gene-NWMN_RS15770	127	88	46	51	72	47	148	71	53	51	38	28	19	63	15	21	10	9	26	10	5	host	gene-NWMN_RS15770
gene-NWMN_RS02705	5197	4083	9651	7818	9047	7202	7469	6916	6151	4517	8338	3543	2286	3288	1781	2575	2230	1959	2324	2247	1102	host	ftsH
gene-NWMN_RS09360	252	162	160	157	177	141	166	117	114	68	74	56	58	85	41	83	50	39	67	45	22	host	gene-NWMN_RS09360
gene-NWMN_RS06810	171	155	175	165	228	143	201	147	175	127	146	95	79	128	48	68	65	41	71	55	22	host	miaA
gene-NWMN_RS07535	312	267	512	397	457	386	477	309	343	474	419	325	221	498	151	148	179	86	118	121	52	host	gene-NWMN_RS07535
gene-NWMN_RS00445	92	94	110	78	97	65	100	63	96	76	80	52	46	102	30	39	43	28	45	26	19	host	gene-NWMN_RS00445
gene-NWMN_RS04340	254	363	291	151	269	322	122	104	235	281	114	444	251	868	218	187	208	183	137	91	79	host	gene-NWMN_RS04340
gene-NWMN_RS08835	1059	802	1158	1040	1160	1073	1358	897	1180	920	889	875	431	1484	368	421	407	262	373	251	161	host	gene-NWMN_RS08835
gene-NWMN_RS10795	29579	18414	14579	17114	17117	11244	26160	12941	13887	12916	9302	9018	7297	13873	4353	6949	5289	4705	5578	4403	2255	host	scn
gene-NWMN_RS04345	122	219	180	131	230	137	127	142	124	74	100	79	61	86	48	51	39	51	61	39	28	host	gene-NWMN_RS04345
gene-NWMN_RS00535	14	8	30	9	9	22	8	7	31	7	8	22	8	15	14	14	6	15	15	3	14	host	capA
gene-NWMN_RS06470	1116	874	2167	1617	1735	1630	1663	1286	1418	1102	1346	922	608	783	465	689	490	454	710	501	275	host	ffh
gene-NWMN_RS13435	998	868	596	721	951	507	666	675	467	476	511	261	213	389	111	167	145	110	151	127	55	host	gene-NWMN_RS13435
gene-NWMN_RS09165	416	350	1219	617	905	899	644	647	806	910	571	1316	717	1473	747	730	767	567	592	455	317	host	gene-NWMN_RS09165
gene-NWMN_RS01545	32	9	99	47	26	71	64	29	56	39	25	54	36	22	40	50	14	56	54	21	31	host	gene-NWMN_RS01545
gene-NWMN_RS04855	36	19	32	22	27	27	25	24	17	12	11	12	12	24	7	7	12	1	3	13	5	host	opp4B
gene-NWMN_RS06225	1040	937	2010	1615	2017	1442	1524	1448	1098	918	1065	728	394	652	384	560	449	351	587	398	231	host	gene-NWMN_RS06225
gene-NWMN_RS10305	19	9	51	24	19	50	28	19	23	20	14	44	15	10	30	37	9	22	34	11	20	host	gene-NWMN_RS10305
gene-NWMN_RS05740	26	12	61	41	31	36	53	22	52	39	12	29	27	13	29	49	18	22	44	24	11	host	gene-NWMN_RS05740
gene-NWMN_RS07315	6	3	12	9	4	10	10	1	18	15	5	13	6	13	6	8	8	8	9	3	8	host	pstC
gene-NWMN_RS11195	284	270	202	195	250	178	245	178	189	153	139	140	103	148	84	216	69	105	231	96	66	host	gene-NWMN_RS11195
gene-NWMN_RS04645	3299	2695	2122	2207	2718	1506	2405	1979	1784	1650	1484	1023	780	1445	422	763	577	338	639	463	199	host	mnhA1
gene-NWMN_RS00355	13	7	19	17	20	14	15	11	17	17	6	13	7	13	5	13	8	7	12	4	4	host	sbnD
gene-NWMN_RS03540	5018	3210	2800	3371	3292	2311	3401	2285	2832	1896	1575	1419	1277	1586	950	2256	847	1035	2487	1149	687	host	gene-NWMN_RS03540
gene-NWMN_RS10745	275	175	270	182	198	201	223	140	204	177	151	94	95	141	56	106	58	65	101	68	37	host	gene-NWMN_RS10745
gene-NWMN_RS09250	143	150	204	161	218	171	201	181	176	153	188	77	69	180	49	53	56	43	69	60	39	host	gene-NWMN_RS09250
gene-NWMN_RS10710	230	221	239	198	265	156	299	250	243	154	153	91	48	185	48	83	78	39	71	48	23	host	gene-NWMN_RS10710
gene-CPT_phageK_gp192	0	0	0	0	1	2	61	6	108	380	43	623	1350	1174	2650	10447	3785	6087	5146	5849	1645	phage	gene-CPT_phageK_gp192
gene-NWMN_RS11955	1959	2893	2190	2717	2041	2282	1901	2207	2868	5319	2984	1298	2948	956	910	444	548	1652	550	527	699	host	gene-NWMN_RS11955
gene-NWMN_RS10930	6	1	5	3	4	0	6	2	4	5	3	1	2	0	4	2	4	2	5	0	0	host	gene-NWMN_RS10930
gene-NWMN_RS01570	13	9	46	21	17	33	26	12	37	20	15	28	14	15	29	29	12	23	34	9	16	host	gene-NWMN_RS01570
gene-NWMN_RS13235	62	65	48	48	56	45	46	60	39	43	34	28	24	58	17	17	24	14	25	29	12	host	gene-NWMN_RS13235
gene-NWMN_RS12505	24	20	25	16	14	26	32	22	22	16	19	15	8	19	12	8	7	6	25	10	6	host	gene-NWMN_RS12505
gene-NWMN_RS05125	2993	3736	3692	3922	4026	2901	3190	2750	2886	3129	2916	2219	1550	2599	1074	1147	1206	805	1024	882	548	host	menB
gene-NWMN_RS12800	375	361	303	309	407	197	246	222	185	131	143	110	83	156	37	56	55	31	53	58	28	host	gene-NWMN_RS12800
gene-NWMN_RS01835	178	285	238	160	257	180	285	191	174	305	218	201	194	442	150	180	163	136	123	112	87	host	gene-NWMN_RS01835
gene-NWMN_RS01910	11	10	27	18	20	25	19	16	26	20	15	17	13	14	13	18	14	7	22	12	12	host	efeB
gene-NWMN_RS06745	391	217	774	496	535	589	547	509	577	400	505	369	196	338	201	228	209	201	299	213	151	host	gene-NWMN_RS06745
gene-NWMN_RS13005	5836	3665	3392	3826	3787	2329	3878	2270	2823	2338	1588	1978	1575	2154	1308	2217	983	1756	2158	1119	695	host	gene-NWMN_RS13005
gene-NWMN_RS13955	99	100	49	55	78	55	38	58	39	44	37	20	32	40	9	17	16	10	20	10	4	host	gene-NWMN_RS13955
gene-NWMN_RS04065	21	40	33	22	49	25	29	40	36	14	43	18	10	19	7	27	10	11	30	12	7	host	gene-NWMN_RS04065
gene-NWMN_RS00890	685	4136	1083	655	5323	1238	291	2025	648	2333	1573	2520	4245	6477	2123	3305	5720	1168	1768	3158	640	host	pflA
gene-NWMN_RS08080	1369	1003	2309	1954	2023	1770	1992	1740	1818	1294	1809	849	614	844	444	522	513	354	649	520	238	host	accC
gene-NWMN_RS04325	144	90	69	56	87	76	101	51	74	54	42	57	33	104	24	48	27	26	36	15	16	host	gene-NWMN_RS04325
gene-CPT_phageK_gp042	0	0	0	2	0	5	168	11	248	134	54	213	96	378	119	111	79	150	58	43	102	phage	gene-CPT_phageK_gp042
gene-NWMN_RS10910	9	6	18	14	8	14	12	10	14	13	6	16	12	3	9	12	7	22	13	5	6	host	gene-NWMN_RS10910
gene-NWMN_RS10640	328	412	330	295	453	244	277	257	263	254	236	141	108	275	49	103	96	52	92	77	23	host	gene-NWMN_RS10640
gene-NWMN_RS02415	18	36	20	13	32	18	14	16	12	24	18	27	18	25	14	9	14	9	6	5	9	host	gene-NWMN_RS02415
gene-NWMN_RS06075	376	262	203	220	285	176	335	174	248	238	144	133	138	336	48	116	90	55	74	66	37	host	gene-NWMN_RS06075
gene-NWMN_RS03960	2284	3082	2702	2027	3607	2418	2213	2670	1791	2000	1651	1497	1131	2975	718	968	814	574	893	577	338	host	nrdE
gene-NWMN_RS06355	147	119	260	226	178	214	243	175	213	159	187	97	105	117	61	77	81	54	90	69	26	host	gene-NWMN_RS06355
gene-NWMN_RS14415	60	58	59	45	53	60	41	40	55	54	34	101	36	149	29	33	24	24	26	20	19	host	gene-NWMN_RS14415
gene-NWMN_RS05935	577	452	852	728	759	631	817	747	647	575	693	409	259	422	186	209	191	144	210	174	97	host	pheS
gene-NWMN_RS01215	47	31	63	46	56	68	51	45	49	50	61	31	27	43	22	16	21	17	21	9	7	host	gene-NWMN_RS01215
gene-NWMN_RS05890	185	90	295	254	149	172	271	125	148	168	139	112	78	84	30	73	24	26	81	33	22	host	isdA
gene-NWMN_RS12270	187	232	335	240	431	266	280	307	284	175	274	137	81	139	53	104	77	60	90	95	37	host	truA
gene-NWMN_RS12160	42	26	19	18	27	14	24	15	16	14	13	7	13	19	11	11	4	5	8	5	6	host	gene-NWMN_RS12160
gene-NWMN_RS01360	35	34	48	42	36	40	54	35	51	41	27	28	19	57	13	17	15	9	11	13	2	host	gene-NWMN_RS01360
gene-NWMN_RS01805	58	57	133	101	120	87	84	64	85	68	74	75	43	50	36	35	31	32	41	23	11	host	gene-NWMN_RS01805
gene-NWMN_RS04395	138	132	196	165	217	152	166	183	194	155	178	116	71	199	47	76	73	67	77	50	35	host	gene-NWMN_RS04395
gene-NWMN_RS02940	16026	9383	27075	21363	18034	18077	20742	17727	18702	20244	22351	15783	9223	12287	7685	9484	7507	6926	11675	7251	4788	host	rpoC
gene-NWMN_RS04540	342	145	224	217	191	193	360	156	221	192	100	82	83	252	62	114	56	43	150	85	35	host	gene-NWMN_RS04540
gene-NWMN_RS10090	57	50	106	68	123	80	124	100	79	58	55	55	31	88	27	29	32	26	35	23	13	host	gene-NWMN_RS10090
gene-NWMN_RS06540	1342	756	3278	2385	2507	2638	2321	2453	2172	1568	2016	1323	981	1156	870	1641	958	939	1912	1151	633	host	topA
gene-NWMN_RS09415	172	223	207	208	216	169	209	130	163	155	130	104	104	243	73	107	122	64	70	86	46	host	gene-NWMN_RS09415
gene-NWMN_RS01345	15	9	28	20	12	28	25	19	24	15	14	16	10	24	12	17	15	10	7	13	6	host	gene-NWMN_RS01345
gene-NWMN_RS03230	35	14	21	6	25	20	20	18	21	14	8	9	11	25	5	9	9	4	7	6	2	host	gene-NWMN_RS03230
gene-NWMN_RS03595	2226	2216	1812	1919	2157	1642	2042	2121	1965	1697	1924	826	770	1523	525	764	539	515	875	542	347	host	gene-NWMN_RS03595
gene-NWMN_RS08295	121	87	188	136	161	137	182	140	140	100	105	94	65	130	48	77	51	41	60	42	20	host	gene-NWMN_RS08295
gene-NWMN_RS01625	17	6	49	17	13	28	21	16	28	21	11	25	8	17	14	19	10	14	19	9	7	host	gene-NWMN_RS01625
gene-NWMN_RS12825	278	403	494	396	562	288	558	275	332	581	530	403	445	822	188	291	309	133	246	198	97	host	gene-NWMN_RS12825
gene-NWMN_RS07960	210	191	172	200	198	152	186	150	147	159	108	87	96	142	45	99	74	60	78	57	27	host	proC
gene-NWMN_RS00565	26	17	82	37	22	62	21	13	64	33	26	59	17	31	58	40	20	46	33	20	35	host	cap8G
gene-NWMN_RS13205	305	690	365	487	1688	1006	796	1708	1235	1277	2581	1506	1152	2994	935	1186	1974	629	1141	1156	409	host	narH
gene-NWMN_RS12295	8102	4600	22206	13333	10943	15329	14838	9752	12253	12990	13439	10603	4992	9348	4632	4766	3960	3979	6131	3746	2860	host	gene-NWMN_RS12295
gene-NWMN_RS10275	13	7	48	16	14	24	24	9	33	30	20	18	16	4	17	34	14	20	29	14	13	host	gene-NWMN_RS10275
gene-NWMN_RS14865	104	80	71	75	95	73	93	64	72	45	44	40	33	84	27	37	24	9	23	23	11	host	rarD
gene-NWMN_RS03080	587	499	1169	918	1065	1077	841	756	929	800	827	956	568	1144	524	420	488	466	319	339	226	host	hxlB
gene-NWMN_RS12015	363	246	314	348	297	199	656	209	239	357	257	230	222	356	110	115	114	129	102	82	53	host	gene-NWMN_RS12015
gene-NWMN_RS07710	154	130	413	234	339	336	216	245	240	142	204	142	95	169	55	90	82	68	97	81	45	host	bshA
gene-NWMN_RS12345	3459	1487	9971	5800	4570	6711	6108	4267	5334	5133	5931	4200	1926	3144	1729	1846	1285	1408	2669	1392	1100	host	rplR
gene-NWMN_RS11345	11	34	16	21	41	6	22	33	24	10	16	10	8	18	9	16	6	7	13	5	8	host	leuD
gene-NWMN_RS04460	3042	2931	4083	3252	3691	3554	3038	2600	3341	2758	2468	2623	1674	3008	1557	1618	1302	1431	1756	1031	1021	host	sufB
gene-NWMN_RS12615	962	390	1891	1499	1170	1261	1829	1095	1196	940	1111	582	411	530	274	553	295	330	561	291	199	host	gene-NWMN_RS12615
gene-NWMN_RS10850	5	3	19	10	11	12	14	7	9	8	6	10	2	13	3	6	6	6	15	3	7	host	gene-NWMN_RS10850
gene-NWMN_RS00035	1218	799	1257	1149	907	846	1039	671	997	777	631	555	502	751	318	575	347	390	582	332	229	host	gene-NWMN_RS00035
gene-NWMN_RS03675	354	357	497	305	519	465	354	305	315	511	276	594	265	1085	216	185	251	116	117	117	35	host	gene-NWMN_RS03675
gene-NWMN_RS06835	1726	3728	2459	1766	4111	2440	1014	1869	1001	1820	1055	1081	1359	1815	579	786	840	378	566	598	211	host	gene-NWMN_RS06835
gene-NWMN_RS09890	3116	5012	2830	3492	3346	2217	2581	2343	2614	2883	3174	1547	1421	1248	1072	544	867	1500	943	682	1019	host	gene-NWMN_RS09890
gene-NWMN_RS13335	2444	1074	6647	3803	3136	7894	4988	2641	26868	3400	3197	3290	2421	3186	1826	3577	3158	1873	3843	3457	1341	host	sbi
gene-NWMN_RS06785	178	112	206	174	232	158	213	231	170	79	146	85	33	75	48	49	44	30	58	47	22	host	gene-NWMN_RS06785
gene-NWMN_RS13480	447	323	262	294	347	211	292	238	224	166	153	128	110	202	60	121	73	64	77	74	31	host	gene-NWMN_RS13480
gene-NWMN_RS00390	30	15	19	23	28	20	32	16	15	14	14	15	7	21	5	6	7	5	10	4	1	host	gene-NWMN_RS00390
gene-NWMN_RS16020	14	5	5	13	10	2	2	5	10	11	4	7	6	10	5	5	1	1	2	2	2	host	gene-NWMN_RS16020
gene-NWMN_RS09390	321	222	125	150	246	104	221	140	105	59	60	44	38	94	11	43	34	21	32	42	5	host	gene-NWMN_RS09390
gene-NWMN_RS13880	739	722	675	825	926	336	889	557	389	456	405	273	227	339	134	146	159	102	128	88	68	host	gene-NWMN_RS13880
gene-NWMN_RS03485	1319	1396	1112	1036	1285	960	1138	857	1076	790	709	717	454	1094	332	450	390	300	365	297	178	host	gene-NWMN_RS03485
gene-CPT_phageK_gp099	0	0	0	0	2	5	108	28	321	808	121	1929	1550	1230	2164	2364	2254	2140	2174	1296	1522	phage	gene-CPT_phageK_gp099
gene-NWMN_RS09985	8874	13651	8973	13025	10067	6793	13788	8520	9228	9759	11096	4383	3710	3012	2085	1150	1256	1891	1502	1296	1352	host	gene-NWMN_RS09985
gene-NWMN_RS06300	262	207	508	433	1206	443	734	1983	516	488	2516	415	298	430	236	445	194	246	475	137	163	host	pyrF
gene-NWMN_RS08540	822	461	2142	1490	1294	1716	1659	1176	1578	1350	1614	1204	596	781	536	569	491	483	609	481	296	host	alaS
gene-NWMN_RS00560	25	12	82	27	26	71	32	10	62	27	14	72	32	29	60	39	19	58	29	14	33	host	cap8F
gene-NWMN_RS04945	94	148	69	88	134	68	77	91	71	96	59	87	39	87	26	32	27	17	39	22	11	host	gene-NWMN_RS04945
gene-CPT_phageK_gp096	2	1	0	1	11	18	453	82	1142	3273	428	7696	6881	6923	10063	12919	10568	9634	7589	6140	4852	phage	gene-CPT_phageK_gp096
gene-NWMN_RS08670	1029	682	1764	1498	1213	1330	1472	1199	1258	980	1282	766	474	667	434	585	471	426	783	468	314	host	obgE
gene-CPT_phageK_gp141	1	0	0	1	20	13	547	122	1649	5158	801	10904	11292	8853	16557	33869	20301	20811	31484	23010	12364	phage	gene-CPT_phageK_gp141
gene-NWMN_RS10105	858	700	836	665	702	819	771	449	707	839	431	950	815	2201	563	558	551	446	408	290	178	host	gene-NWMN_RS10105
gene-NWMN_RS04320	238	134	145	135	135	73	138	74	78	56	43	39	21	55	23	44	32	20	38	30	15	host	lnsA
gene-NWMN_RS03435	47	59	46	61	66	37	52	40	29	31	36	17	14	18	10	19	7	9	21	12	7	host	gene-NWMN_RS03435
gene-NWMN_RS07065	724	1067	531	564	912	420	454	443	296	329	305	213	181	258	136	231	157	148	239	161	98	host	lexA
gene-NWMN_RS08580	1146	807	553	742	778	423	919	463	508	436	320	276	243	541	126	265	186	130	224	160	68	host	gene-NWMN_RS08580
gene-NWMN_RS12080	3930	8160	5648	3963	10214	6710	2917	4251	4989	5113	2699	9816	5809	16841	7126	6179	9004	4797	3634	3690	2547	host	gene-NWMN_RS12080
gene-NWMN_RS01885	41	51	52	40	71	69	32	38	53	43	37	52	33	94	29	32	38	29	26	22	21	host	gene-NWMN_RS01885
gene-NWMN_RS03285	230	120	222	220	212	167	264	167	193	136	152	80	71	145	43	68	63	36	68	57	19	host	gene-NWMN_RS03285
gene-NWMN_RS03115	657	484	405	441	532	311	443	265	338	351	203	245	247	289	155	377	184	253	381	213	135	host	vraX
gene-NWMN_RS04480	117	99	277	195	199	240	163	160	189	230	165	235	138	385	104	104	131	60	96	92	44	host	gene-NWMN_RS04480
