Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol
gene-PA2657	84	71	90	148	130	100	151	30	26	40	15	12	11	host	gene-PA2657
gene-PA1265	10	3	25	27	40	7	15	10	2	4	15	1	1	host	gene-PA1265
gene-PA1803	2185	1646	4040	2467	4084	2569	3414	1660	1703	1351	385	591	474	host	lon
gene-PA0401	284	246	306	633	462	268	430	126	70	144	70	17	21	host	gene-PA0401
gene-PA4622	37	30	51	69	29	26	62	9	2	7	56	1	1	host	gene-PA4622
gene-PA5523	456	233	411	307	544	243	289	233	70	97	154	23	36	host	gene-PA5523
gene-PA3922	71	76	92	55	48	47	49	12	21	30	32	11	1	host	gene-PA3922
gene-PA2852.1	1577	1699	4508	3709	5478	2795	2989	4529	349	611	1639	123	187	host	gene-PA2852.1
gene-PA1061	51	34	69	79	85	43	69	45	17	27	35	2	2	host	gene-PA1061
gene-PA0996	300	132	424	406	1097	317	1318	350	84	291	103	36	40	host	pqsA
gene-PA0794	224	132	215	227	378	217	243	243	103	227	207	48	37	host	gene-PA0794
gene-PA1615	97	55	99	107	131	78	106	68	23	51	22	7	13	host	gene-PA1615
gene-PA2375	8	6	16	14	18	10	24	8	4	13	12	0	3	host	gene-PA2375
gene-PA0894	198	125	215	242	232	117	208	179	39	63	44	5	5	host	gene-PA0894
gene-PA4211	7	3	11	9	11	13	4	6	6	4	28	2	2	host	phzB1
gene-PA5178	2016	1252	2363	2967	2977	1213	2877	549	488	1132	101	161	160	host	gene-PA5178
gene-PA1142	133	104	137	130	261	55	98	102	17	39	72	4	9	host	gene-PA1142
gene-PA2560	51	34	52	67	103	76	102	27	25	62	16	12	7	host	gene-PA2560
gene-PA2978	215	159	235	269	275	181	335	125	36	106	44	12	14	host	ptpA
gene-EST35_0175	0	0	0	0	2421	1681	54	63878	20381	13485	14597	5178	15655	phage	gene-EST35_0175
gene-PA3440	64	54	135	102	62	44	47	8	15	35	25	7	7	host	gene-PA3440
gene-EST35_0036	0	0	0	0	144178	72810	9049	740728	338369	247293	1006931	333826	292953	phage	gene-EST35_0036
gene-PA1747	5	3	6	4	20	12	74	6	7	10	7	4	5	host	gene-PA1747
gene-PA2779	39	23	39	48	93	82	125	17	57	107	20	23	38	host	gene-PA2779
gene-PA5230	173	145	236	481	412	178	1152	242	29	120	105	11	17	host	gene-PA5230
gene-PA4937	1242	822	1355	1658	1558	847	1703	586	304	519	251	120	181	host	rnr
gene-PA0279	99	65	96	157	154	52	93	73	13	22	27	3	5	host	gene-PA0279
gene-PA1001	276	132	269	349	2078	442	1391	970	125	406	262	35	53	host	phnA
gene-PA4700	1759	1364	1988	2672	2092	1114	2390	647	361	768	246	88	123	host	mrcB
gene-PA1749	429	286	499	491	367	226	403	81	51	120	28	11	18	host	gene-PA1749
gene-PA4796	34	31	79	78	96	86	283	32	16	36	28	9	13	host	gene-PA4796
gene-PA0662	860	544	849	755	1106	443	618	368	94	204	126	27	36	host	argC
gene-PA0071	970	810	1289	1540	1368	638	1003	274	123	305	93	26	47	host	gene-PA0071
gene-PA1514	16	24	46	25	40	15	25	5	3	8	16	0	2	host	gene-PA1514
gene-PA2601	46	36	40	70	95	55	73	35	9	17	25	5	6	host	gene-PA2601
gene-PA0186	78	40	64	61	78	46	46	27	10	8	49	0	1	host	gene-PA0186
gene-PA4840	637	534	949	983	616	303	416	188	52	130	45	16	9	host	gene-PA4840
gene-PA0542	149	137	191	282	163	100	194	41	16	62	18	9	15	host	gene-PA0542
gene-PA4628	237	233	337	452	294	235	365	58	83	191	89	14	20	host	lysP
gene-PA1952	1	5	2	7	23	7	14	11	1	3	25	0	0	host	gene-PA1952
gene-PA1982	25	20	28	28	48	9	19	18	8	6	60	7	2	host	exaA
gene-PA4532	56	52	65	76	47	51	92	9	10	28	32	5	7	host	gene-PA4532
gene-PA4891	23	19	31	55	8	9	32	5	1	2	34	3	1	host	ureE
gene-PA0511	16	13	23	45	72	14	360	24	4	12	68	2	4	host	nirJ
gene-PA3667	79	84	111	168	137	122	182	39	24	34	38	16	11	host	gene-PA3667
gene-PA3943	99	64	75	157	224	122	253	81	34	73	56	11	9	host	gene-PA3943
gene-PA3130	72	51	71	99	70	62	84	30	15	34	19	5	4	host	gene-PA3130
gene-PA3364	86	54	83	61	64	59	144	24	10	42	42	5	5	host	amiC
gene-PA0902	316	236	321	461	353	151	237	108	30	43	51	10	9	host	gene-PA0902
gene-PA2115	47	36	46	57	50	17	43	8	11	14	21	1	4	host	gene-PA2115
gene-PA2155	4	1	14	6	14	5	6	2	4	2	26	0	0	host	gene-PA2155
gene-PA2589	15	12	13	26	37	13	25	6	5	5	39	1	0	host	gene-PA2589
gene-PA4639	643	599	1013	1246	610	380	586	98	107	203	30	24	25	host	gene-PA4639
gene-PA2514	20	1	8	10	10	11	13	8	2	4	15	4	1	host	antC
gene-PA1823	407	307	398	481	580	247	444	224	54	133	57	16	9	host	gene-PA1823
gene-PA3393	18	14	10	22	71	13	241	43	5	6	69	1	6	host	nosD
gene-PA1790	286	205	321	483	448	252	445	170	82	148	54	12	20	host	gene-PA1790
gene-PA4008	34	28	44	51	45	26	56	13	6	7	36	1	2	host	gene-PA4008
gene-PA1690	43	31	45	57	36	26	49	6	5	15	23	1	1	host	pscU
gene-PA0024	529	352	671	732	902	401	607	225	89	142	89	17	19	host	hemF
gene-PA4026	49	62	72	46	40	53	63	5	17	30	31	7	8	host	gene-PA4026
gene-EST35_0189	0	0	0	0	1465	3404	193	6763	7700	6758	22756	6578	8136	phage	gene-EST35_0189
gene-PA3314	131	152	211	301	279	115	147	75	21	54	35	6	2	host	gene-PA3314
gene-PA4182	20	16	48	34	61	37	45	14	14	20	16	8	0	host	gene-PA4182
gene-PA5056	122	94	176	154	158	100	145	26	38	60	97	15	9	host	phaC1
gene-PA0585	14	4	23	15	23	9	18	7	2	3	17	2	2	host	gene-PA0585
gene-PA1718	36	25	28	42	40	22	44	12	3	11	6	2	1	host	pscE
gene-PA4933	7917	6307	9386	12712	13794	6882	6127	3867	2181	3875	944	522	552	host	gene-PA4933
gene-PA0570	21	17	21	24	12	12	18	7	1	5	4	1	2	host	gene-PA0570
gene-PA3796	117	67	89	99	245	127	146	96	63	105	40	16	18	host	gene-PA3796
gene-PA4702	43	36	47	64	47	50	82	21	11	32	19	14	2	host	gene-PA4702
gene-PA3910	27	16	30	24	33	23	52	14	9	13	42	2	0	host	eddA
gene-PA0971	1084	871	1398	1699	1395	879	1661	412	219	432	108	52	73	host	tolA
gene-PA4200	57	30	49	70	78	41	52	26	9	15	43	4	9	host	gene-PA4200
gene-PA0995	85	77	141	105	106	70	126	30	21	44	33	8	7	host	ogt
gene-PA4088	6	1	12	6	19	3	9	8	3	2	33	0	1	host	gene-PA4088
gene-PA2187	2	4	6	0	12	6	15	2	0	1	25	1	1	host	gene-PA2187
gene-EST35_0370	0	0	0	0	6675	16663	2643	14767	57630	65015	9664	12094	28417	phage	gene-EST35_0370
gene-PA1470	32	27	46	35	51	42	54	20	9	13	10	3	1	host	gene-PA1470
gene-PA2751	35	20	33	40	46	20	60	14	11	21	34	4	10	host	gene-PA2751
gene-PA4074	26	26	29	31	63	20	36	19	8	13	20	0	5	host	gene-PA4074
gene-PA5371	549	641	735	840	752	377	517	304	84	167	95	25	25	host	gene-PA5371
gene-EST35_0272	0	0	0	0	14243	7467	123	25089	23331	27943	26552	8681	13326	phage	gene-EST35_0272
gene-PA2743	10409	7698	15041	11612	11703	8924	13476	2253	2532	4807	786	655	889	host	infC
gene-PA5366	78	71	134	114	107	47	92	16	17	43	39	7	9	host	pstB
gene-PA2464	253	183	278	446	193	75	139	41	11	26	19	1	2	host	gene-PA2464
gene-PA0602	146	123	183	146	96	56	113	34	28	22	45	1	9	host	gene-PA0602
gene-PA2890	4	1	7	14	20	9	14	6	0	3	18	3	1	host	atuE
gene-PA3983	475	331	599	686	487	325	816	102	114	307	67	25	37	host	gene-PA3983
gene-PA5257	653	486	608	824	998	509	900	314	126	255	98	31	28	host	gene-PA5257
gene-PA0566	113	81	90	149	147	78	139	58	18	43	38	11	2	host	gene-PA0566
gene-PA2449	376	287	380	604	695	265	536	189	57	122	72	8	14	host	gene-PA2449
gene-PA0007	304	200	317	332	331	193	335	99	61	106	120	27	25	host	gene-PA0007
gene-PA1768	246	232	452	435	316	201	344	51	74	219	20	13	30	host	gene-PA1768
gene-PA5101	37	20	35	47	42	31	34	24	6	11	44	5	5	host	gene-PA5101
gene-PA5384	4	3	10	2	9	1	3	1	1	0	18	0	0	host	gene-PA5384
gene-PA1085	515	350	495	593	787	410	775	300	64	167	104	19	21	host	flgJ
gene-PA1399	163	106	125	262	321	91	138	152	13	33	63	8	3	host	gene-PA1399
gene-PA5478	471	433	601	765	690	364	594	206	75	137	161	23	26	host	gene-PA5478
gene-PA2033	30	14	39	30	20	18	21	11	5	2	22	1	0	host	gene-PA2033
gene-PA3418	26	22	31	22	22	221	180	7	56	101	16	40	48	host	ldh
gene-EST35_0226	0	0	0	0	67	281	39	1316	2123	291	20989	19729	12639	phage	gene-EST35_0226
gene-PA0729.1	208	255	483	396	849	149	185	159	24	49	41	7	13	host	gene-PA0729.1
gene-PA3058	25	27	50	56	52	56	62	18	9	27	48	4	6	host	pelG
gene-PA4318	191	276	347	606	239	138	260	39	27	63	12	3	4	host	gene-PA4318
gene-PA2168	2	1	6	0	6	2	1	3	0	1	29	0	0	host	gene-PA2168
gene-PA5555	5583	3678	5372	7759	4819	3363	3323	947	1008	1776	166	241	299	host	atpG
gene-PA0906	137	101	160	157	158	90	92	43	39	39	26	11	15	host	gene-PA0906
gene-PA1668	13	12	10	18	98	15	35	10	7	9	21	3	3	host	gene-PA1668
gene-PA3180	37	14	33	31	42	29	53	10	7	25	11	2	2	host	gene-PA3180
gene-PA3606	74	35	80	103	98	56	90	28	24	32	28	11	5	host	gene-PA3606
gene-PA3475	77	76	147	154	114	68	111	54	19	48	31	10	4	host	pheC
gene-PA2335	11	3	23	5	21	7	13	12	3	7	59	5	6	host	gene-PA2335
gene-PA4839	1126	741	1098	1593	908	561	644	260	110	262	123	44	38	host	speA
gene-PA3263	279	271	364	538	251	197	320	47	71	180	37	16	24	host	gene-PA3263
gene-PA4603	139	78	124	132	123	59	159	71	24	64	37	6	6	host	gene-PA4603
gene-PA3332	5	0	2	2	6	1	2	2	3	1	21	2	0	host	gene-PA3332
gene-EST35_0196	0	0	0	0	84	1469	170	2173	1804	616	18731	15326	6042	phage	gene-EST35_0196
gene-PA1086	717	421	652	738	863	496	1080	120	98	243	71	26	44	host	flgK
gene-PA1956	4	3	8	4	18	4	7	3	2	2	22	2	0	host	gene-PA1956
gene-EST35_0093	0	0	0	0	7810	15848	10991	17057	5467	5720	12342	4536	3151	phage	gene-EST35_0093
gene-PA0184	18	16	27	26	36	22	29	13	5	10	41	1	2	host	gene-PA0184
gene-PA0895	1387	756	1336	1287	1454	724	970	616	274	412	128	55	66	host	aruC
gene-PA5479	2154	2620	4033	4904	1989	1534	2507	311	252	732	155	59	70	host	gltP
gene-PA0720	33	22	56	50	29	12	28	7	1	3	35	1	2	host	gene-PA0720
gene-PA4304	41	28	45	27	40	33	43	13	15	9	65	7	6	host	rcpA
gene-PA1437	62	45	96	50	76	80	94	21	23	43	24	11	3	host	gene-PA1437
gene-PA2766	10	13	15	13	26	19	31	6	3	15	2	7	3	host	gene-PA2766
gene-PA0551	382	291	475	532	383	207	335	102	38	106	63	20	13	host	epd
gene-EST35_0050	0	0	0	0	541	20369	9473	1067	14878	13401	3185	9170	12094	phage	gene-EST35_0050
gene-PA0432	1917	1373	2394	2592	1599	1298	1343	358	363	570	138	145	94	host	sahH
gene-PA4244	6208	4821	6624	9861	8162	5898	5950	1726	2821	4505	716	943	1283	host	rplO
gene-PA2439	35	28	38	82	60	45	109	21	5	33	27	2	3	host	gene-PA2439
gene-PA4936	424	247	301	516	714	230	631	313	84	189	108	46	55	host	gene-PA4936
gene-PA4791	51	38	68	93	92	39	65	27	12	18	24	4	4	host	gene-PA4791
gene-PA0719	16	6	19	20	12	9	30	6	2	5	11	0	1	host	gene-PA0719
gene-PA3068	1620	783	1186	1328	1763	780	1313	593	358	678	266	117	105	host	gdhB
gene-PA4418	2943	2294	3466	3777	3702	2078	3096	1306	414	864	282	117	93	host	ftsI
gene-PA0406	189	167	266	314	184	111	210	42	19	58	62	6	8	host	tonB3
gene-EST35_0268	0	0	0	0	11	74	8	9711	7298	4365	7729	3239	5427	phage	gene-EST35_0268
gene-PA3052	48	45	106	114	61	48	74	17	13	46	51	8	9	host	gene-PA3052
gene-PA1626	58	72	97	143	116	72	85	48	23	27	20	2	1	host	gene-PA1626
gene-PA1092	2420	1740	2751	4907	1727	4241	5221	323	1332	15294	134	790	854	host	fliC
gene-PA0134	62	47	87	81	136	88	131	47	25	54	84	11	18	host	gene-PA0134
gene-PA1447	82	71	92	115	114	73	148	18	15	34	19	2	3	host	fliQ
gene-PA3896	102	63	102	139	82	62	63	19	16	25	54	4	4	host	gene-PA3896
gene-PA3040	71	42	97	115	67	134	203	8	44	88	5	25	17	host	gene-PA3040
gene-PA2913	36	55	92	92	41	56	51	9	9	15	38	3	2	host	gene-PA2913
gene-PA3916	103	90	107	147	102	67	118	26	18	37	20	5	11	host	moaE
gene-PA0198	14	14	22	29	27	14	40	14	5	4	32	3	4	host	exbB1
gene-PA0055	71	48	115	104	106	86	89	38	24	40	53	5	4	host	gene-PA0055
gene-PA2406	13	11	21	34	43	13	18	11	4	9	10	0	0	host	gene-PA2406
gene-PA1999	27	20	37	35	33	29	58	11	3	27	23	10	5	host	dhcA
gene-PA3846	152	109	156	235	321	131	244	149	23	55	32	11	5	host	gene-PA3846
gene-PA0513	3	2	5	11	14	5	113	5	1	4	10	2	3	host	gene-PA0513
gene-PA4941	3051	2123	3310	3686	4002	1696	3382	1774	754	1120	531	227	206	host	hflC
gene-PA0164	153	52	116	181	133	278	398	69	45	60	75	17	13	host	gene-PA0164
gene-PA4892	16	15	28	50	29	20	19	5	1	2	23	2	0	host	ureF
gene-PA0457	51	47	92	109	89	45	184	27	13	40	61	4	5	host	gene-PA0457
gene-PA0327	102	55	109	88	94	69	98	23	21	29	57	8	9	host	gene-PA0327
gene-PA3407	64	64	69	85	128	55	72	51	14	24	25	3	6	host	hasAp
gene-PA0233	53	45	98	82	91	45	83	31	5	18	36	4	6	host	gene-PA0233
gene-PA4611	525	324	598	693	980	374	1377	487	56	181	72	22	20	host	gene-PA4611
gene-PA3091	206	178	286	276	174	133	247	49	37	58	44	5	8	host	gene-PA3091
gene-PA4811	144	116	157	376	331	183	654	89	45	87	52	24	17	host	fdnH
gene-PA3883	60	41	77	104	101	48	106	42	8	22	19	0	3	host	gene-PA3883
gene-PA0015	86	90	124	198	136	84	171	44	21	45	22	9	9	host	gene-PA0015
gene-PA0033	79	43	56	86	99	50	85	47	11	27	44	2	5	host	gene-PA0033
gene-PA5218	110	65	123	117	141	83	85	40	15	34	41	4	8	host	gene-PA5218
gene-EST35_0444	0	0	0	0	852	1342	185	6097	4298	2701	1588	1025	2546	phage	gene-EST35_0444
gene-PA1746	43	17	25	250	762	118	1124	208	34	151	25	11	37	host	gene-PA1746
gene-PA2710	30	30	38	59	49	33	72	11	9	21	12	5	2	host	gene-PA2710
gene-PA0306a	126	103	171	175	122	108	183	20	29	70	18	19	8	host	gene-PA0306a
gene-PA1734	28	29	40	47	30	20	23	7	6	10	9	1	4	host	gene-PA1734
gene-PA0831	539	454	668	852	494	358	627	189	67	103	66	7	17	host	oruR
gene-PA4092	11	12	13	12	16	14	22	5	5	4	16	1	0	host	hpaC
gene-PA0721	2	3	18	13	5	9	14	2	5	2	4	0	0	host	gene-PA0721
gene-PA2698	37	16	39	34	32	29	27	4	13	16	18	7	1	host	gene-PA2698
gene-PA2442	23	13	21	42	98	25	65	43	15	24	33	5	2	host	gcvT2
gene-PA2563	44	41	52	81	65	59	97	15	15	32	30	11	12	host	gene-PA2563
gene-PA2853	107558	70568	146680	136567	75536	27813	78411	10937	7990	22637	1237	1187	1687	host	oprI
gene-PA0648	89	58	170	90	105	85	57	25	38	31	19	4	6	host	gene-PA0648
gene-PA2830	651	905	1794	1473	1918	716	875	744	603	445	121	87	84	host	htpX
gene-PA0932	700	367	622	679	595	304	499	128	108	229	59	28	29	host	cysM
gene-PA1701	23	11	19	48	28	11	27	6	1	2	5	0	1	host	gene-PA1701
gene-PA1732	15	6	9	14	26	25	24	4	5	10	13	3	4	host	gene-PA1732
gene-PA1877	10	7	18	12	23	12	20	5	1	3	21	1	2	host	gene-PA1877
gene-PA4443	1331	217	392	325	275	168	232	69	176	217	50	27	62	host	cysD
gene-PA2037	88	52	144	91	73	106	113	33	52	30	117	27	27	host	gene-PA2037
gene-PA4835	33	23	39	38	31	18	32	10	7	7	60	1	5	host	gene-PA4835
gene-PA0856	309	213	445	583	264	185	450	34	54	229	20	15	22	host	gene-PA0856
gene-PA2247	90	76	110	51	268	360	240	138	196	330	43	60	98	host	bkdA1
gene-PA0873	273	200	309	342	326	169	253	128	46	86	91	7	16	host	phhR
gene-PA2866	54	28	75	108	89	47	85	26	10	29	25	1	5	host	mttC
gene-PA3023	36	13	39	68	92	45	105	28	15	34	28	4	6	host	gene-PA3023
gene-PA5242	1238	877	1696	1735	1368	784	1503	361	245	471	186	63	92	host	ppk
gene-PA2958.1	771	499	911	861	912	777	991	195	99	300	44	30	35	host	rgsA
gene-EST35_0012	0	0	0	0	675	1759	159	2381	1456	1178	1551	736	1085	phage	gene-EST35_0012
gene-PA1553	734	732	956	1744	731	596	549	140	271	684	27	61	96	host	ccoO1
gene-PA2200	137	65	121	138	223	113	157	69	19	32	50	3	5	host	gene-PA2200
gene-PA3990	50	71	330	150	41	64	85	4	25	21	12	6	4	host	gene-PA3990
gene-PA4428	245	233	322	418	262	148	371	42	51	130	34	14	15	host	sspA
gene-PA2326	13	13	20	19	12	12	17	4	7	5	17	2	0	host	gene-PA2326
gene-PA2224	20	10	35	29	7	26	22	5	9	8	19	3	3	host	gene-PA2224
gene-PA3133.4	3258	1982	4668	3367	4862	1908	3717	2054	396	1100	330	52	155	host	gene-PA3133.4
gene-PA4313	144	156	252	288	356	207	286	141	52	93	72	11	16	host	gene-PA4313
gene-PA0196	76	54	125	117	142	79	74	31	15	22	48	7	3	host	pntB
gene-PA0402	227	206	318	448	300	210	355	70	65	98	57	27	17	host	pyrB
gene-PA1520	336	228	422	402	361	203	264	112	57	113	39	17	19	host	gene-PA1520
gene-PA2902	165	122	214	234	349	254	494	74	79	129	43	23	16	host	gene-PA2902
gene-PA1832	283	216	331	359	294	187	299	88	38	85	34	15	18	host	gene-PA1832
gene-PA4955	123	57	157	183	178	94	158	50	19	33	36	4	10	host	gene-PA4955
gene-PA4422	203	123	216	279	224	191	289	114	60	97	70	8	17	host	gene-PA4422
gene-EST35_0178	0	0	0	0	10	347	17	1887	12212	5327	1264	3707	11428	phage	gene-EST35_0178
gene-PA3195	232	125	194	147	221	183	398	59	47	121	44	34	17	host	gapA
gene-PA4192	37	8	11	13	9	6	9	8	5	4	38	1	3	host	gene-PA4192
gene-PA3025	68	56	62	118	148	71	110	54	13	21	35	2	2	host	gene-PA3025
gene-PA2538	70	62	89	187	166	52	102	41	6	12	20	1	0	host	gene-PA2538
gene-PA4584	69	43	70	60	82	74	97	18	25	44	48	11	12	host	gene-PA4584
gene-PA1235	31	19	47	45	38	24	46	12	5	9	16	2	6	host	gene-PA1235
gene-PA1763	16	12	23	14	16	14	22	2	3	13	22	1	2	host	gene-PA1763
gene-PA2826	57	43	82	80	41	52	42	8	16	25	7	0	4	host	gene-PA2826
gene-PA2774	232	155	246	300	298	135	215	78	20	44	36	10	6	host	gene-PA2774
gene-PA4348	189	98	137	510	396	82	324	36	13	38	41	10	6	host	gene-PA4348
gene-PA3492	52	41	79	84	117	89	151	29	24	50	22	5	8	host	gene-PA3492
gene-PA2214	3	5	7	5	9	13	7	7	1	4	18	2	0	host	gene-PA2214
gene-PA5401	19	12	27	23	35	11	14	18	4	1	23	5	0	host	gene-PA5401
gene-PA3736	1254	696	1388	1242	877	512	681	214	101	195	81	28	35	host	hom
gene-PA4276	6805	4593	7473	6394	8234	4004	7515	2652	1137	2504	544	201	535	host	secE
gene-PA4926	37	36	46	42	58	34	57	21	5	9	73	0	3	host	gene-PA4926
gene-PA5149	166	162	212	338	216	132	215	64	18	65	40	7	9	host	gene-PA5149
gene-PA2718	49	26	73	70	49	38	51	13	8	14	13	2	5	host	gene-PA2718
gene-PA1914	13	7	26	14	16	16	15	9	5	3	49	7	3	host	gene-PA1914
gene-PA2925	7	2	13	4	9	3	10	1	1	1	33	0	1	host	hisM
gene-PA0341	294	239	421	531	301	206	357	56	49	113	46	5	19	host	lgt
gene-PA2355	10	5	16	20	11	9	9	7	3	2	37	3	2	host	gene-PA2355
gene-EST35_0363	0	0	0	0	3647	2248	126	24035	21653	8247	42180	26903	35127	phage	gene-EST35_0363
gene-EST35_0378	0	0	0	0	74385	33196	661	194844	121976	115887	42318	26901	67811	phage	gene-EST35_0378
gene-PA0046	306	218	370	538	220	140	164	26	25	45	32	7	4	host	gene-PA0046
gene-PA3092	108	65	108	85	214	101	126	77	31	28	77	11	12	host	fadH1
gene-PA4273	4791	3900	6150	8768	7078	5754	5530	974	2564	4581	178	556	615	host	rplA
gene-PA3535	145	91	188	244	269	105	208	89	23	45	84	7	14	host	gene-PA3535
gene-PA4489	1255	1374	1546	2773	2419	845	1846	519	149	398	228	41	53	host	gene-PA4489
gene-PA0380	222	190	389	356	206	157	189	46	24	50	14	6	3	host	gene-PA0380
gene-PA3954	20	20	34	32	28	16	28	10	3	4	29	4	3	host	gene-PA3954
gene-PA1164	365	232	315	483	744	228	434	322	53	144	105	15	28	host	gene-PA1164
gene-PA3101	132	86	134	116	73	55	115	14	19	40	22	5	2	host	xcpT
gene-PA4221	464	378	536	443	329	443	354	217	211	778	149	36	106	host	fptA
gene-PA0934	1321	781	1351	1250	1533	764	1079	391	229	410	139	56	54	host	relA
gene-PA2587	499	271	398	597	766	351	611	279	57	160	97	22	24	host	pqsH
gene-PA1752	247	157	241	248	500	202	321	138	28	64	57	14	17	host	gene-PA1752
gene-PA5293	61	46	57	94	85	52	51	28	6	18	62	6	2	host	gene-PA5293
gene-PA3638	230	192	254	438	445	163	407	170	53	98	99	17	11	host	gene-PA3638
gene-PA3622	442	404	679	594	448	340	399	94	115	186	57	31	51	host	rpoS
gene-PA5035	602	390	557	917	1378	442	574	581	142	298	296	88	81	host	gltD
gene-EST35_0434	0	0	0	0	3651	3403	207	6602	3938	4741	2275	843	1964	phage	gene-EST35_0434
gene-PA5412	974	791	1208	1598	1222	713	977	348	110	225	183	37	46	host	gene-PA5412
gene-PA0287	27	25	43	39	44	16	49	8	4	13	61	2	3	host	gpuP
gene-EST35_0210	0	0	0	0	186	322	36	7931	10761	2411	226500	180327	105558	phage	gene-EST35_0210
gene-PA2199	174	109	137	172	201	77	178	58	18	38	21	10	6	host	gene-PA2199
gene-PA3619	42	34	52	46	55	52	65	24	4	15	76	5	3	host	gene-PA3619
gene-PA1813	89	58	112	98	68	50	91	16	10	29	16	1	2	host	gene-PA1813
gene-PA3239	79	62	111	86	107	65	99	24	27	58	28	15	16	host	gene-PA3239
gene-PA4844	72	47	96	136	108	57	95	45	9	11	60	6	3	host	gene-PA4844
gene-PA0276	31	37	51	95	73	26	35	5	3	9	37	2	4	host	gene-PA0276
gene-PA4736	121	85	129	167	205	96	252	49	32	132	30	20	20	host	gene-PA4736
gene-PA3722	246	162	259	398	269	85	192	46	23	43	34	6	12	host	gene-PA3722
gene-PA4724	325	288	315	590	422	146	409	113	29	56	67	13	11	host	gene-PA4724
gene-PA2276	18	4	17	27	19	18	17	8	5	14	21	3	2	host	gene-PA2276
gene-PA4551	67	56	79	99	103	49	103	34	30	53	27	8	2	host	pilV
gene-PA1566	17	25	28	34	49	26	77	24	5	11	24	0	2	host	gene-PA1566
gene-PA0956	831	681	1166	1347	852	581	737	144	251	529	71	52	94	host	proS
gene-PA3971	41	21	46	50	109	57	131	43	11	17	16	1	6	host	gene-PA3971
gene-PA2126	8	6	12	27	26	11	83	13	0	10	14	0	3	host	gene-PA2126
gene-PA5099	15	16	34	21	26	24	33	3	4	13	49	1	4	host	gene-PA5099
gene-PA1324.1	38	49	118	94	38	52	112	6	8	14	8	6	1	host	gene-PA1324.1
gene-PA3422	39	14	40	27	41	34	30	10	8	11	57	5	4	host	gene-PA3422
gene-PA2871	168	108	194	238	230	95	170	104	17	40	48	5	10	host	gene-PA2871
gene-PA3150	3479	1631	3602	2720	665	548	2238	135	98	150	91	28	33	host	wbpG
gene-PA1446	184	160	311	361	269	166	303	54	37	73	20	13	12	host	fliP
gene-PA3735	585	450	733	753	669	385	395	166	101	199	68	22	23	host	thrC
gene-PA4756	2149	1578	2337	3164	4014	1810	1966	592	541	820	263	186	174	host	carB
gene-PA5333	535	333	527	633	716	340	519	184	119	209	50	16	51	host	gene-PA5333
gene-PA1596	2411	2154	5763	2549	9080	1594	625	4923	3896	1176	1588	1181	777	host	htpG
gene-PA0399	254	143	245	376	317	181	254	82	68	146	67	23	25	host	gene-PA0399
gene-PA4749	756	540	994	953	1082	510	1015	368	448	365	163	108	88	host	glmM
gene-PA2310	91	4	13	17	29	12	15	8	5	4	15	1	0	host	gene-PA2310
gene-PA0487	63	48	118	96	86	49	84	26	9	18	21	4	5	host	gene-PA0487
gene-PA3734	37	18	53	39	43	24	36	14	6	13	62	2	2	host	gene-PA3734
gene-PA1924	6	2	2	3	7	2	6	3	2	4	14	0	1	host	gene-PA1924
gene-PA3173	119	96	192	177	214	117	176	49	35	75	46	7	9	host	gene-PA3173
gene-PA3272	278	164	273	339	692	189	381	575	132	87	405	73	34	host	gene-PA3272
gene-PA2387	135	108	233	219	181	121	201	48	29	61	20	5	5	host	fpvI
gene-PA2263	6	2	11	7	16	11	5	3	3	5	25	2	2	host	gene-PA2263
gene-PA5160.1	73	63	310	172	370	109	137	257	21	19	128	7	11	host	gene-PA5160.1
gene-PA1263	54	69	99	99	103	72	74	26	19	14	52	6	4	host	gene-PA1263
gene-PA4401	386	257	390	380	453	257	413	186	50	97	41	17	11	host	gene-PA4401
gene-PA4340	299	212	343	397	366	171	315	105	39	73	45	13	14	host	gene-PA4340
gene-PA3624	299	223	342	352	355	281	366	104	69	125	31	24	23	host	pcm
gene-PA1927	53	36	83	99	143	64	116	55	15	37	60	8	7	host	metE
gene-PA3630	29	34	47	47	49	19	36	10	6	12	36	4	7	host	gfnR
gene-PA4528	271	266	460	446	181	162	717	38	27	75	44	16	12	host	pilD
gene-PA4360a	12	13	15	25	12	10	20	4	2	2	12	2	0	host	gene-PA4360a
gene-PA2455	60	70	90	118	129	77	123	35	20	29	27	4	6	host	gene-PA2455
gene-PA1289	26	17	43	55	43	30	43	11	9	12	9	3	1	host	gene-PA1289
gene-PA4425	242	245	429	448	266	228	329	59	71	120	26	12	22	host	gene-PA4425
gene-EST35_0282	0	0	0	0	2960	3799	140	15962	12582	9068	21727	11938	16414	phage	gene-EST35_0282
gene-PA3572	30	29	32	82	98	127	122	12	37	56	6	29	28	host	gene-PA3572
gene-PA2395	13	12	16	8	25	12	10	7	3	5	24	0	2	host	pvdO
gene-PA3797	338	228	262	339	385	177	344	111	42	86	50	6	13	host	gene-PA3797
gene-PA5355	48	29	75	61	54	41	55	11	7	18	70	6	1	host	glcD
gene-PA4669	44461	29365	57103	49060	37708	10391	10103	13607	2906	6431	1756	419	734	host	ipk
