Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS15610	370	553	405	383	946	963	1042	2534	2605	2499	host	gene-VC_RS15610	0.726478790019688	0	1
gene-VC_RS09190	2808	3137	2690	2855	8899	8402	8382	9325	9266	8161	host	ald	0.4532038966525783	0	1
gene-VC_RS03440	4353	4513	4595	4662	5511	36626	5345	5953	5545	5107	host	ribF	1.1533255113281065	0	1
gene-VC_RS07890	3783	4437	4267	4276	5056	5438	5123	8483	9705	8045	host	gene-VC_RS07890	0.3377555653027606	0	1
gene-VC_RS03780	1399	1266	1086	1083	801	676	1028	1674	1285	1558	host	iscX	0.251908529816589	0	1
gene-VC_RS01175	1879	2065	2296	2381	2349	2142	1888	1847	1665	1682	host	rfaD	0.12519235862599964	0	1
gene-VC_RS05665	257	261	266	256	313	316	282	351	345	332	host	gene-VC_RS05665	0.12017689935284201	0	1
gene-VC_RS07720	375	402	446	419	417	401	373	482	480	502	host	gene-VC_RS07720	0.10099131383430579	0	1
gene-VC_RS00450	1994	2340	2708	2647	3011	2750	2808	3626	3662	3172	host	gene-VC_RS00450	0.1724394566221082	0	1
gene-VC_RS03790	3183	3315	3837	3186	1181	1152	1040	839	900	805	host	ndk	0.6125206924709332	0	1
gene-VC_RS01370	809	875	1102	967	576	581	465	502	578	479	host	gene-VC_RS01370	0.3102019410894764	0	1
gene-VC_RS12525	9311	9507	9993	10758	10600	9971	13158	8862	7876	7842	host	rpsJ	0.15029216920921507	0	1
gene-VC_RS12910	751	862	818	957	1416	1433	1186	2119	2150	1952	host	gene-VC_RS12910	0.37830824718547756	0	1
gene-VC_RS16570	274	266	280	298	357	353	401	373	443	379	host	gene-VC_RS16570	0.1665907921521223	0	1
gene-VC_RS16950	1090	1271	1032	1149	2404	2481	2438	4530	4696	4305	host	gene-VC_RS16950	0.5523615819197162	0	1
gene-VC_RS16105	2640	2805	2908	3315	1714	1657	1619	1600	1458	1510	host	pntB	0.3160187342291794	0	1
gene-VC_RS19075	1065	1027	828	816	2502	2120	3027	4141	3799	3836	host	gene-VC_RS19075	0.548004213748373	0	1
gene-VC_RS09900	1452	1447	1479	1516	1728	1805	1866	2130	1993	1953	host	gene-VC_RS09900	0.1373008582000382	0	1
gene-VC_RS01730	1675	1946	2051	2958	1813	1665	1817	2764	2958	2796	host	tsaE	0.23356879438916314	0	1
gene-VC_RS09655	2774	3247	3363	3320	1806	1641	1598	1202	1227	1081	host	gene-VC_RS09655	0.42080131553135636	0	1
gene-VC_RS17215	221	250	215	220	488	496	536	850	919	814	host	gbpA	0.5274711797856301	0	1
gene-VC_RS14390	302	383	396	390	696	695	776	1053	1066	897	host	gene-VC_RS14390	0.4084418216897414	0	1
gene-VC_RS00090	1921	1775	1749	1834	2300	5691	2403	2338	2278	2128	host	glyQ	0.4538486574922539	0	1
gene-VC_RS10825	51	41	45	62	82	89	70	123	116	116	host	gene-VC_RS10825	0.36747001975493715	0	1
gene-VC_RS05345	494	551	609	597	620	628	621	815	902	818	host	gene-VC_RS05345	0.18852013979974627	0	1
gene-VC_RS14285	23635	19048	19335	20655	26078	21128	24786	20140	15667	18158	host	gene-VC_RS14285	0.14447331375807054	0	1
gene-VC_RS01100	597	715	610	616	954	906	966	1345	1277	1255	host	gene-VC_RS01100	0.29802309367825297	0	1
gene-VC_RS05865	3352	3758	3579	3717	3945	3958	3940	5010	4960	4814	host	gene-VC_RS05865	0.13875802312851124	0	1
gene-VC_RS05070	336	459	341	373	653	705	645	1389	1406	1494	host	gene-VC_RS05070	0.5691172201846724	0	1
gene-VC_RS10555	14795	14049	13543	14364	12360	8549	10615	6190	8263	5074	host	gene-VC_RS10555	0.31422947548318164	0	1
gene-VC_RS02630	10099	10095	10623	9891	7569	7524	7720	9486	9394	8604	host	rpoD	0.12110609955861505	0	1
gene-VC_RS16375	178	165	206	208	287	274	270	362	411	404	host	gene-VC_RS16375	0.31029919436754333	0	1
gene-VC_RS17310	1431	1815	1915	2018	2590	2913	2711	2806	3060	2750	host	gene-VC_RS17310	0.2196575670329966	0	1
gene-VC_RS05445	2441	2633	2653	2812	3244	3312	3230	3624	3362	3000	host	serS	0.12002000824272213	0	1
gene-VC_RS00970	227	248	250	207	610	537	552	986	999	949	host	gene-VC_RS00970	0.5560174997037409	0	1
gene-VC_RS12660	1608	1857	1792	1651	2269	2558	2236	3525	3304	2751	host	rpe	0.27213787976120063	0	1
gene-VC_RS01865	2429	2297	2260	2234	3148	3329	3351	3623	3109	3308	host	gene-VC_RS01865	0.1759575501117817	0	1
gene-VC_RS17890	190	226	208	184	513	491	513	891	955	956	host	gene-VC_RS17890	0.5925491527704454	0	1
gene-VC_RS11365	548	679	720	797	991	874	871	1244	1209	1165	host	nfo	0.24788862042513546	0	1
gene-VC_RS00265	623	729	745	774	661	597	670	737	667	660	host	gene-VC_RS00265	0.07911616154729695	0	1
gene-VC_RS13715	99	150	129	142	178	160	170	277	236	225	host	gene-VC_RS13715	0.2912998941535361	0	1
gene-VC_RS01635	882	1110	1166	1231	1050	1098	978	1165	1082	1222	host	hemE	0.09370485240806906	0	1
gene-VC_RS06800	470	472	498	471	679	664	693	861	887	779	host	gene-VC_RS06800	0.23898452771187764	0	1
gene-VC_RS06190	1369	1510	1511	1390	1309	1130	1389	1318	1264	1090	host	gene-VC_RS06190	0.09997323273633703	0	1
gene-VPVV882_gp56	2192	4304	2103	2350	17611	20445	18050	38503	30005	35079	phage	gene-VPVV882_gp56	0.783752996970941	0	0
gene-VC_RS18080	168	220	193	206	322	292	310	438	450	432	host	gene-VC_RS18080	0.3358570799357003	0	1
gene-VC_RS05905	131	156	147	138	224	216	206	323	377	321	host	hutC	0.37261970129295413	0	1
gene-VC_RS18560	50	63	54	68	128	142	132	207	196	207	host	gene-VC_RS18560	0.4851087205525353	0	1
gene-VC_RS07125	515	535	561	521	1194	751	1095	1579	1645	1287	host	gene-VC_RS07125	0.4388661850005917	0	1
gene-VC_RS16175	93	114	120	119	157	164	148	228	253	237	host	gene-VC_RS16175	0.3306122495842389	0	1
gene-VC_RS16295	122	151	113	107	279	264	288	420	466	381	host	gene-VC_RS16295	0.4878475699459912	0	1
gene-VC_RS13335	363	360	419	444	469	438	413	504	486	1490	host	gene-VC_RS13335	0.5946700830324598	0	1
gene-VC_RS15700	1420	1358	1175	1177	2020	1620	2183	2531	2501	2329	host	gene-VC_RS15700	0.2806484713828398	0	1
gene-VC_RS17050	738	743	777	699	811	703	775	1155	1242	1055	host	gene-VC_RS17050	0.2198498697639526	0	1
gene-VC_RS13665	1156	1046	999	1043	1192	812	1036	2399	1584	1726	host	phrB	0.34688158192390356	0	1
gene-VC_RS05960	2069	1785	1756	1510	1389	1750	1644	1022	998	856	host	gene-VC_RS05960	0.2582337566039619	0	1
gene-VC_RS02860	3408	3675	3752	3568	2855	2428	2662	3486	4182	3081	host	gene-VC_RS02860	0.15563725375544146	0	1
gene-VC_RS04500	529	692	589	580	964	984	1046	1277	1142	1149	host	treR	0.29021387524953374	0	1
gene-VC_RS18135	255	310	333	282	352	321	398	386	374	379	host	gene-VC_RS18135	0.13254656011009422	0	1
gene-VC_RS02285	1021	928	885	917	1292	1243	1342	1817	1866	1669	host	gene-VC_RS02285	0.27390234609848546	0	1
gene-VC_RS03095	419	437	327	343	579	575	549	1287	5389	1214	host	gene-VC_RS03095	1.3146266619322	0	1
gene-VC_RS09380	55	45	60	63	99	81	66	131	106	133	host	gene-VC_RS09380	0.3581818339875412	0	1
gene-VC_RS10840	4936	4668	4879	4781	4184	3824	3884	2736	2338	2442	host	accA	0.2506295311086457	0	1
gene-VC_RS07860	1779	2068	2131	2497	1377	1409	1333	2258	2112	2188	host	gene-VC_RS07860	0.20506664128723096	0	1
gene-VC_RS01745	6444	6503	6104	5808	5050	5064	6282	6210	6009	5373	host	miaA	0.08764802421859055	0	1
gene-VC_RS18290	158	229	190	164	265	255	300	409	393	344	host	gene-VC_RS18290	0.31547947077778027	0	1
gene-VC_RS10715	409	390	370	331	169	188	141	170	175	176	host	gene-VC_RS10715	0.40793333061606657	0	1
gene-VC_RS09550	2059	2319	2395	2451	2499	2493	2349	3019	2939	2733	host	fadD	0.11010819854441434	0	1
gene-VC_RS06350	823	863	900	775	1088	1205	1037	1313	1340	1281	host	pabB	0.19180809325124476	0	1
gene-VC_RS00085	4681	4585	4411	4273	5242	5493	5837	6643	6283	5875	host	glyS	0.14717179730481142	0	1
gene-VPVV882_gp37	3699	7645	950	1105	44730	54804	49829	80393	73586	82721	phage	gene-VPVV882_gp37	0.8044008723918257	0	0
gene-VC_RS18480	470	456	428	466	248	262	260	323	325	292	host	gene-VC_RS18480	0.2470475858823787	0	1
gene-VC_RS14305	612	1491	613	652	208	179	199	256	256	198	host	gene-VC_RS14305	0.8327187394584539	0	1
gene-VC_RS11635	401	414	393	421	599	553	644	857	1037	866	host	gene-VC_RS11635	0.3533339818819749	0	1
gene-VC_RS06930	2319	2384	2041	2073	5138	5035	6083	6415	6106	5789	host	ttcA	0.41244880158505115	0	1
gene-VC_RS11420	642	803	728	744	921	1001	891	1279	1294	1164	host	gene-VC_RS11420	0.2331962268777986	0	1
gene-VC_RS00055	6034	5862	6632	9630	7067	6766	7295	11269	7434	7548	host	dnaN	0.2096292538664928	0	1
gene-VC_RS05805	431	470	416	469	645	669	667	1094	1344	1102	host	gene-VC_RS05805	0.4298434763619015	0	1
gene-VC_RS05750	272	286	259	319	174	186	168	230	247	213	host	gene-VC_RS05750	0.2031297088900088	0	1
gene-VC_RS08270	989	1110	1061	931	1332	1210	1280	1779	1872	1548	host	gene-VC_RS08270	0.23537694207865928	0	1
gene-VC_RS13735	693	741	606	573	1138	1203	1472	2615	2851	2661	host	gene-VC_RS13735	0.5951749292156678	0	1
gene-VC_RS04260	1042	1037	1476	1529	1107	1079	938	1594	1316	1456	host	grpE	0.18294555141892685	0	1
gene-VC_RS08090	226	272	223	248	408	347	384	721	762	689	host	gene-VC_RS08090	0.47539007157305196	0	1
gene-VC_RS16020	900	971	945	1043	1952	1759	2019	2695	2578	2586	host	gene-VC_RS16020	0.39986745022673037	0	1
gene-VC_RS16825	467	621	605	583	756	724	710	1589	1617	1621	host	modB	0.48611161343634746	0	1
gene-VC_RS00075	2227	1919	3139	2805	1402	1250	1158	1955	1516	1692	host	gene-VC_RS00075	0.32658207966023434	0	1
gene-VC_RS15285	745	984	1070	1083	1464	1452	1343	1936	1910	1952	host	gene-VC_RS15285	0.2934596508149667	0	1
gene-VC_RS16330	272	354	347	338	601	667	582	1081	1086	1002	host	msrB	0.4801690914055196	0	1
gene-VC_RS05385	2187	2553	2334	2121	4264	4525	4405	6179	6695	5313	host	pta	0.3966115680672532	0	1
gene-VC_RS12330	2762	2691	4606	3097	790	705	647	738	787	705	host	cysC	0.7687043633503348	0	1
gene-VC_RS18340	301	417	331	377	754	775	704	1132	1249	1042	host	trmY	0.4667510762814589	0	1
gene-VC_RS11590	1400	1394	1176	1251	1419	1529	1658	2095	1836	1888	host	murE	0.1803592469541485	0	1
gene-VC_RS17740	62	90	75	75	162	142	167	299	281	283	host	gene-VC_RS17740	0.5408495887293072	0	1
gene-VC_RS01285	508	550	593	634	727	762	649	1165	1203	7741	host	gene-VC_RS01285	1.4508776592870902	0	1
gene-VC_RS01800	252	340	343	367	663	658	632	690	669	703	host	tusC	0.3226038225509029	0	1
gene-VC_RS16945	833	682	893	836	401	316	390	780	812	745	host	trxC	0.3056790623626595	0	1
gene-VC_RS17995	154	171	159	144	292	312	314	515	474	467	host	lldD	0.4554833317299002	0	1
gene-VC_RS09615	369	530	554	500	693	577	647	775	847	786	host	gene-VC_RS09615_gene_msrB	0.22541450917884628	0	1
gene-VC_RS12295	1067	1175	1235	1112	1035	810	939	920	976	787	host	gene-VC_RS12295	0.13920630114203097	0	1
gene-VC_RS01655	8142	8068	7867	9378	8437	7793	9140	8017	8126	6716	host	gpmM	0.08531059801521082	0	1
gene-VC_RS08170	496	597	762	771	975	906	986	1075	1004	878	host	gene-VC_RS08170	0.2101856440668932	0	1
gene-VC_RS05210	982	939	1017	919	1404	1612	1372	1393	1406	1153	host	sohB	0.19176145706405262	0	1
gene-VC_RS08460	1034	1140	1167	1154	1014	922	975	1163	1138	1054	host	pqiB	0.07768422333140453	0	1
gene-VC_RS08900	1112	1190	1076	1051	1796	1725	1764	2240	2295	2170	host	ruvB	0.289739529485226	0	1
gene-VC_RS15365	104	153	151	167	314	252	291	641	647	609	host	gene-VC_RS15365	0.6184273116049023	0	1
gene-VC_RS08535	842	1000	1045	1070	1434	1334	1466	1999	2252	2074	host	gene-VC_RS08535	0.32520751132533304	0	1
gene-VC_RS19150	343	435	348	351	673	734	756	1269	1317	1201	host	gene-VC_RS19150	0.5011968698187814	0	1
gene-VC_RS00765	6790	6674	6759	7121	1489	1316	1190	1346	1257	1194	host	ilvC	0.7730024683143126	0	1
gene-VC_RS16070	2192	1977	2417	2056	3294	2814	3074	3363	3753	2988	host	gene-VC_RS16070	0.20651702507310848	0	1
gene-VC_RS02210	305	366	370	395	818	852	727	1271	1254	1305	host	gene-VC_RS02210	0.4990196500628616	0	1
gene-VC_RS11950	5013	5342	5670	5946	4406	4851	3849	4660	4635	4227	host	serA	0.12702354103046312	0	1
gene-VC_RS18060	133	160	143	143	396	368	310	555	641	558	host	gene-VC_RS18060	0.5428268233973026	0	1
gene-VC_RS17280	133	141	138	159	259	240	262	368	483	343	host	ectA	0.4399724169909553	0	1
gene-VC_RS16630	290	324	360	298	355	341	367	405	419	430	host	gene-VC_RS16630	0.1272847343981722	0	1
gene-VPVV882_gp42	412	1296	131	201	8027	11263	8674	16209	16379	17880	phage	gene-VPVV882_gp42	0.8533399752295291	0	0
gene-VC_RS03465	875	962	925	1052	1701	1656	1730	1355	1372	1288	host	gene-VC_RS03465	0.24201236677889557	0	1
gene-VC_RS15065	516	586	587	537	880	669	1055	1641	2359	1532	host	gene-VC_RS15065	0.5664574092825795	0	1
gene-VC_RS04735	7613	7859	7527	7451	8148	7950	8112	9426	8691	7983	host	leuS	0.06988323447964091	0	1
gene-VC_RS00755	692	541	727	776	511	642	528	359	162	317	host	gene-VC_RS00755	0.3552101455951461	0	1
gene-VC_RS05555	1090	1207	1087	1208	1138	1215	1237	2036	1832	1845	host	hisD	0.24781180501152802	0	1
gene-VC_RS02625	931	864	950	978	1393	964	1350	1301	1431	1153	host	gene-VC_RS02625	0.18354921854670844	0	1
gene-VC_RS00495	298	344	331	328	570	488	592	585	608	560	host	gene-VC_RS00495	0.2608136811254455	0	1
gene-VC_RS11440	7204	6621	6464	6523	4528	4717	4454	6762	6968	6077	host	gltB	0.16612383172727946	0	1
gene-VC_RS11805	1949	2094	1958	2037	2388	2524	2394	2917	2706	2732	host	relA	0.14006328230800127	0	1
gene-VC_RS07365	159	229	226	230	205	185	198	264	231	277	host	gene-VC_RS07365	0.15168386217661847	0	1
gene-VC_RS07940	376	470	387	429	568	631	595	982	1004	894	host	gene-VC_RS07940	0.3626557388276126	0	1
gene-VC_RS02075	2384	2730	2904	2663	2489	2716	2396	2560	2712	2264	host	gene-VC_RS02075	0.07257199591545219	0	1
gene-VC_RS00955	314	369	373	400	710	774	726	831	902	818	host	rarD	0.34957182916208407	0	1
gene-VC_RS05715	3129	3203	3152	3206	4471	4353	4361	5508	5432	5143	host	aspS	0.21931767618886197	0	1
gene-VC_RS07430	649	696	802	792	717	782	681	971	1050	820	host	gene-VC_RS07430	0.15233674765049365	0	1
gene-VC_RS10350	1027	990	856	924	1470	1443	1500	1909	2114	1768	host	dapE	0.29885331991968583	0	1
gene-VC_RS10630	1854	1826	1821	1937	1897	1907	2040	1144	943	949	host	flgC	0.25321665347407507	0	1
gene-VC_RS09005	5624	5838	6236	5572	3469	3135	3660	4245	4646	3467	host	pflB	0.23792512087983525	0	1
gene-VC_RS11235	811	1012	912	942	1149	1083	1160	1632	1813	1589	host	gene-VC_RS11235	0.26985557315219005	0	1
gene-VC_RS12055	1615	1138	1308	1175	1109	1616	1291	903	479	727	host	gene-VC_RS12055	0.3009375448857503	0	1
gene-VC_RS12615	1397	1431	1388	1774	1331	1419	1361	2215	2076	2154	host	astD	0.20841222103174517	0	1
gene-VC_RS13055	1553	1470	1683	1731	3361	3355	3038	1692	1566	1426	host	gene-VC_RS13055	0.3696851386310982	0	1
gene-VC_RS01565	2201	1956	2179	1940	2942	3420	3293	2117	2375	1955	host	gene-VC_RS01565	0.22064509516965647	0	1
gene-VC_RS14280	347	430	373	411	440	425	416	1184	1286	1156	host	gene-VC_RS14280	0.5720732414713839	0	1
gene-VPVV882_gp27	1288	1780	352	444	17321	22589	17250	19090	20624	21205	phage	gene-VPVV882_gp27	0.7628765857808177	0	0
gene-VC_RS11140	886	901	845	770	1602	1459	1556	1748	1787	1555	host	panE	0.29566639227508096	0	1
gene-VC_RS06275	572	631	571	589	1052	1191	1100	1627	1936	1592	host	gene-VC_RS06275	0.4383899911671509	0	1
gene-VC_RS01580	17884	22060	23125	25930	19741	22326	18821	23373	21326	22113	host	tuf	0.10342839405143489	0	1
gene-VC_RS17990	256	272	275	256	550	571	592	899	951	842	host	gene-VC_RS17990	0.48273334903752846	0	1
gene-VC_RS05925	586	740	734	756	1037	940	958	1128	965	938	host	gene-VC_RS05925	0.17972655899801626	0	1
gene-VC_RS05170	1446	1471	1584	1422	1356	1397	1286	1487	1484	1453	host	gene-VC_RS05170	0.05338070993143508	0	1
gene-VC_RS06630	471	571	518	638	939	922	911	1420	1463	1289	host	queE	0.3860617095646363	0	1
gene-VC_RS03035	578	546	592	648	735	579	693	842	883	856	host	sfsA	0.17418824030823157	0	1
gene-VC_RS02585	40	30	25	27	81	110	108	175	208	208	host	gene-VC_RS02585	0.6911177677103999	0	1
gene-VC_RS05240	337	436	474	467	636	709	555	790	869	788	host	gene-VC_RS05240	0.28012482504086644	0	1
gene-VC_RS00050	11983	11196	10950	10578	11593	11460	13763	11694	10939	10969	host	dnaA	0.07392196186351305	0	1
gene-VC_RS08870	1410	1846	1846	1874	2184	2224	2048	2374	2151	2325	host	tolQ	0.13575337538678015	0	1
gene-VC_RS10985	4976	4732	4304	4228	4591	3985	4953	4680	4100	4085	host	proB	0.0783433308602171	0	1
gene-VC_RS14730	241	263	208	210	461	355	450	777	848	764	host	gene-VC_RS14730	0.5203840616920035	0	1
gene-VC_RS00330	1648	1877	2010	17479	889	858	858	1045	1181	2709	host	thiH	1.585000028030505	0	1
gene-VC_RS00930	3014	2777	3821	3647	2397	2234	2268	4122	3593	3387	host	prlC	0.20806398777374926	0	1
gene-VC_RS03910	233	705	285	255	340	281	323	356	313	310	host	gene-VC_RS03910	0.3725955016564215	0	1
gene-VC_RS00950	335	374	285	300	775	848	831	1553	1576	1547	host	ggt	0.6083194210792329	0	1
gene-VC_RS17480	286	387	412	351	503	489	483	648	586	599	host	cydB	0.23232785145016493	0	1
gene-VC_RS08610	569	624	598	564	1100	998	1159	1670	1812	1658	host	gene-VC_RS08610	0.43611557185490607	0	1
gene-VC_RS08835	752	856	907	882	1364	1103	1213	1686	1780	1479	host	gene-VC_RS08835	0.28729022801517445	0	1
gene-VC_RS10005	1881	2120	2162	2261	2588	2424	2415	3385	3388	3224	host	feoB	0.20264776105850124	0	1
gene-VC_RS10490	2868	3065	3053	2890	4047	4209	4144	4450	4237	4002	host	ychF	0.16430394391722675	0	1
gene-VC_RS12630	474	480	422	480	932	1038	929	1241	1179	1188	host	gene-VC_RS12630	0.381919333982404	0	1
gene-VC_RS08480	7151	4556	5450	4583	6543	7942	7076	4584	1506	3766	host	gene-VC_RS08480	0.3440806940799579	0	1
gene-VC_RS02375	486	565	542	579	374	344	364	448	423	392	host	gene-VC_RS02375	0.18269647223844607	0	1
gene-VC_RS14345	482	495	494	519	563	540	587	743	709	658	host	gene-VC_RS14345	0.15367254121892127	0	1
gene-VC_RS06610	662	680	666	640	586	568	611	904	929	846	host	gene-VC_RS06610	0.17806046456406077	0	1
gene-VC_RS17455	836	752	685	803	507	449	596	615	386	467	host	ompW	0.24413527479352354	0	1
gene-VC_RS08955	872	939	880	906	1452	1394	1339	1894	1979	1670	host	gene-VC_RS08955	0.3019476079690738	0	1
gene-VC_RS16440	181	171	162	205	255	238	269	405	444	379	host	gene-VC_RS16440	0.3602376161267987	0	1
gene-VC_RS10565	19158	17956	16643	16042	18337	11466	17592	11927	9577	8299	host	gene-VC_RS10565	0.2572607056258464	0	1
gene-VC_RS02800	3805	4833	5142	3240	3166	5075	3752	2483	2771	2597	host	gene-VC_RS02800	0.2619247904784961	0	1
gene-VC_RS15320	148	222	157	128	404	362	537	1268	1454	1190	host	gene-VC_RS15320	0.8323506090413613	0	1
gene-VC_RS08815	267	461	212	187	1305	1345	1316	3836	4092	4006	host	gene-VC_RS08815	0.9121765252575299	0	1
gene-VC_RS00935	1689	1689	1680	1676	2144	2227	2189	2818	2741	2642	host	uvrD	0.20362118299524298	0	1
gene-VC_RS09290	298	268	299	306	209	178	170	262	252	229	host	gene-VC_RS09290	0.1895374720804472	0	1
gene-VC_RS13950	99	138	107	123	138	131	133	189	195	169	host	gene-VC_RS13950	0.21578656597670176	0	1
gene-VC_RS06280	3282	3527	3190	3142	5821	5824	5976	10145	11234	9970	host	mdoH	0.48172230081297984	0	1
gene-VC_RS17260	1419	1029	965	1051	1003	909	1040	1863	1698	1549	host	gene-VC_RS17260	0.2630191577469168	0	1
gene-VC_RS17405	38	34	34	35	80	90	83	123	106	103	host	gene-VC_RS17405	0.44922168236496185	0	1
gene-VC_RS18455	569	613	605	614	474	526	451	620	639	617	host	gene-VC_RS18455	0.11002149822833368	0	1
gene-VC_RS00505	156	143	169	171	197	135	186	193	178	182	host	gene-VC_RS00505	0.1149535660847309	0	1
gene-VC_RS01740	3392	3768	3425	3324	4011	3887	3937	7053	6964	6795	host	mutL	0.32467443779963057	0	1
gene-VC_RS07220	217	198	207	207	244	218	252	340	369	313	host	gene-VC_RS07220	0.22853620270060304	0	1
gene-VC_RS09175	2029	2054	2203	1826	2418	1894	2319	3110	4442	2774	host	dsbB	0.2981894223541944	0	1
gene-VC_RS18155	571	783	770	806	1091	1045	1024	1265	1205	1128	host	gene-VC_RS18155	0.21931561001845792	0	1
gene-VC_RS09805	391	422	413	419	650	725	660	978	904	805	host	gene-VC_RS09805	0.32518446177332005	0	1
gene-VC_RS00855	2417	2595	2859	2645	4405	5234	4396	5640	9582	5185	host	gene-VC_RS00855	0.4572314843936494	0	1
gene-VC_RS03080	11448	13361	15816	12762	7683	6910	7713	7497	6707	5572	host	gene-VC_RS03080	0.3468621038714683	0	1
gene-VC_RS03825	2877	3109	2970	2855	17566	4954	4864	6366	6549	5749	host	der	0.7196617438145657	0	1
gene-VC_RS18605	1144	917	613	711	224	166	213	139	115	146	host	gene-VC_RS18605	0.8161108127111939	0	1
gene-VC_RS12750	8999	10047	9556	8737	2079	1910	1821	1871	1607	1394	host	argC	0.7743911604601498	0	1
gene-VC_RS16080	1237	1162	1173	1267	1329	1349	1306	1807	1887	1669	host	gene-VC_RS16080	0.17841983702008452	0	1
gene-VC_RS16585	828	894	974	990	1037	862	906	1078	1021	979	host	gene-VC_RS16585	0.08043077903926893	0	1
gene-VC_RS18465	350	358	372	410	378	353	347	408	434	419	host	gene-VC_RS18465	0.07967409835993974	0	1
gene-VC_RS14355	168	172	192	199	301	293	296	458	485	485	host	gene-VC_RS14355	0.40022916822474003	0	1
gene-VC_RS05990	3208	3798	3443	4128	3908	4373	3898	5275	4597	5073	host	pheT	0.15160217818907987	0	1
gene-VC_RS04415	427	481	458	497	1012	1000	1012	1083	1167	1026	host	xseB	0.355630577108665	0	1
gene-VC_RS16095	622	675	807	708	298	245	259	297	312	268	host	gene-VC_RS16095	0.47308388570056437	0	1
gene-VC_RS09400	333	404	359	344	631	654	652	889	870	777	host	gene-VC_RS09400	0.3494243891445003	0	1
gene-VC_RS10135	4832	4588	5283	4483	3385	3248	3419	2921	2828	2525	host	fcrX	0.2427657904616314	0	1
gene-VC_RS02865	3397	4358	4314	4238	5338	4298	5355	6153	5302	5827	host	gene-VC_RS02865	0.16810183627218672	0	1
gene-VC_RS00715	9010	12128	9577	8573	12277	7493	8358	9099	9799	13129	host	btuB	0.18129152358726802	0	1
gene-VC_RS09150	622	742	844	1648	865	743	704	896	840	817	host	hinT	0.31021247644373123	0	1
gene-VC_RS12360	2847	2794	2655	2409	4999	5942	5219	8206	38425	7635	host	dbpA	1.2691255334909366	0	1
gene-VC_RS17040	1439	1417	1272	1174	3060	3530	3700	4665	5133	4171	host	gene-VC_RS17040	0.4868375458100236	0	1
gene-VC_RS17790	573	574	527	509	746	749	791	927	990	767	host	gene-VC_RS17790	0.2205986319227931	0	1
gene-VC_RS01715	2085	1592	1624	1435	1968	2135	2784	1537	1204	1347	host	gene-VC_RS01715	0.2536798783859295	0	1
