Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-PA2776	238	99	126	131	255	130	175	61	54	91	39	27	30	host	gene-PA2776	0.6411186811077229	0	1
gene-PA1716	138	92	157	210	183	106	318	54	21	46	59	8	6	host	pscC	0.8189181603071811	0	1
gene-PA1865	69	60	82	86	111	71	102	35	16	38	39	7	9	host	gene-PA1865	0.5965800272337095	0	1
gene-PA4207	107	72	176	150	135	155	105	55	47	47	99	11	10	host	mexI	0.5829980847780726	0	1
gene-PA3020	142	131	225	288	170	148	203	34	23	55	45	10	9	host	gene-PA3020	0.77131322225791	0	1
gene-PA0955	549	460	722	792	772	377	503	249	99	269	62	30	44	host	gene-PA0955	0.7076279544944472	0	1
gene-PA4213	3	2	4	1	7	3	9	4	0	0	20	1	0	host	phzD1	1.2698357583654643	0	1
gene-PA4860	10	10	26	10	21	6	11	7	1	2	25	5	1	host	gene-PA4860	0.7909640590198644	0	1
gene-PA2990	460	263	388	469	550	260	498	157	85	151	39	21	19	host	gene-PA2990	0.726171447838132	0	1
gene-PA0595	3641	2953	5045	5595	3478	2157	3366	878	525	1222	328	113	194	host	ostA	0.7977725757927534	0	1
gene-PA3458	45	28	52	99	46	38	116	6	8	22	23	6	4	host	gene-PA3458	0.8896922618104816	0	1
gene-PA3286	390	285	450	533	268	179	385	63	51	107	29	18	14	host	gene-PA3286	0.8229543625752211	0	1
gene-PA0655	209	198	306	342	297	209	286	109	65	136	57	26	20	host	gene-PA0655	0.6244543392958811	0	1
gene-PA5140	456	280	467	615	491	243	413	134	53	118	59	15	13	host	hisF1	0.7782396419366217	0	1
gene-PA2705	131	63	139	120	148	111	120	32	23	38	44	7	2	host	gene-PA2705	0.6885893870422392	0	1
gene-PA1606	11	1	17	14	7	11	19	3	0	4	15	2	0	host	gene-PA1606	0.820412654142367	0	1
gene-PA3823	762	590	873	991	834	500	1047	198	155	258	96	32	55	host	tgt	0.7389995484979148	0	1
gene-PA1903	17	17	23	24	40	20	24	11	8	7	30	1	3	host	phzE2	0.6224444047760708	0	1
gene-PA5036	2586	1779	2512	3406	2933	1547	2736	957	438	658	814	282	411	host	gltB	0.6538041522609769	0	1
gene-PA5551	145	108	169	234	202	130	147	62	24	68	35	9	5	host	gene-PA5551	0.7026118655330438	0	1
gene-PA4578	617	537	1086	1300	1146	624	947	86	143	475	40	49	45	host	gene-PA4578	0.8075487346972339	0	1
gene-PA2553	63	33	64	69	92	132	165	63	45	97	34	16	15	host	gene-PA2553	0.62125021545959	0	1
gene-PA5132	23	33	75	77	37	37	98	15	5	22	33	2	1	host	gene-PA5132	0.8333692459351709	0	1
gene-PA0611	217	170	349	262	242	146	215	59	18	48	83	11	19	host	prtR	0.7488154053609292	0	1
gene-PA0925	43	35	64	96	58	47	77	12	15	41	19	5	5	host	gene-PA0925	0.6899775170480943	0	1
gene-PA1169	62	31	71	72	70	46	84	23	16	30	55	8	7	host	gene-PA1169	0.5778520948116922	0	1
gene-PA0930	82	62	97	133	82	102	112	33	13	36	28	4	4	host	gene-PA0930	0.6930607261567681	0	1
gene-PA2577	16	19	42	28	19	24	34	4	11	9	20	1	4	host	gene-PA2577	0.660056053767824	0	1
gene-PA2607	17	9	31	37	31	33	25	8	12	18	3	1	5	host	gene-PA2607	0.6784002086528195	0	1
gene-PA3087	201	158	216	300	242	158	245	68	25	46	29	4	7	host	gene-PA3087	0.770431399818428	0	1
gene-PA1149	1	3	5	3	2	4	5	0	0	2	9	1	0	host	gene-PA1149	0.9258200997725513	0	1
gene-PA0780	178	145	214	231	243	98	126	94	19	40	67	7	1	host	pruR	0.727284933009577	0	1
gene-PA0331	573	381	561	763	631	358	489	183	101	187	111	16	20	host	ilvA1	0.7166223915678521	0	1
gene-PA4902	21	10	34	34	32	17	15	10	2	6	66	2	1	host	gene-PA4902	0.9217027720474753	0	1
gene-PA4206	40	40	84	66	47	74	54	23	18	29	39	13	4	host	mexH	0.5649968607100757	0	1
gene-PA1923	18	18	43	32	70	14	29	16	8	12	80	3	1	host	gene-PA1923	0.8911673726638532	0	1
gene-PA3711	85	57	78	108	140	63	88	42	20	33	38	7	6	host	gene-PA3711	0.6547649655155972	0	1
gene-PA1060	138	111	125	180	202	131	200	83	43	102	29	8	14	host	gene-PA1060	0.6137206531071344	0	1
gene-PA1124	128	86	173	146	120	103	123	55	26	31	52	6	12	host	dgt	0.6458037527483456	0	1
gene-PA0290	93	74	99	94	71	49	103	23	16	29	39	6	5	host	gene-PA0290	0.6550756260589929	0	1
gene-PA2118	65	49	68	101	164	45	96	81	11	16	39	0	7	host	ada	0.7796749303392027	0	1
gene-PA1402	4	5	12	7	15	10	25	1	3	4	30	3	3	host	gene-PA1402	0.9266283777745952	0	1
gene-PA3416	2	3	18	7	18	56	40	5	20	25	22	6	11	host	gene-PA3416	0.8420333980974727	0	1
gene-PA0863	65	54	48	83	86	47	72	20	10	20	31	1	7	host	gene-PA0863	0.6716631043105178	0	1
gene-PA5557	5537	3970	6219	5650	5826	2701	3672	1469	791	1463	279	171	231	host	atpH	0.7704944837882316	0	1
gene-PA4890	173	166	235	361	96	55	166	24	9	37	36	5	2	host	desT	0.9983555290717071	0	1
gene-PA1940	64	37	76	51	73	53	79	41	24	23	32	5	6	host	gene-PA1940	0.5581587318686948	0	1
gene-PA4696	1331	855	1453	1430	1275	781	1288	380	199	279	160	69	83	host	ilvI	0.732293223394528	0	1
gene-PA1551	240	201	318	549	355	301	656	80	99	235	39	38	51	host	gene-PA1551	0.7694826660734385	0	1
gene-PA2981	563	368	545	787	743	355	604	273	81	227	75	20	31	host	lpxK	0.7207524276764861	0	1
gene-PA1116	252	179	289	310	267	129	211	93	56	93	34	13	14	host	gene-PA1116	0.6955585376108021	0	1
gene-PA4460	549	529	1023	1121	626	486	822	90	206	446	42	51	54	host	gene-PA4460	0.7624268945383373	0	1
gene-PA2865	310	249	387	578	333	167	459	75	58	115	76	12	15	host	gene-PA2865	0.8066093445993859	0	1
gene-PA1241	50	44	74	80	81	50	84	21	18	30	32	0	5	host	gene-PA1241	0.6411704497655074	0	1
gene-PA4836	13	4	15	15	10	16	15	2	2	5	33	3	1	host	gene-PA4836	0.8366200869994936	0	1
gene-PA3432	17	16	29	37	25	36	62	7	4	5	12	3	1	host	gene-PA3432	0.8751854271519056	0	1
gene-PA0126	103	141	188	342	188	92	100	28	16	50	25	12	5	host	gene-PA0126	0.939271332032536	0	1
gene-PA4189	13	8	19	20	21	14	18	11	4	7	52	1	2	host	gene-PA4189	0.8640239557569476	0	1
gene-PA0426	2307	1743	2822	3202	2841	1775	2307	1031	564	998	488	195	175	host	mexB	0.65126018552413	0	1
gene-PA4548	291	173	253	232	280	176	292	80	43	111	58	11	5	host	gene-PA4548	0.6774774923481622	0	1
gene-PA1009	152	153	223	247	167	144	160	54	36	103	37	15	10	host	gene-PA1009	0.6564513298456527	0	1
gene-PA0825	8	7	17	6	11	10	9	2	0	6	20	1	1	host	gene-PA0825	0.7745697842591162	0	1
gene-EST35_0445	0	0	0	0	395	973	114	2756	3076	2002	903	893	1923	phage	gene-EST35_0445	1.050436379369574	0	0
gene-PA4270	14703	9275	14786	17554	19908	9115	14932	7469	5151	10172	1844	1252	1693	host	rpoB	0.6097690362785609	0	1
gene-PA2305	373	257	445	687	1214	318	602	468	65	146	148	16	15	host	ambB	0.878249566343683	0	1
gene-PA3452	1415	1808	2848	2949	649	1370	876	179	308	458	77	75	73	host	mqoA	0.9674562944068985	0	1
gene-PA3202	346	249	393	492	388	213	275	130	39	101	22	14	14	host	gene-PA3202	0.772149659675187	0	1
gene-PA4367	184	157	288	292	215	130	224	38	36	67	68	11	12	host	bifA	0.7374075114192172	0	1
gene-PA2886	52	45	82	77	72	44	45	22	17	11	34	5	1	host	atuA	0.6682578492449069	0	1
gene-PA5156	110	95	205	218	199	105	163	41	18	53	73	3	2	host	gene-PA5156	0.7476894415307387	0	1
gene-PA3754	120	96	195	159	114	94	153	24	24	35	27	5	6	host	gene-PA3754	0.7678972927565357	0	1
gene-PA1400	44	35	63	62	119	49	78	36	15	17	70	8	3	host	gene-PA1400	0.6810820300678544	0	1
gene-PA2657	84	71	90	148	130	100	151	30	26	40	15	12	11	host	gene-PA2657	0.7108602153206409	0	1
gene-PA1265	10	3	25	27	40	7	15	10	2	4	15	1	1	host	gene-PA1265	0.9331566052919521	0	1
gene-PA1803	2185	1646	4040	2467	4084	2569	3414	1660	1703	1351	385	591	474	host	lon	0.5872716560310168	0	1
gene-PA0401	284	246	306	633	462	268	430	126	70	144	70	17	21	host	gene-PA0401	0.7634585564635025	0	1
gene-PA4622	37	30	51	69	29	26	62	9	2	7	56	1	1	host	gene-PA4622	0.8026617768262292	0	1
gene-PA5523	456	233	411	307	544	243	289	233	70	97	154	23	36	host	gene-PA5523	0.6595243418028199	0	1
gene-PA3922	71	76	92	55	48	47	49	12	21	30	32	11	1	host	gene-PA3922	0.6277214128956624	0	1
gene-PA2852.1	1577	1699	4508	3709	5478	2795	2989	4529	349	611	1639	123	187	host	gene-PA2852.1	0.7536125412819737	0	1
gene-PA1061	51	34	69	79	85	43	69	45	17	27	35	2	2	host	gene-PA1061	0.6102301852344215	0	1
gene-PA0996	300	132	424	406	1097	317	1318	350	84	291	103	36	40	host	pqsA	1.0080870463857048	0	1
gene-PA0794	224	132	215	227	378	217	243	243	103	227	207	48	37	host	gene-PA0794	0.45800523076038147	0	1
gene-PA1615	97	55	99	107	131	78	106	68	23	51	22	7	13	host	gene-PA1615	0.5968400646677896	0	1
gene-PA2375	8	6	16	14	18	10	24	8	4	13	12	0	3	host	gene-PA2375	0.611046665715198	0	1
gene-PA0894	198	125	215	242	232	117	208	179	39	63	44	5	5	host	gene-PA0894	0.66419126940401	0	1
gene-PA4211	7	3	11	9	11	13	4	6	6	4	28	2	2	host	phzB1	0.8203751019739498	0	1
gene-PA5178	2016	1252	2363	2967	2977	1213	2877	549	488	1132	101	161	160	host	gene-PA5178	0.7617261046996684	0	1
gene-PA1142	133	104	137	130	261	55	98	102	17	39	72	4	9	host	gene-PA1142	0.7526268287907858	0	1
gene-PA2560	51	34	52	67	103	76	102	27	25	62	16	12	7	host	gene-PA2560	0.6349672692450915	0	1
gene-PA2978	215	159	235	269	275	181	335	125	36	106	44	12	14	host	ptpA	0.6739463554517006	0	1
gene-EST35_0175	0	0	0	0	2421	1681	54	63878	20381	13485	14597	5178	15655	phage	gene-EST35_0175	1.6014367432643672	0	0
gene-PA3440	64	54	135	102	62	44	47	8	15	35	25	7	7	host	gene-PA3440	0.7931232339150986	0	1
gene-EST35_0036	0	0	0	0	144178	72810	9049	740728	338369	247293	1006931	333826	292953	phage	gene-EST35_0036	1.2296814723385276	0	0
gene-PA1747	5	3	6	4	20	12	74	6	7	10	7	4	5	host	gene-PA1747	1.456767811499959	0	1
gene-PA2779	39	23	39	48	93	82	125	17	57	107	20	23	38	host	gene-PA2779	0.6282182616962381	0	1
gene-PA5230	173	145	236	481	412	178	1152	242	29	120	105	11	17	host	gene-PA5230	1.1526234022120978	0	1
gene-PA4937	1242	822	1355	1658	1558	847	1703	586	304	519	251	120	181	host	rnr	0.6555754161322394	0	1
gene-PA0279	99	65	96	157	154	52	93	73	13	22	27	3	5	host	gene-PA0279	0.761855770303444	0	1
gene-PA1001	276	132	269	349	2078	442	1391	970	125	406	262	35	53	host	phnA	1.1123763921368872	0	1
gene-PA4700	1759	1364	1988	2672	2092	1114	2390	647	361	768	246	88	123	host	mrcB	0.7247922550241456	0	1
gene-PA1749	429	286	499	491	367	226	403	81	51	120	28	11	18	host	gene-PA1749	0.7872697126856434	0	1
gene-PA4796	34	31	79	78	96	86	283	32	16	36	28	9	13	host	gene-PA4796	1.1014545674970155	0	1
gene-PA0662	860	544	849	755	1106	443	618	368	94	204	126	27	36	host	argC	0.7407057077761392	0	1
gene-PA0071	970	810	1289	1540	1368	638	1003	274	123	305	93	26	47	host	gene-PA0071	0.8027872458923193	0	1
gene-PA1514	16	24	46	25	40	15	25	5	3	8	16	0	2	host	gene-PA1514	0.7991106167344905	0	1
gene-PA2601	46	36	40	70	95	55	73	35	9	17	25	5	6	host	gene-PA2601	0.6830131462920845	0	1
gene-PA0186	78	40	64	61	78	46	46	27	10	8	49	0	1	host	gene-PA0186	0.6830226446025535	0	1
gene-PA4840	637	534	949	983	616	303	416	188	52	130	45	16	9	host	gene-PA4840	0.8836019753378447	0	1
gene-PA0542	149	137	191	282	163	100	194	41	16	62	18	9	15	host	gene-PA0542	0.7930582483759553	0	1
gene-PA4628	237	233	337	452	294	235	365	58	83	191	89	14	20	host	lysP	0.6705651446323687	0	1
gene-PA1952	1	5	2	7	23	7	14	11	1	3	25	0	0	host	gene-PA1952	1.0649741699472488	0	1
gene-PA1982	25	20	28	28	48	9	19	18	8	6	60	7	2	host	exaA	0.764115482351345	0	1
gene-PA4532	56	52	65	76	47	51	92	9	10	28	32	5	7	host	gene-PA4532	0.6655163922487008	0	1
gene-PA4891	23	19	31	55	8	9	32	5	1	2	34	3	1	host	ureE	0.9449442440504378	0	1
gene-PA0511	16	13	23	45	72	14	360	24	4	12	68	2	4	host	nirJ	1.821249475283726	0	1
gene-PA3667	79	84	111	168	137	122	182	39	24	34	38	16	11	host	gene-PA3667	0.7044934221775532	0	1
gene-PA3943	99	64	75	157	224	122	253	81	34	73	56	11	9	host	gene-PA3943	0.7467728607929996	0	1
gene-PA3130	72	51	71	99	70	62	84	30	15	34	19	5	4	host	gene-PA3130	0.6390704095499079	0	1
gene-PA3364	86	54	83	61	64	59	144	24	10	42	42	5	5	host	amiC	0.7129042407991535	0	1
gene-PA0902	316	236	321	461	353	151	237	108	30	43	51	10	9	host	gene-PA0902	0.8139365051322244	0	1
gene-PA2115	47	36	46	57	50	17	43	8	11	14	21	1	4	host	gene-PA2115	0.6927859629053771	0	1
gene-PA2155	4	1	14	6	14	5	6	2	4	2	26	0	0	host	gene-PA2155	1.1054133957530115	0	1
gene-PA2589	15	12	13	26	37	13	25	6	5	5	39	1	0	host	gene-PA2589	0.8184403604843589	0	1
gene-PA4639	643	599	1013	1246	610	380	586	98	107	203	30	24	25	host	gene-PA4639	0.8917679098504665	0	1
gene-PA2514	20	1	8	10	10	11	13	8	2	4	15	4	1	host	antC	0.67419397371482	0	1
gene-PA1823	407	307	398	481	580	247	444	224	54	133	57	16	9	host	gene-PA1823	0.7218428244540354	0	1
gene-PA3393	18	14	10	22	71	13	241	43	5	6	69	1	6	host	nosD	1.5593585954767077	0	1
gene-PA1790	286	205	321	483	448	252	445	170	82	148	54	12	20	host	gene-PA1790	0.7022686921200264	0	1
gene-PA4008	34	28	44	51	45	26	56	13	6	7	36	1	2	host	gene-PA4008	0.6930070582386695	0	1
gene-PA1690	43	31	45	57	36	26	49	6	5	15	23	1	1	host	pscU	0.7144710078930486	0	1
gene-PA0024	529	352	671	732	902	401	607	225	89	142	89	17	19	host	hemF	0.7796276695955098	0	1
gene-PA4026	49	62	72	46	40	53	63	5	17	30	31	7	8	host	gene-PA4026	0.5908933159730572	0	1
gene-EST35_0189	0	0	0	0	1465	3404	193	6763	7700	6758	22756	6578	8136	phage	gene-EST35_0189	1.2379216695827127	0	0
gene-PA3314	131	152	211	301	279	115	147	75	21	54	35	6	2	host	gene-PA3314	0.8116666285114235	0	1
gene-PA4182	20	16	48	34	61	37	45	14	14	20	16	8	0	host	gene-PA4182	0.66859823524801	0	1
gene-PA5056	122	94	176	154	158	100	145	26	38	60	97	15	9	host	phaC1	0.6052397081126344	0	1
gene-PA0585	14	4	23	15	23	9	18	7	2	3	17	2	2	host	gene-PA0585	0.721077238177026	0	1
gene-PA1718	36	25	28	42	40	22	44	12	3	11	6	2	1	host	pscE	0.7395830795035059	0	1
gene-PA4933	7917	6307	9386	12712	13794	6882	6127	3867	2181	3875	944	522	552	host	gene-PA4933	0.7285417077429261	0	1
gene-PA0570	21	17	21	24	12	12	18	7	1	5	4	1	2	host	gene-PA0570	0.7196907778314243	0	1
gene-PA3796	117	67	89	99	245	127	146	96	63	105	40	16	18	host	gene-PA3796	0.6142116834659017	0	1
gene-PA4702	43	36	47	64	47	50	82	21	11	32	19	14	2	host	gene-PA4702	0.6057456770470249	0	1
gene-PA3910	27	16	30	24	33	23	52	14	9	13	42	2	0	host	eddA	0.6632971171041175	0	1
gene-PA0971	1084	871	1398	1699	1395	879	1661	412	219	432	108	52	73	host	tolA	0.747304318238775	0	1
gene-PA4200	57	30	49	70	78	41	52	26	9	15	43	4	9	host	gene-PA4200	0.6201579882333431	0	1
gene-PA0995	85	77	141	105	106	70	126	30	21	44	33	8	7	host	ogt	0.6627093498999614	0	1
gene-PA4088	6	1	12	6	19	3	9	8	3	2	33	0	1	host	gene-PA4088	1.117390952728082	0	1
gene-PA2187	2	4	6	0	12	6	15	2	0	1	25	1	1	host	gene-PA2187	1.23533171433605	0	1
gene-EST35_0370	0	0	0	0	6675	16663	2643	14767	57630	65015	9664	12094	28417	phage	gene-EST35_0370	1.2672020800559023	0	0
gene-PA1470	32	27	46	35	51	42	54	20	9	13	10	3	1	host	gene-PA1470	0.671858282680501	0	1
gene-PA2751	35	20	33	40	46	20	60	14	11	21	34	4	10	host	gene-PA2751	0.5809716645783496	0	1
gene-PA4074	26	26	29	31	63	20	36	19	8	13	20	0	5	host	gene-PA4074	0.6780195831609469	0	1
gene-PA5371	549	641	735	840	752	377	517	304	84	167	95	25	25	host	gene-PA5371	0.7267345565016533	0	1
gene-EST35_0272	0	0	0	0	14243	7467	123	25089	23331	27943	26552	8681	13326	phage	gene-EST35_0272	0.9561206736300424	0	0
gene-PA2743	10409	7698	15041	11612	11703	8924	13476	2253	2532	4807	786	655	889	host	infC	0.7207147768159207	0	1
gene-PA5366	78	71	134	114	107	47	92	16	17	43	39	7	9	host	pstB	0.6934699610681286	0	1
gene-PA2464	253	183	278	446	193	75	139	41	11	26	19	1	2	host	gene-PA2464	1.0258986746579852	0	1
gene-PA0602	146	123	183	146	96	56	113	34	28	22	45	1	9	host	gene-PA0602	0.7519693521295965	0	1
gene-PA2890	4	1	7	14	20	9	14	6	0	3	18	3	1	host	atuE	0.8446300965511471	0	1
gene-PA3983	475	331	599	686	487	325	816	102	114	307	67	25	37	host	gene-PA3983	0.7504597908517096	0	1
gene-PA5257	653	486	608	824	998	509	900	314	126	255	98	31	28	host	gene-PA5257	0.7192751796959092	0	1
gene-PA0566	113	81	90	149	147	78	139	58	18	43	38	11	2	host	gene-PA0566	0.6651240303233238	0	1
gene-PA2449	376	287	380	604	695	265	536	189	57	122	72	8	14	host	gene-PA2449	0.7958042562303574	0	1
gene-PA0007	304	200	317	332	331	193	335	99	61	106	120	27	25	host	gene-PA0007	0.6260069605860685	0	1
gene-PA1768	246	232	452	435	316	201	344	51	74	219	20	13	30	host	gene-PA1768	0.738299034234781	0	1
gene-PA5101	37	20	35	47	42	31	34	24	6	11	44	5	5	host	gene-PA5101	0.5652906291563448	0	1
gene-PA5384	4	3	10	2	9	1	3	1	1	0	18	0	0	host	gene-PA5384	1.2747548783981961	0	1
gene-PA1085	515	350	495	593	787	410	775	300	64	167	104	19	21	host	flgJ	0.7346169095390591	0	1
gene-PA1399	163	106	125	262	321	91	138	152	13	33	63	8	3	host	gene-PA1399	0.8193412549527265	0	1
gene-PA5478	471	433	601	765	690	364	594	206	75	137	161	23	26	host	gene-PA5478	0.7188377899740174	0	1
gene-PA2033	30	14	39	30	20	18	21	11	5	2	22	1	0	host	gene-PA2033	0.7235532337768446	0	1
gene-PA3418	26	22	31	22	22	221	180	7	56	101	16	40	48	host	ldh	1.0542165641006025	0	1
gene-EST35_0226	0	0	0	0	67	281	39	1316	2123	291	20989	19729	12639	phage	gene-EST35_0226	1.7086445674011013	0	0
gene-PA0729.1	208	255	483	396	849	149	185	159	24	49	41	7	13	host	gene-PA0729.1	1.066593208435838	0	1
gene-PA3058	25	27	50	56	52	56	62	18	9	27	48	4	6	host	pelG	0.5949685733765987	0	1
gene-PA4318	191	276	347	606	239	138	260	39	27	63	12	3	4	host	gene-PA4318	1.0032715751927843	0	1
gene-PA2168	2	1	6	0	6	2	1	3	0	1	29	0	0	host	gene-PA2168	1.9139504850058715	0	1
gene-PA5555	5583	3678	5372	7759	4819	3363	3323	947	1008	1776	166	241	299	host	atpG	0.7955225367262012	0	1
gene-PA0906	137	101	160	157	158	90	92	43	39	39	26	11	15	host	gene-PA0906	0.6660167054242864	0	1
gene-PA1668	13	12	10	18	98	15	35	10	7	9	21	3	3	host	gene-PA1668	1.2307416582898534	0	1
gene-PA3180	37	14	33	31	42	29	53	10	7	25	11	2	2	host	gene-PA3180	0.6882279995764649	0	1
gene-PA3606	74	35	80	103	98	56	90	28	24	32	28	11	5	host	gene-PA3606	0.6413187485660325	0	1
gene-PA3475	77	76	147	154	114	68	111	54	19	48	31	10	4	host	pheC	0.6783800229915073	0	1
gene-PA2335	11	3	23	5	21	7	13	12	3	7	59	5	6	host	gene-PA2335	1.076744905646985	0	1
gene-PA4839	1126	741	1098	1593	908	561	644	260	110	262	123	44	38	host	speA	0.8240948021665306	0	1
gene-PA3263	279	271	364	538	251	197	320	47	71	180	37	16	24	host	gene-PA3263	0.7626411615901473	0	1
gene-PA4603	139	78	124	132	123	59	159	71	24	64	37	6	6	host	gene-PA4603	0.6399591244448101	0	1
gene-PA3332	5	0	2	2	6	1	2	2	3	1	21	2	0	host	gene-PA3332	1.461750130835546	0	1
gene-EST35_0196	0	0	0	0	84	1469	170	2173	1804	616	18731	15326	6042	phage	gene-EST35_0196	1.6788255544145183	0	0
gene-PA1086	717	421	652	738	863	496	1080	120	98	243	71	26	44	host	flgK	0.7990730387230826	0	1
gene-PA1956	4	3	8	4	18	4	7	3	2	2	22	2	0	host	gene-PA1956	1.039671351816763	0	1
gene-EST35_0093	0	0	0	0	7810	15848	10991	17057	5467	5720	12342	4536	3151	phage	gene-EST35_0093	0.9124914149989747	0	0
gene-PA0184	18	16	27	26	36	22	29	13	5	10	41	1	2	host	gene-PA0184	0.644049215430279	0	1
gene-PA0895	1387	756	1336	1287	1454	724	970	616	274	412	128	55	66	host	aruC	0.6891194850103081	0	1
gene-PA5479	2154	2620	4033	4904	1989	1534	2507	311	252	732	155	59	70	host	gltP	0.9290053266273705	0	1
gene-PA0720	33	22	56	50	29	12	28	7	1	3	35	1	2	host	gene-PA0720	0.8453768030180075	0	1
gene-PA4304	41	28	45	27	40	33	43	13	15	9	65	7	6	host	rcpA	0.6050596967859949	0	1
gene-PA1437	62	45	96	50	76	80	94	21	23	43	24	11	3	host	gene-PA1437	0.6232647622419296	0	1
gene-PA2766	10	13	15	13	26	19	31	6	3	15	2	7	3	host	gene-PA2766	0.6815064577668131	0	1
gene-PA0551	382	291	475	532	383	207	335	102	38	106	63	20	13	host	epd	0.7743448602767761	0	1
gene-EST35_0050	0	0	0	0	541	20369	9473	1067	14878	13401	3185	9170	12094	phage	gene-EST35_0050	1.0513016660787764	0	0
gene-PA0432	1917	1373	2394	2592	1599	1298	1343	358	363	570	138	145	94	host	sahH	0.7715614864389688	0	1
gene-PA4244	6208	4821	6624	9861	8162	5898	5950	1726	2821	4505	716	943	1283	host	rplO	0.6102989305418353	0	1
gene-PA2439	35	28	38	82	60	45	109	21	5	33	27	2	3	host	gene-PA2439	0.7978551434216862	0	1
gene-PA4936	424	247	301	516	714	230	631	313	84	189	108	46	55	host	gene-PA4936	0.7062703476307772	0	1
gene-PA4791	51	38	68	93	92	39	65	27	12	18	24	4	4	host	gene-PA4791	0.7168997996481865	0	1
gene-PA0719	16	6	19	20	12	9	30	6	2	5	11	0	1	host	gene-PA0719	0.7987949792878511	0	1
gene-PA3068	1620	783	1186	1328	1763	780	1313	593	358	678	266	117	105	host	gdhB	0.642064143054708	0	1
gene-PA4418	2943	2294	3466	3777	3702	2078	3096	1306	414	864	282	117	93	host	ftsI	0.7322296711787994	0	1
gene-PA0406	189	167	266	314	184	111	210	42	19	58	62	6	8	host	tonB3	0.7847420513511003	0	1
gene-EST35_0268	0	0	0	0	11	74	8	9711	7298	4365	7729	3239	5427	phage	gene-EST35_0268	1.1895306455880321	0	0
gene-PA3052	48	45	106	114	61	48	74	17	13	46	51	8	9	host	gene-PA3052	0.6635862262641532	0	1
gene-PA1626	58	72	97	143	116	72	85	48	23	27	20	2	1	host	gene-PA1626	0.7209630349093183	0	1
gene-PA1092	2420	1740	2751	4907	1727	4241	5221	323	1332	15294	134	790	854	host	fliC	1.1969039407632285	0	1
gene-PA0134	62	47	87	81	136	88	131	47	25	54	84	11	18	host	gene-PA0134	0.562705295896518	0	1
gene-PA1447	82	71	92	115	114	73	148	18	15	34	19	2	3	host	fliQ	0.7708600899301952	0	1
gene-PA3896	102	63	102	139	82	62	63	19	16	25	54	4	4	host	gene-PA3896	0.7154186027284303	0	1
gene-PA3040	71	42	97	115	67	134	203	8	44	88	5	25	17	host	gene-PA3040	0.7796563831705214	0	1
gene-PA2913	36	55	92	92	41	56	51	9	9	15	38	3	2	host	gene-PA2913	0.7700242708912071	0	1
gene-PA3916	103	90	107	147	102	67	118	26	18	37	20	5	11	host	moaE	0.7063110591238554	0	1
gene-PA0198	14	14	22	29	27	14	40	14	5	4	32	3	4	host	exbB1	0.6768758110364627	0	1
gene-PA0055	71	48	115	104	106	86	89	38	24	40	53	5	4	host	gene-PA0055	0.6047601409312798	0	1
gene-PA2406	13	11	21	34	43	13	18	11	4	9	10	0	0	host	gene-PA2406	0.8308928394070685	0	1
gene-PA1999	27	20	37	35	33	29	58	11	3	27	23	10	5	host	dhcA	0.5947138683952637	0	1
gene-PA3846	152	109	156	235	321	131	244	149	23	55	32	11	5	host	gene-PA3846	0.7650074079950788	0	1
gene-PA0513	3	2	5	11	14	5	113	5	1	4	10	2	3	host	gene-PA0513	2.1115525592148967	0	1
gene-PA4941	3051	2123	3310	3686	4002	1696	3382	1774	754	1120	531	227	206	host	hflC	0.6625547334500076	0	1
gene-PA0164	153	52	116	181	133	278	398	69	45	60	75	17	13	host	gene-PA0164	0.871514769214578	0	1
gene-PA4892	16	15	28	50	29	20	19	5	1	2	23	2	0	host	ureF	0.8649118812678415	0	1
gene-PA0457	51	47	92	109	89	45	184	27	13	40	61	4	5	host	gene-PA0457	0.8137222783343877	0	1
gene-PA0327	102	55	109	88	94	69	98	23	21	29	57	8	9	host	gene-PA0327	0.6132078466220384	0	1
gene-PA3407	64	64	69	85	128	55	72	51	14	24	25	3	6	host	hasAp	0.6758696740831556	0	1
gene-PA0233	53	45	98	82	91	45	83	31	5	18	36	4	6	host	gene-PA0233	0.704286888945893	0	1
gene-PA4611	525	324	598	693	980	374	1377	487	56	181	72	22	20	host	gene-PA4611	0.8902165622227738	0	1
gene-PA3091	206	178	286	276	174	133	247	49	37	58	44	5	8	host	gene-PA3091	0.7573340009425311	0	1
gene-PA4811	144	116	157	376	331	183	654	89	45	87	52	24	17	host	fdnH	0.9947327528575377	0	1
gene-PA3883	60	41	77	104	101	48	106	42	8	22	19	0	3	host	gene-PA3883	0.7628008422332672	0	1
gene-PA0015	86	90	124	198	136	84	171	44	21	45	22	9	9	host	gene-PA0015	0.7513385586630892	0	1
gene-PA0033	79	43	56	86	99	50	85	47	11	27	44	2	5	host	gene-PA0033	0.6294936675322517	0	1
gene-PA5218	110	65	123	117	141	83	85	40	15	34	41	4	8	host	gene-PA5218	0.6737991552713339	0	1
gene-EST35_0444	0	0	0	0	852	1342	185	6097	4298	2701	1588	1025	2546	phage	gene-EST35_0444	1.143251960726146	0	0
gene-PA1746	43	17	25	250	762	118	1124	208	34	151	25	11	37	host	gene-PA1746	1.5139991003792483	0	1
