Geneid	0_R1	0_R2	0_R3	6_R1	6_R2	6_R3	12_R1	12_R2	12_R3	18_R1	18_R2	18_R3	Entity	Symbol
gene-PA0266	5029	12317	10981	4998	16942	6725	3808	8915	5418	3888	8093	6475	host	gene-PA0266
gene-PA3562	317	500	1281	478	454	881	1009	840	1063	985	1683	3529	host	fruI
gene-PA4470	102	311	268	67	343	120	93	154	296	72	185	205	host	fumC1
gene-PA2685	594	555	497	655	1221	1800	861	1264	1730	667	1467	2922	host	gene-PA2685
gene-PA3546	39	44	38	16	41	10	9	27	16	21	17	16	host	algX
gene-PA1092	30790	65330	83690	22344	58960	38876	18147	24136	18419	21607	27553	21524	host	fliC
gene-PA3234	150	681	228	93	279	178	64	109	330	65	86	82	host	gene-PA3234
gene-PA4724	306	390	496	373	926	806	353	620	585	357	430	674	host	gene-PA4724
gene-PA3068	7437	6157	7762	3927	3621	3366	1704	1630	3770	2408	2162	3351	host	gdhB
gene-PA2431	118	186	198	97	160	105	54	107	136	62	96	130	host	gene-PA2431
gene-PA1143	24	33	23	11	29	27	14	12	17	11	12	19	host	gene-PA1143
gene-PA3470	227	293	335	186	490	426	225	343	371	217	316	377	host	gene-PA3470
gene-PA4213	9	13	6	7	19	1	3	6	2	1	6	2	host	phzD1
gene-PA4459	1738	2570	2603	2352	4933	3470	2161	2981	2445	1917	2248	3102	host	gene-PA4459
gene-PA4691	151	291	260	92	162	131	84	154	115	92	100	121	host	gene-PA4691
gene-PA0803	71	123	67	52	80	48	122	62	151	63	156	207	host	gene-PA0803
gene-PA2042	0	0	1	1	0	0	0	0	0	0	0	0	host	gene-PA2042
gene-PA2575	1205	809	1369	2851	11648	706	2376	8436	652	1662	6857	878	host	gene-PA2575
gene-PA3067	75	173	156	91	158	157	51	88	91	62	81	83	host	gene-PA3067
gene-PA1855	46	31	28	27	28	24	35	31	28	29	22	36	host	gene-PA1855
gene-PA0407	2131	4198	2484	1253	3311	1255	1293	2835	2086	1411	2585	2258	host	gshB
gene-PA1692	37	42	45	32	28	38	22	24	72	28	32	41	host	gene-PA1692
gene-PA4183	192	2635	280	726	2253	102	188	1305	163	146	357	94	host	gene-PA4183
gene-PA5076	1052	641	630	835	2689	1683	820	1558	871	916	1214	1474	host	gene-PA5076
gene-PA3826	259	301	522	418	825	600	289	481	316	367	408	483	host	gene-PA3826
gene-PA1476	658	573	590	762	1300	837	549	937	514	533	636	704	host	ccmB
gene-PA1542	121	350	238	433	603	303	189	472	140	133	200	172	host	gene-PA1542
gene-PA1294	639	820	536	761	2014	1334	697	1167	913	718	877	1162	host	rnd
gene-PA1783	22	23	24	23	33	18	25	12	14	13	13	18	host	nasA
gene-PA2626	1840	2481	1990	2131	5090	2850	1792	2954	1876	1953	2391	2375	host	trmU
gene-PA1634	102	93	145	49	72	46	23	40	31	48	35	23	host	kdpB
gene-PA5327	80	166	109	54	106	78	39	67	56	45	67	55	host	gene-PA5327
gene-PA0240	116	230	158	89	151	87	74	82	101	83	116	88	host	gene-PA0240
gene-PA3936	88	101	59	53	69	44	47	31	46	52	47	36	host	gene-PA3936
gene-PA3567	289	822	494	225	713	307	154	421	292	163	361	347	host	gene-PA3567
gene-PA0413	13801	20633	18016	13091	23270	15306	11006	19887	7354	8799	17394	10061	host	chpA
gene-PA5059	221	419	249	222	495	200	120	217	155	122	186	156	host	gene-PA5059
gene-PA5387	21	28	24	12	21	17	11	9	16	12	9	4	host	cdhC
gene-PA1741	261	542	520	300	685	407	261	396	310	231	312	320	host	gene-PA1741
gene-PA5361	157	388	247	122	270	164	197	176	137	228	210	212	host	phoR
gene-PA4488	790	856	1200	749	632	677	658	611	1259	689	641	1186	host	gene-PA4488
gene-PA4561	1124	1543	1930	1728	3650	2592	1496	2219	1915	1643	1908	2251	host	ribF
gene-PA3536	358	617	491	326	539	419	259	380	404	260	358	460	host	gene-PA3536
gene-PA3757	39	109	71	33	87	123	23	53	94	16	40	60	host	gene-PA3757
gene-PA4973	859	1011	1144	1213	1753	1408	641	982	978	568	678	1058	host	thiC
gene-PA0758	921	1011	702	994	2042	1605	968	1485	1468	982	1363	1755	host	gene-PA0758
gene-PA4285	1414	2054	1798	1264	2722	2621	1189	1948	2229	1445	1914	2574	host	recC
gene-PA2133	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2133
gene-PA3381	23	33	21	16	21	8	7	11	9	6	12	15	host	gene-PA3381
gene-PA1126	334	389	489	266	721	571	245	448	525	315	528	849	host	gene-PA1126
gene-PA0067	3020	7718	4401	1399	4058	2494	1137	4525	8446	1753	3187	3272	host	prlC
gene-PA1926	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1926
gene-PA2403	63	134	187	44	96	296	57	95	275	39	84	420	host	gene-PA2403
gene-PA3581	1044	3337	2381	494	822	1485	697	1200	2132	868	1454	1505	host	glpF
gene-PA1944	0	0	0	0	0	1	0	0	0	0	0	0	host	gene-PA1944
gene-PA3506	48	122	93	25	80	63	32	65	50	31	47	76	host	gene-PA3506
gene-PA2690	160	294	243	136	314	191	79	223	162	106	171	150	host	gene-PA2690
gene-PA0188	46	59	29	36	53	17	20	35	22	10	36	26	host	gene-PA0188
gene-PA3028	895	1964	1244	568	1668	1197	432	1149	1187	531	1015	1308	host	moeA2
gene-PA3885	243	277	95	284	385	554	424	162	81	123	115	183	host	tpbA
gene-PA1916	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1916
gene-PA3681	216	350	264	124	174	138	96	108	122	123	133	100	host	gene-PA3681
gene-PA4353	215	716	610	166	308	160	106	187	266	129	129	138	host	gene-PA4353
gene-PA0969	2133	2175	2157	1724	4511	3069	3029	3397	3632	2088	4430	5116	host	tolQ
gene-PA3142	592	1484	952	491	788	338	331	463	333	371	510	355	host	gene-PA3142
gene-PA5021	499	781	763	370	1004	641	379	733	895	440	754	699	host	gene-PA5021
gene-PA1497	58	89	45	37	71	45	38	30	42	28	32	41	host	gene-PA1497
gene-PA0880	13	41	15	10	17	4	10	10	5	6	6	6	host	gene-PA0880
gene-PA1317	186	250	147	269	379	113	488	356	173	1060	509	328	host	cyoA
gene-PA1837	270	286	202	190	712	573	386	427	440	466	792	583	host	gene-PA1837
gene-PA1628	130	364	164	83	228	80	63	93	81	79	134	98	host	gene-PA1628
gene-PA3184	541	667	647	505	1047	742	496	806	700	510	748	662	host	gene-PA3184
gene-PA3508	52	106	70	28	84	56	29	42	56	17	34	42	host	gene-PA3508
gene-PA3321	121	273	135	89	191	160	55	144	126	75	101	145	host	gene-PA3321
gene-PA0877	270	630	529	258	475	176	127	184	204	140	202	152	host	gene-PA0877
gene-PA2202	0	0	0	1	0	0	0	0	0	0	0	0	host	gene-PA2202
gene-PA1011	5405	6422	4308	4276	12397	8721	4223	6501	6087	4869	6241	6841	host	gene-PA1011
gene-PA1499	32	49	26	31	43	25	18	29	21	27	16	21	host	gene-PA1499
gene-PA0773	546	826	705	420	991	974	592	854	1181	764	1018	1008	host	pdxJ
gene-PA1379	52	103	62	19	92	45	20	34	56	37	33	39	host	gene-PA1379
gene-PA1829	374	720	503	343	2900	2155	465	959	920	300	706	463	host	gene-PA1829
gene-PA3075	359	641	399	282	683	545	286	507	326	276	441	396	host	gene-PA3075
gene-PA3667	425	558	444	575	1146	892	510	797	706	499	591	819	host	gene-PA3667
gene-PA0976	1055	1796	1907	1587	2477	1056	840	1812	901	1198	988	627	host	gene-PA0976
gene-PA2851	4437	3288	4277	5755	17020	12476	7745	10943	9500	8983	11771	13132	host	efp
gene-PA3760	197	524	371	161	415	228	86	205	397	77	189	302	host	gene-PA3760
gene-PA4221	123	216	187	85	159	120	65	131	125	79	118	117	host	fptA
gene-PA0335	507	808	767	444	979	545	335	651	598	290	499	494	host	gene-PA0335
gene-PA0723	798	973	949	644	961	515	513	588	407	584	642	542	host	coaB
gene-PA4591	67	95	83	55	76	86	27	60	87	45	62	68	host	gene-PA4591
gene-PA0379	227	224	281	166	567	265	144	276	293	153	252	233	host	gene-PA0379
gene-PA0400	889	1189	942	586	1467	1061	524	949	906	575	933	964	host	gene-PA0400
gene-PA5041	1488	4053	2181	3385	4914	1026	1378	3051	997	1275	2236	2198	host	pilP
gene-PA4309	1060	4551	5557	561	1739	745	453	559	467	668	755	605	host	pctA
gene-PA5189	257	557	401	187	406	336	161	301	336	201	340	336	host	gene-PA5189
gene-PA4669	5173	4618	7201	9482	17203	13148	8296	14102	5666	9470	8781	11085	host	ipk
gene-PA4809	605	456	900	602	830	1016	319	631	424	253	383	632	host	fdhE
gene-PA2262	289	758	480	588	453	110	101	87	41	62	39	23	host	gene-PA2262
gene-PA5468	208	506	357	163	305	139	141	190	155	159	203	161	host	gene-PA5468
gene-PA3475	261	280	217	184	458	268	139	216	259	112	181	203	host	pheC
gene-PA1389	129	339	188	154	308	150	99	209	173	74	156	130	host	gene-PA1389
gene-PA1112	500	978	541	962	1357	666	516	934	534	456	542	402	host	gene-PA1112
gene-PA0420	497	981	621	262	1143	692	325	697	697	423	768	606	host	bioA
gene-PA3139	2269	2354	1825	1812	4710	3603	2262	2735	2476	2739	2997	3041	host	gene-PA3139
gene-PA3897	107	194	120	77	130	72	53	87	76	60	63	87	host	gene-PA3897
gene-PA4141	4435	2993	627	2794	2439	383	2413	1358	284	2381	1470	371	host	gene-PA4141
gene-PA3670	214	347	240	163	355	214	83	199	225	119	225	267	host	gene-PA3670
gene-PA0209	36	120	45	56	90	23	22	51	25	13	25	13	host	gene-PA0209
gene-PA0200	1007	2525	2572	112	183	76	101	79	252	530	499	128	host	gene-PA0200
gene-PA4469	51	94	73	37	119	42	44	72	99	23	51	83	host	gene-PA4469
gene-PA3163	1417	1301	1128	1300	1613	1226	1252	1540	1925	1234	1953	2095	host	cmk
gene-PA3455	706	3570	2668	600	1248	572	256	590	954	320	608	477	host	gene-PA3455
gene-PA4365	271	1913	87	3310	5863	22	430	1502	278	279	116	30	host	gene-PA4365
gene-PA0905.3	446	855	906	633	1052	947	372	952	344	595	602	651	host	gene-PA0905.3
gene-PA0385	110	147	217	192	413	273	118	280	199	151	194	238	host	gene-PA0385
gene-PA0051	56	86	62	40	92	57	31	65	43	31	46	65	host	phzH
gene-PA1148	52	126	110	46	150	92	36	92	88	51	95	77	host	toxA
gene-PA0319	630	752	827	703	1554	1011	480	1110	766	503	684	701	host	gene-PA0319
gene-PA0408	4528	11666	8208	2065	4372	1906	2223	4188	3662	2640	3929	3481	host	pilG
gene-PA5246	375	652	547	364	693	402	249	441	351	275	427	394	host	gene-PA5246
gene-PA2853	64832	102941	108076	51506	83752	61468	39060	49883	47241	47199	52183	50495	host	oprI
gene-PA0076	185	163	349	156	182	159	127	124	245	146	150	414	host	gene-PA0076
gene-PA4401	410	632	472	350	727	673	305	470	443	348	448	560	host	gene-PA4401
gene-PA4842	3130	10461	4890	2055	5533	1773	993	2341	1994	1209	2553	1607	host	gene-PA4842
gene-PA0405	753	1360	1278	763	1567	875	501	1029	854	568	971	695	host	gene-PA0405
gene-PA4482	974	920	1055	1202	2640	1908	1071	1442	1095	1131	1497	1704	host	gatC
gene-PA2480	416	1027	777	556	1178	767	352	754	802	295	533	644	host	gene-PA2480
gene-PA1565	369	445	556	443	927	476	304	569	368	259	441	374	host	gene-PA1565
gene-PA4729	915	813	798	866	2348	1643	898	1624	1260	815	1388	1609	host	panB
gene-PA1931	0	0	1	0	0	0	0	0	0	0	0	0	host	gene-PA1931
gene-PA3527	1050	1470	1557	1422	3658	2359	1275	2029	1612	1229	1625	2052	host	pyrC
gene-PA3675	531	553	602	562	1610	1291	575	973	975	640	869	1370	host	gene-PA3675
gene-PA4119	190	237	189	313	568	528	258	416	293	243	268	378	host	aph
gene-PA1302	165	219	159	102	193	150	169	163	176	119	218	253	host	gene-PA1302
gene-PA2453	995	1108	1496	702	1753	1231	564	1163	931	817	1225	1156	host	gene-PA2453
gene-PA3333	540	302	49	505	357	41	374	195	60	203	144	42	host	fabH2
gene-PA4450	4223	4804	4487	7262	19195	12972	6699	10301	7272	6134	7344	9163	host	murA
gene-PA1195	114	348	126	82	213	96	51	90	68	61	75	44	host	gene-PA1195
gene-PA2988	832	1104	948	1386	2382	1398	858	1632	1064	768	944	1263	host	gene-PA2988
gene-PA3271	558	2450	1006	430	1642	989	215	828	1433	261	537	444	host	gene-PA3271
gene-PA0344	354	652	494	253	532	279	162	290	246	160	261	294	host	gene-PA0344
gene-PA0444	170	430	260	121	280	128	54	131	146	72	146	99	host	gene-PA0444
gene-PA0014	55	118	106	85	122	97	51	80	67	71	66	96	host	gene-PA0014
gene-PA4889	179	580	3953	103	280	338	172	59	180	311	452	89	host	gene-PA4889
gene-PA1875	64	73	60	62	102	43	31	54	44	37	68	55	host	gene-PA1875
gene-PA0272	194	504	366	166	470	197	95	226	232	155	192	171	host	gene-PA0272
gene-PA1393	69	131	89	47	94	45	34	61	46	36	54	45	host	cysC
gene-PA3817	569	902	846	1274	2595	1839	915	1648	1133	971	1164	1379	host	gene-PA3817
gene-PA4961	1262	1677	1703	1382	3324	2042	1101	2038	1804	1129	1521	1806	host	gene-PA4961
gene-PA5114	1505	2181	1796	1362	1720	2052	1254	1421	2128	1295	1816	2323	host	gene-PA5114
gene-PA2736.1	226	656	368	145	261	201	86	227	243	146	205	185	host	gene-PA2736.1
gene-PA4128	63	253	90	78	237	94	88	121	49	66	174	149	host	gene-PA4128
gene-PA1315	162	225	178	120	334	151	85	189	168	112	173	152	host	gene-PA1315
gene-PA1578a	54	79	72	124	222	168	94	196	55	92	96	142	host	gene-PA1578a
gene-PA2454	512	1058	615	489	1024	729	548	730	524	405	717	867	host	gene-PA2454
gene-PA3290	837	1814	1149	859	893	372	662	786	622	719	737	603	host	gene-PA3290
gene-PA3971	203	1289	784	619	955	199	86	286	93	131	122	70	host	gene-PA3971
gene-PA4528	1987	3085	2532	3157	3923	2225	1666	3676	2407	1674	1950	2374	host	pilD
gene-PA2493	61	78	61	56	82	51	21	46	52	34	28	37	host	mexE
gene-PA0097	159	236	249	158	166	145	109	131	233	124	177	395	host	gene-PA0097
gene-PA3001	7851	10267	5151	9892	28231	14613	8256	13461	9833	7877	10347	11845	host	gene-PA3001
gene-PA1292	585	1098	781	346	1024	533	228	497	696	291	572	524	host	gene-PA1292
gene-PA4937.1	1118	1496	1675	1320	2228	1254	942	2505	558	1583	1505	1215	host	gene-PA4937.1
gene-PA3585	117	125	155	92	174	126	113	124	80	124	133	120	host	glpM
gene-PA5121	545	782	699	418	915	637	340	574	594	372	565	594	host	gene-PA5121
gene-PA4733	320	976	598	200	390	315	120	244	431	167	276	301	host	acsB
gene-PA1452	1338	2139	1631	1188	1456	952	714	1067	1246	986	1150	1027	host	flhA
gene-PA5479	1595	2096	1843	1267	2300	3685	1204	1579	2117	1478	1713	3714	host	gltP
gene-PA1054	982	2307	2024	2076	4533	2620	1141	3030	2256	1151	2045	2389	host	gene-PA1054
gene-PA1477	1349	1243	1028	1391	2272	1595	1023	1541	1028	1026	1343	1239	host	ccmC
gene-PA2189	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2189
gene-PA4071	45	297	80	42	148	14	14	69	14	9	67	10	host	gene-PA4071
gene-PA3766	182	332	375	251	748	547	194	399	935	163	314	619	host	gene-PA3766
gene-PA5219	241	495	314	196	336	211	149	222	252	143	248	171	host	gene-PA5219
gene-PA5378	571	1138	935	326	874	269	197	342	397	218	394	478	host	gene-PA5378
gene-PA4753	1196	1641	2280	2858	4297	3083	2078	2838	1882	1551	1902	2012	host	gene-PA4753
gene-PA2845	14	61	44	10	27	8	8	16	19	8	19	14	host	gene-PA2845
gene-PA4845	1067	880	1136	1192	1697	1217	736	849	686	738	777	987	host	dipZ
gene-PA0640	583	405	1096	273	344	825	289	187	806	241	243	882	host	gene-PA0640
gene-PA3111	1804	2858	1999	2055	4366	3352	1654	3973	2896	2233	3038	2932	host	folC
gene-PA5009	683	2003	926	786	2215	1762	918	1827	1273	810	1394	1164	host	waaP
gene-PA5474	4671	18673	9989	3598	3875	864	744	1316	1462	1375	1281	725	host	gene-PA5474
gene-PA4604	427	831	1110	923	945	455	197	383	532	181	188	285	host	gene-PA4604
gene-PA4827	173	483	275	83	214	134	74	96	130	87	166	95	host	gene-PA4827
gene-PA0396	1963	4983	2013	1017	2847	845	918	2361	1741	993	2129	1557	host	pilU
gene-PA0550	278	309	333	221	397	505	312	421	370	332	446	382	host	gene-PA0550
gene-PA1818	994	1449	1075	513	1033	976	434	714	1057	590	993	1000	host	ldcA
gene-PA3851	544	1003	755	377	674	469	263	408	484	321	474	370	host	gene-PA3851
gene-PA3780	44	115	67	43	55	31	14	18	52	23	32	19	host	gene-PA3780
gene-PA4724.1	115	184	237	122	216	193	56	180	171	81	122	122	host	gene-PA4724.1
gene-PA0731	570	784	541	571	995	452	418	494	296	348	485	303	host	gene-PA0731
gene-PA2386	52	89	67	45	107	69	60	56	91	41	93	206	host	pvdA
gene-PA4522	214	438	459	159	448	210	112	228	332	122	242	205	host	ampD
gene-PA4965	423	614	872	375	847	999	377	803	614	367	642	790	host	gene-PA4965
gene-PA4494	3203	4281	5969	3318	3510	2642	1773	2110	1707	1753	1720	1226	host	roxS
gene-PA4787	689	1194	1048	329	613	447	267	428	620	299	525	424	host	gene-PA4787
gene-PA2631	1065	3287	1494	1305	2004	1438	1206	1340	997	991	1309	1020	host	gene-PA2631
gene-PA5562	1714	2692	2104	1624	3331	2664	1884	3288	2801	2367	2709	3232	host	spoOJ
gene-PA1836	134	258	238	135	217	149	59	143	141	86	125	102	host	gene-PA1836
gene-PA2816	161	528	144	70	184	67	47	78	71	90	124	66	host	gene-PA2816
gene-PA4333	3874	2616	2758	3017	9507	7249	3303	5122	5047	3683	4689	5679	host	gene-PA4333
gene-PA4497	1910	3205	2227	1809	2672	4633	1212	2216	4223	1435	2125	4029	host	gene-PA4497
gene-PA3655	11998	7218	10153	13400	26266	22306	17491	18382	21072	23496	22457	31483	host	tsf
gene-PA2006	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2006
gene-PA1461	850	1648	1345	1205	3137	2157	800	2513	719	629	1024	751	host	motD
gene-PA3391	887	237	8030	542	1446	3592	1998	1671	2644	3438	5161	2612	host	nosR
gene-PA0774	371	338	410	428	1493	1330	656	897	649	761	849	1001	host	gene-PA0774
gene-PA1285	174	366	165	32	122	146	49	87	115	112	130	129	host	gene-PA1285
gene-PA2811	326	641	300	264	1167	403	180	546	372	199	390	374	host	gene-PA2811
gene-PA2801	206	249	174	176	436	228	179	258	208	193	275	244	host	gene-PA2801
gene-PA3160	1502	5139	3198	2676	4998	1855	986	1839	1340	1178	1280	2100	host	wzz
gene-PA4707	136	272	258	152	293	158	150	126	185	105	208	327	host	gene-PA4707
gene-PA5433	117	232	153	82	304	275	102	202	158	92	169	176	host	gene-PA5433
gene-PA2099	0	0	0	0	1	0	0	0	0	0	0	0	host	gene-PA2099
gene-PA3550	45	96	85	32	94	54	25	53	49	34	30	41	host	algF
gene-PA5052	1500	3471	2483	1352	3224	1751	1092	1377	1126	1089	1402	1392	host	gene-PA5052
gene-PA4881	36	90	76	32	57	19	14	28	36	21	22	17	host	gene-PA4881
gene-PA2444	1212	2051	176	1678	4022	782	762	2079	176	575	660	99	host	glyA2
gene-PA0826	98	318	259	116	153	81	34	67	80	66	70	75	host	gene-PA0826
gene-PA3878	1657	3515	3486	1102	1330	594	391	820	920	487	510	365	host	narX
gene-PA4512	462	980	891	482	1424	1059	427	657	905	473	644	696	host	lpxO1
gene-PA1455	3222	8782	6744	1996	3375	1642	1275	1967	1587	1571	2018	1555	host	fliA
gene-PA3216	115	239	194	54	133	69	53	85	85	55	97	69	host	gene-PA3216
gene-PA0696	56	122	77	30	80	43	23	52	49	32	35	45	host	gene-PA0696
gene-PA2246	62	142	89	29	55	64	15	32	100	31	37	57	host	bkdR
gene-PA2970	4404	3542	4552	7464	18494	16715	7022	14518	9628	9533	12053	14537	host	rpmF
gene-PA4017	598	985	1017	392	849	717	320	574	553	376	484	514	host	gene-PA4017
gene-PA4270.1	4444	2481	3895	3925	6693	7100	5658	6306	6610	8027	7825	7981	host	gene-PA4270.1
gene-PA1020	134	416	206	92	252	155	47	131	119	66	111	112	host	gene-PA1020
gene-PA4555	651	1071	906	889	1251	383	555	649	454	526	673	939	host	pilY2
gene-PA1442	564	1002	832	589	1175	860	450	803	653	583	766	802	host	gene-PA1442
gene-PA2725	657	866	659	416	865	704	408	600	851	384	692	871	host	gene-PA2725
gene-PA0391	1695	2737	891	632	2163	796	800	1757	1411	1005	1995	1588	host	gene-PA0391
gene-PA4568	13469	12326	13199	23964	48183	37813	28847	32850	27822	28666	31146	36847	host	rplU
gene-PA3222	194	188	137	284	983	190	146	499	155	107	232	139	host	gene-PA3222
gene-PA5106	850	3990	519	375	1396	234	263	597	209	290	834	232	host	gene-PA5106
gene-PA5197	216	418	265	162	420	210	130	212	221	115	171	164	host	rimK
gene-PA1670	464	203	143	458	209	115	319	186	81	462	172	136	host	stp1
gene-PA2506	4	19	15	5	15	7	6	10	10	2	3	9	host	gene-PA2506
gene-PA3240	309	865	408	701	2916	174	348	1496	241	326	1083	223	host	gene-PA3240
gene-PA4964	2235	3197	3612	2201	3428	3996	2068	3712	3248	1971	3935	4215	host	parC
gene-PA4150	110	295	141	68	130	60	57	70	71	52	66	61	host	gene-PA4150
gene-PA3941	392	689	530	457	881	699	280	551	549	312	442	534	host	gene-PA3941
gene-PA3008	1111	2002	1529	2006	2895	1462	1057	1728	1092	865	1290	1362	host	gene-PA3008
gene-PA3596	74	119	86	44	78	37	38	58	62	31	53	55	host	gene-PA3596
gene-PA2026	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2026
gene-PA4065	259	356	289	200	505	348	150	337	250	128	219	253	host	gene-PA4065
gene-PA0722	472	635	608	380	596	337	319	395	266	369	427	334	host	gene-PA0722
gene-PA0988	235	405	447	174	400	253	145	226	330	138	236	191	host	gene-PA0988
gene-PA0217	127	261	190	95	231	121	83	114	130	92	126	143	host	gene-PA0217
gene-PA0081	892	1622	1623	489	869	1149	603	603	1055	754	951	1613	host	fha1
gene-PA5151	159	222	272	198	323	202	153	189	164	158	176	141	host	gene-PA5151
gene-PA5204	641	3091	901	564	2258	1468	391	1009	1074	432	718	741	host	argA
gene-PA2635	181	387	195	225	393	112	124	184	87	109	130	83	host	gene-PA2635
gene-PA4671	12210	8757	11716	13858	26883	25015	18425	19243	17204	24450	18741	25839	host	gene-PA4671
gene-PA4311	493	1795	857	314	542	183	181	207	129	254	270	203	host	gene-PA4311
gene-PA5439	522	1642	734	315	669	296	187	273	348	201	328	287	host	gene-PA5439
gene-PA2458	947	1087	664	1045	1362	672	626	841	413	615	566	477	host	gene-PA2458
gene-PA0241	45	89	50	22	37	29	18	31	17	28	28	21	host	gene-PA0241
gene-PA1842	443	434	485	277	482	387	281	398	387	350	427	384	host	gene-PA1842
gene-PA2038	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2038
gene-PA0548	4271	4127	3858	4061	10917	9317	5925	6724	5634	6093	7957	8237	host	tktA
gene-PA5239	4279	5515	4869	13881	30679	15473	8303	19783	7414	5849	7543	8558	host	rho
gene-PA0279	113	216	188	59	120	125	58	109	126	57	139	109	host	gene-PA0279
gene-PA1431	1517	2829	1858	855	1402	1083	539	1132	1549	721	1264	1312	host	rsaL
gene-PA3012	192	386	380	405	1764	2415	655	1777	503	296	831	1704	host	gene-PA3012
gene-PA0740	72	154	76	76	108	64	43	69	58	51	56	44	host	sdsA1
gene-PA3877	1393	372	1130	271	236	96	2849	207	226	7696	9895	2002	host	narK1
gene-PA2229	243	582	613	157	320	236	102	194	323	169	212	233	host	gene-PA2229
gene-PA1595	237	280	180	172	584	345	202	419	230	248	318	343	host	gene-PA1595
gene-PA5494	3475	10337	8427	1883	2628	1220	1054	1132	1323	1495	1790	1128	host	gene-PA5494
gene-PA0082	761	954	1424	451	970	2092	619	665	1801	729	1236	2831	host	gene-PA0082
gene-PA4884	30	37	24	16	24	26	8	20	33	11	24	17	host	gene-PA4884
gene-PA5561	1073	1591	1627	1790	2665	2044	1095	2650	1180	1391	1502	1762	host	atpI
gene-PA1149	24	43	29	17	42	23	9	18	34	11	23	19	host	gene-PA1149
gene-PA2719	180	508	223	125	187	88	64	155	148	80	128	90	host	gene-PA2719
gene-PA4270	50195	42491	44110	43182	56733	61007	67304	67745	72920	75961	86745	73220	host	rpoB
gene-PA1035	231	449	604	239	750	544	227	575	824	219	437	614	host	gene-PA1035
gene-PA5504	778	607	826	1286	2600	1774	997	1633	993	1137	1362	1392	host	gene-PA5504
gene-PA1516	209	745	454	88	164	88	63	110	244	56	87	105	host	gene-PA1516
gene-PA5126	243	443	375	209	374	318	180	342	270	198	310	272	host	gene-PA5126
gene-PA5097	110	480	106	125	486	53	60	242	41	54	227	37	host	gene-PA5097
gene-PA0479	148	460	219	65	139	60	46	92	139	52	102	73	host	gene-PA0479
gene-PA3076	327	632	419	286	574	285	269	439	322	252	393	426	host	gene-PA3076
gene-PA2663	235	586	573	73	187	58	515	133	95	1283	2037	389	host	ppyR
gene-PA0828	68	80	68	49	63	56	42	49	62	35	54	52	host	gene-PA0828
gene-PA0849	165	411	462	112	310	326	487	28450	17715	366	5517	4983	host	trxB2
gene-PA1144	37	78	38	33	55	27	21	27	25	27	23	31	host	gene-PA1144
