Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol
gene-VC_RS01745	6444	6503	6104	5808	5050	5064	6282	6210	6009	5373	host	miaA
gene-VC_RS18290	158	229	190	164	265	255	300	409	393	344	host	gene-VC_RS18290
gene-VC_RS10715	409	390	370	331	169	188	141	170	175	176	host	gene-VC_RS10715
gene-VC_RS09550	2059	2319	2395	2451	2499	2493	2349	3019	2939	2733	host	fadD
gene-VC_RS06350	823	863	900	775	1088	1205	1037	1313	1340	1281	host	pabB
gene-VC_RS00085	4681	4585	4411	4273	5242	5493	5837	6643	6283	5875	host	glyS
gene-VPVV882_gp37	3699	7645	950	1105	44730	54804	49829	80393	73586	82721	phage	gene-VPVV882_gp37
gene-VC_RS18480	470	456	428	466	248	262	260	323	325	292	host	gene-VC_RS18480
gene-VC_RS14305	612	1491	613	652	208	179	199	256	256	198	host	gene-VC_RS14305
gene-VC_RS11635	401	414	393	421	599	553	644	857	1037	866	host	gene-VC_RS11635
gene-VC_RS06930	2319	2384	2041	2073	5138	5035	6083	6415	6106	5789	host	ttcA
gene-VC_RS11420	642	803	728	744	921	1001	891	1279	1294	1164	host	gene-VC_RS11420
gene-VC_RS00055	6034	5862	6632	9630	7067	6766	7295	11269	7434	7548	host	dnaN
gene-VC_RS05805	431	470	416	469	645	669	667	1094	1344	1102	host	gene-VC_RS05805
gene-VC_RS05750	272	286	259	319	174	186	168	230	247	213	host	gene-VC_RS05750
gene-VC_RS08270	989	1110	1061	931	1332	1210	1280	1779	1872	1548	host	gene-VC_RS08270
gene-VC_RS13735	693	741	606	573	1138	1203	1472	2615	2851	2661	host	gene-VC_RS13735
gene-VC_RS04260	1042	1037	1476	1529	1107	1079	938	1594	1316	1456	host	grpE
gene-VC_RS08090	226	272	223	248	408	347	384	721	762	689	host	gene-VC_RS08090
gene-VC_RS16020	900	971	945	1043	1952	1759	2019	2695	2578	2586	host	gene-VC_RS16020
gene-VC_RS16825	467	621	605	583	756	724	710	1589	1617	1621	host	modB
gene-VC_RS00075	2227	1919	3139	2805	1402	1250	1158	1955	1516	1692	host	gene-VC_RS00075
gene-VC_RS15285	745	984	1070	1083	1464	1452	1343	1936	1910	1952	host	gene-VC_RS15285
gene-VC_RS16330	272	354	347	338	601	667	582	1081	1086	1002	host	msrB
gene-VC_RS05385	2187	2553	2334	2121	4264	4525	4405	6179	6695	5313	host	pta
gene-VC_RS12330	2762	2691	4606	3097	790	705	647	738	787	705	host	cysC
gene-VC_RS18340	301	417	331	377	754	775	704	1132	1249	1042	host	trmY
gene-VC_RS11590	1400	1394	1176	1251	1419	1529	1658	2095	1836	1888	host	murE
gene-VC_RS17740	62	90	75	75	162	142	167	299	281	283	host	gene-VC_RS17740
gene-VC_RS01285	508	550	593	634	727	762	649	1165	1203	7741	host	gene-VC_RS01285
gene-VC_RS01800	252	340	343	367	663	658	632	690	669	703	host	tusC
gene-VC_RS16945	833	682	893	836	401	316	390	780	812	745	host	trxC
gene-VC_RS17995	154	171	159	144	292	312	314	515	474	467	host	lldD
gene-VC_RS09615	369	530	554	500	693	577	647	775	847	786	host	gene-VC_RS09615_gene_msrB
gene-VC_RS12295	1067	1175	1235	1112	1035	810	939	920	976	787	host	gene-VC_RS12295
gene-VC_RS01655	8142	8068	7867	9378	8437	7793	9140	8017	8126	6716	host	gpmM
gene-VC_RS08170	496	597	762	771	975	906	986	1075	1004	878	host	gene-VC_RS08170
gene-VC_RS05210	982	939	1017	919	1404	1612	1372	1393	1406	1153	host	sohB
gene-VC_RS08460	1034	1140	1167	1154	1014	922	975	1163	1138	1054	host	pqiB
gene-VC_RS08900	1112	1190	1076	1051	1796	1725	1764	2240	2295	2170	host	ruvB
gene-VC_RS15365	104	153	151	167	314	252	291	641	647	609	host	gene-VC_RS15365
gene-VC_RS08535	842	1000	1045	1070	1434	1334	1466	1999	2252	2074	host	gene-VC_RS08535
gene-VC_RS19150	343	435	348	351	673	734	756	1269	1317	1201	host	gene-VC_RS19150
gene-VC_RS00765	6790	6674	6759	7121	1489	1316	1190	1346	1257	1194	host	ilvC
gene-VC_RS16070	2192	1977	2417	2056	3294	2814	3074	3363	3753	2988	host	gene-VC_RS16070
gene-VC_RS02210	305	366	370	395	818	852	727	1271	1254	1305	host	gene-VC_RS02210
gene-VC_RS11950	5013	5342	5670	5946	4406	4851	3849	4660	4635	4227	host	serA
gene-VC_RS18060	133	160	143	143	396	368	310	555	641	558	host	gene-VC_RS18060
gene-VC_RS17280	133	141	138	159	259	240	262	368	483	343	host	ectA
gene-VC_RS16630	290	324	360	298	355	341	367	405	419	430	host	gene-VC_RS16630
gene-VPVV882_gp42	412	1296	131	201	8027	11263	8674	16209	16379	17880	phage	gene-VPVV882_gp42
gene-VC_RS03465	875	962	925	1052	1701	1656	1730	1355	1372	1288	host	gene-VC_RS03465
gene-VC_RS15065	516	586	587	537	880	669	1055	1641	2359	1532	host	gene-VC_RS15065
gene-VC_RS04735	7613	7859	7527	7451	8148	7950	8112	9426	8691	7983	host	leuS
gene-VC_RS00755	692	541	727	776	511	642	528	359	162	317	host	gene-VC_RS00755
gene-VC_RS05555	1090	1207	1087	1208	1138	1215	1237	2036	1832	1845	host	hisD
gene-VC_RS02625	931	864	950	978	1393	964	1350	1301	1431	1153	host	gene-VC_RS02625
gene-VC_RS00495	298	344	331	328	570	488	592	585	608	560	host	gene-VC_RS00495
gene-VC_RS11440	7204	6621	6464	6523	4528	4717	4454	6762	6968	6077	host	gltB
gene-VC_RS11805	1949	2094	1958	2037	2388	2524	2394	2917	2706	2732	host	relA
gene-VC_RS07365	159	229	226	230	205	185	198	264	231	277	host	gene-VC_RS07365
gene-VC_RS07940	376	470	387	429	568	631	595	982	1004	894	host	gene-VC_RS07940
gene-VC_RS02075	2384	2730	2904	2663	2489	2716	2396	2560	2712	2264	host	gene-VC_RS02075
gene-VC_RS00955	314	369	373	400	710	774	726	831	902	818	host	rarD
gene-VC_RS05715	3129	3203	3152	3206	4471	4353	4361	5508	5432	5143	host	aspS
gene-VC_RS07430	649	696	802	792	717	782	681	971	1050	820	host	gene-VC_RS07430
gene-VC_RS10350	1027	990	856	924	1470	1443	1500	1909	2114	1768	host	dapE
gene-VC_RS10630	1854	1826	1821	1937	1897	1907	2040	1144	943	949	host	flgC
gene-VC_RS09005	5624	5838	6236	5572	3469	3135	3660	4245	4646	3467	host	pflB
gene-VC_RS11235	811	1012	912	942	1149	1083	1160	1632	1813	1589	host	gene-VC_RS11235
gene-VC_RS12055	1615	1138	1308	1175	1109	1616	1291	903	479	727	host	gene-VC_RS12055
gene-VC_RS12615	1397	1431	1388	1774	1331	1419	1361	2215	2076	2154	host	astD
gene-VC_RS13055	1553	1470	1683	1731	3361	3355	3038	1692	1566	1426	host	gene-VC_RS13055
gene-VC_RS01565	2201	1956	2179	1940	2942	3420	3293	2117	2375	1955	host	gene-VC_RS01565
gene-VC_RS14280	347	430	373	411	440	425	416	1184	1286	1156	host	gene-VC_RS14280
gene-VPVV882_gp27	1288	1780	352	444	17321	22589	17250	19090	20624	21205	phage	gene-VPVV882_gp27
gene-VC_RS11140	886	901	845	770	1602	1459	1556	1748	1787	1555	host	panE
gene-VC_RS06275	572	631	571	589	1052	1191	1100	1627	1936	1592	host	gene-VC_RS06275
gene-VC_RS01580	17884	22060	23125	25930	19741	22326	18821	23373	21326	22113	host	tuf
gene-VC_RS17990	256	272	275	256	550	571	592	899	951	842	host	gene-VC_RS17990
gene-VC_RS05925	586	740	734	756	1037	940	958	1128	965	938	host	gene-VC_RS05925
gene-VC_RS05170	1446	1471	1584	1422	1356	1397	1286	1487	1484	1453	host	gene-VC_RS05170
gene-VC_RS06630	471	571	518	638	939	922	911	1420	1463	1289	host	queE
gene-VC_RS03035	578	546	592	648	735	579	693	842	883	856	host	sfsA
gene-VC_RS02585	40	30	25	27	81	110	108	175	208	208	host	gene-VC_RS02585
gene-VC_RS05240	337	436	474	467	636	709	555	790	869	788	host	gene-VC_RS05240
gene-VC_RS00050	11983	11196	10950	10578	11593	11460	13763	11694	10939	10969	host	dnaA
gene-VC_RS08870	1410	1846	1846	1874	2184	2224	2048	2374	2151	2325	host	tolQ
gene-VC_RS10985	4976	4732	4304	4228	4591	3985	4953	4680	4100	4085	host	proB
gene-VC_RS14730	241	263	208	210	461	355	450	777	848	764	host	gene-VC_RS14730
gene-VC_RS00330	1648	1877	2010	17479	889	858	858	1045	1181	2709	host	thiH
gene-VC_RS00930	3014	2777	3821	3647	2397	2234	2268	4122	3593	3387	host	prlC
gene-VC_RS03910	233	705	285	255	340	281	323	356	313	310	host	gene-VC_RS03910
gene-VC_RS00950	335	374	285	300	775	848	831	1553	1576	1547	host	ggt
gene-VC_RS17480	286	387	412	351	503	489	483	648	586	599	host	cydB
gene-VC_RS08610	569	624	598	564	1100	998	1159	1670	1812	1658	host	gene-VC_RS08610
gene-VC_RS08835	752	856	907	882	1364	1103	1213	1686	1780	1479	host	gene-VC_RS08835
gene-VC_RS10005	1881	2120	2162	2261	2588	2424	2415	3385	3388	3224	host	feoB
gene-VC_RS10490	2868	3065	3053	2890	4047	4209	4144	4450	4237	4002	host	ychF
gene-VC_RS12630	474	480	422	480	932	1038	929	1241	1179	1188	host	gene-VC_RS12630
gene-VC_RS08480	7151	4556	5450	4583	6543	7942	7076	4584	1506	3766	host	gene-VC_RS08480
gene-VC_RS02375	486	565	542	579	374	344	364	448	423	392	host	gene-VC_RS02375
gene-VC_RS14345	482	495	494	519	563	540	587	743	709	658	host	gene-VC_RS14345
gene-VC_RS06610	662	680	666	640	586	568	611	904	929	846	host	gene-VC_RS06610
gene-VC_RS17455	836	752	685	803	507	449	596	615	386	467	host	ompW
gene-VC_RS08955	872	939	880	906	1452	1394	1339	1894	1979	1670	host	gene-VC_RS08955
gene-VC_RS16440	181	171	162	205	255	238	269	405	444	379	host	gene-VC_RS16440
gene-VC_RS10565	19158	17956	16643	16042	18337	11466	17592	11927	9577	8299	host	gene-VC_RS10565
gene-VC_RS02800	3805	4833	5142	3240	3166	5075	3752	2483	2771	2597	host	gene-VC_RS02800
gene-VC_RS15320	148	222	157	128	404	362	537	1268	1454	1190	host	gene-VC_RS15320
gene-VC_RS08815	267	461	212	187	1305	1345	1316	3836	4092	4006	host	gene-VC_RS08815
gene-VC_RS00935	1689	1689	1680	1676	2144	2227	2189	2818	2741	2642	host	uvrD
gene-VC_RS09290	298	268	299	306	209	178	170	262	252	229	host	gene-VC_RS09290
gene-VC_RS13950	99	138	107	123	138	131	133	189	195	169	host	gene-VC_RS13950
gene-VC_RS06280	3282	3527	3190	3142	5821	5824	5976	10145	11234	9970	host	mdoH
gene-VC_RS17260	1419	1029	965	1051	1003	909	1040	1863	1698	1549	host	gene-VC_RS17260
gene-VC_RS17405	38	34	34	35	80	90	83	123	106	103	host	gene-VC_RS17405
gene-VC_RS18455	569	613	605	614	474	526	451	620	639	617	host	gene-VC_RS18455
gene-VC_RS00505	156	143	169	171	197	135	186	193	178	182	host	gene-VC_RS00505
gene-VC_RS01740	3392	3768	3425	3324	4011	3887	3937	7053	6964	6795	host	mutL
gene-VC_RS07220	217	198	207	207	244	218	252	340	369	313	host	gene-VC_RS07220
gene-VC_RS09175	2029	2054	2203	1826	2418	1894	2319	3110	4442	2774	host	dsbB
gene-VC_RS18155	571	783	770	806	1091	1045	1024	1265	1205	1128	host	gene-VC_RS18155
gene-VC_RS09805	391	422	413	419	650	725	660	978	904	805	host	gene-VC_RS09805
gene-VC_RS00855	2417	2595	2859	2645	4405	5234	4396	5640	9582	5185	host	gene-VC_RS00855
gene-VC_RS03080	11448	13361	15816	12762	7683	6910	7713	7497	6707	5572	host	gene-VC_RS03080
gene-VC_RS03825	2877	3109	2970	2855	17566	4954	4864	6366	6549	5749	host	der
gene-VC_RS18605	1144	917	613	711	224	166	213	139	115	146	host	gene-VC_RS18605
gene-VC_RS12750	8999	10047	9556	8737	2079	1910	1821	1871	1607	1394	host	argC
gene-VC_RS16080	1237	1162	1173	1267	1329	1349	1306	1807	1887	1669	host	gene-VC_RS16080
gene-VC_RS16585	828	894	974	990	1037	862	906	1078	1021	979	host	gene-VC_RS16585
gene-VC_RS18465	350	358	372	410	378	353	347	408	434	419	host	gene-VC_RS18465
gene-VC_RS14355	168	172	192	199	301	293	296	458	485	485	host	gene-VC_RS14355
gene-VC_RS05990	3208	3798	3443	4128	3908	4373	3898	5275	4597	5073	host	pheT
gene-VC_RS04415	427	481	458	497	1012	1000	1012	1083	1167	1026	host	xseB
gene-VC_RS16095	622	675	807	708	298	245	259	297	312	268	host	gene-VC_RS16095
gene-VC_RS09400	333	404	359	344	631	654	652	889	870	777	host	gene-VC_RS09400
gene-VC_RS10135	4832	4588	5283	4483	3385	3248	3419	2921	2828	2525	host	fcrX
gene-VC_RS02865	3397	4358	4314	4238	5338	4298	5355	6153	5302	5827	host	gene-VC_RS02865
gene-VC_RS00715	9010	12128	9577	8573	12277	7493	8358	9099	9799	13129	host	btuB
gene-VC_RS09150	622	742	844	1648	865	743	704	896	840	817	host	hinT
gene-VC_RS12360	2847	2794	2655	2409	4999	5942	5219	8206	38425	7635	host	dbpA
gene-VC_RS17040	1439	1417	1272	1174	3060	3530	3700	4665	5133	4171	host	gene-VC_RS17040
gene-VC_RS17790	573	574	527	509	746	749	791	927	990	767	host	gene-VC_RS17790
gene-VC_RS01715	2085	1592	1624	1435	1968	2135	2784	1537	1204	1347	host	gene-VC_RS01715
gene-VC_RS16970	95	106	66	94	123	141	143	343	318	288	host	gene-VC_RS16970
gene-VC_RS05850	939	1006	1092	1084	1321	1121	1213	1447	1386	1336	host	gene-VC_RS05850
gene-VC_RS12210	2408	2475	2595	2439	2775	2264	2670	2898	2734	2663	host	ptsN
gene-VC_RS11840	940	924	897	1015	1080	1149	1277	1362	1252	1233	host	pdxJ
gene-VC_RS05255	60	90	91	79	222	266	224	309	369	235	host	gene-VC_RS05255
gene-VC_RS01340	6196	5844	5843	5889	5032	5385	5371	2038	1691	1595	host	purH
gene-VC_RS07415	403	418	455	445	516	508	527	728	738	703	host	gene-VC_RS07415
gene-VC_RS00555	359	378	334	395	395	401	337	497	491	453	host	gene-VC_RS00555
gene-VC_RS09430	2003	2088	2135	1994	2832	2696	2893	3367	3534	2949	host	minD
gene-VC_RS14660	171	225	288	300	175	140	135	122	151	113	host	gene-VC_RS14660
gene-VC_RS15840	348	368	400	410	564	586	560	992	1000	1080	host	gene-VC_RS15840
gene-VC_RS17085	295	351	310	338	499	528	481	723	810	704	host	gene-VC_RS17085
gene-VC_RS05215	126	143	111	142	286	316	297	501	586	512	host	gene-VC_RS05215
gene-VC_RS04440	228	271	244	261	475	412	447	689	831	746	host	gene-VC_RS04440
gene-VC_RS12680	4140	3733	3784	3916	4171	10965	4210	3579	3299	3110	host	aroK
gene-VC_RS10440	1112	1246	1244	1228	1596	1666	1510	1934	1689	1753	host	kdsA
gene-VC_RS04820	722	735	712	704	856	953	916	1135	1359	1035	host	cueR
gene-VC_RS14495	107	105	61	82	198	166	199	485	434	456	host	gene-VC_RS14495
gene-VC_RS00690	1880	2529	2701	3043	2593	2651	2502	2980	2490	2870	host	rpoH
gene-VC_RS10655	2354	2340	2645	2477	2307	2404	2669	1830	1858	1500	host	flgM
gene-VC_RS14435	810	1065	1094	1129	918	807	879	1761	1914	1569	host	vctC
gene-VC_RS10000	767	812	696	833	657	489	656	894	1220	860	host	gene-VC_RS10000
gene-VC_RS08320	399	418	348	394	761	837	816	1224	1105	1135	host	torR
gene-VC_RS03320	276	307	354	1553	378	3377	322	409	347	387	host	gene-VC_RS03320
gene-VC_RS05135	891	864	850	844	1084	1082	1093	1430	1520	1289	host	gene-VC_RS05135
gene-VC_RS08020	224	237	239	268	280	224	255	392	462	414	host	gene-VC_RS08020
gene-VC_RS08000	1068	1157	1114	1193	1317	1232	1416	1931	1995	1815	host	gene-VC_RS08000
gene-VC_RS03805	4567	3449	2986	3093	5053	5498	6684	6707	5097	5819	host	ispG
gene-VC_RS05510	145	172	151	206	193	161	165	373	293	328	host	gene-VC_RS05510
gene-VC_RS07300	78	89	105	91	107	92	93	198	206	161	host	gene-VC_RS07300
gene-VC_RS19145	84	139	141	126	241	222	249	618	714	692	host	gene-VC_RS19145
gene-VC_RS17170	665	919	702	713	2083	2095	2048	3426	3696	3005	host	gene-VC_RS17170
gene-VC_RS16100	3269	3972	4254	4267	3065	2826	2572	2605	2504	2463	host	gene-VC_RS16100
gene-VC_RS06595	9520	7839	9395	8506	6503	6003	7246	9638	9921	8524	host	gene-VC_RS06595
gene-VC_RS17660	3066	3988	4511	4481	3785	3366	3456	4184	3325	3248	host	hutW
gene-VC_RS10460	1307	1320	1234	1265	1847	1783	1768	2204	2092	2124	host	prfA
gene-VC_RS01290	1531	1591	1563	1417	2251	2042	2409	3142	2875	2807	host	gene-VC_RS01290
gene-VC_RS05965	4201	3206	3440	3150	3406	3336	4119	2339	1654	1926	host	gene-VC_RS05965
gene-VC_RS04745	2712	2752	2144	2246	4575	5043	5026	7478	8676	6700	host	lnt
gene-VC_RS08845	1889	1815	1958	1926	1602	2261	1897	1847	1201	1682	host	ybgF
gene-VC_RS06025	753	822	789	751	909	892	918	1232	1336	1077	host	gene-VC_RS06025
gene-VC_RS00985	153	150	115	124	198	186	191	275	308	279	host	gene-VC_RS00985
gene-VC_RS00645	149	195	196	203	170	168	150	187	147	195	host	gene-VC_RS00645
gene-VC_RS08095	394	468	392	456	476	484	494	987	1073	1001	host	vexK
gene-VC_RS03100	345	372	322	325	518	522	543	887	973	817	host	gene-VC_RS03100
gene-VC_RS11485	2025	1946	2101	1962	2136	1895	2116	1859	2063	1710	host	gene-VC_RS11485
gene-VC_RS09975	461	538	586	603	636	576	575	737	720	725	host	sixA
gene-VC_RS10075	7837	8231	8508	8307	4195	3863	3880	3977	3631	3498	host	gene-VC_RS10075
gene-VC_RS03395	2449	2859	2762	3367	3127	3259	3823	5931	9656	8304	host	ptsP
gene-VC_RS15565	840	992	923	873	1403	1410	1540	2957	3101	2888	host	gene-VC_RS15565
gene-VC_RS16355	355	358	338	350	399	368	365	573	529	481	host	sseA
gene-VC_RS01315	948	1128	1144	1178	1409	1337	1328	2218	2167	2148	host	gene-VC_RS01315
gene-VC_RS04145	66	56	62	60	62	46	67	101	105	94	host	tcpD
gene-VPVV882_gp52	2121	2993	2243	2171	11656	13401	12753	21499	19224	22413	phage	gene-VPVV882_gp52
gene-VC_RS10545	4080	3563	3672	3219	3059	2382	3372	2258	1871	1778	host	gene-VC_RS10545
gene-VC_RS09335	152	165	149	147	220	190	189	349	378	337	host	gene-VC_RS09335
gene-VC_RS04055	491	630	655	726	767	813	685	1000	1137	994	host	gene-VC_RS04055
gene-VC_RS05415	387	502	481	554	412	409	397	779	752	814	host	gene-VC_RS05415
gene-VC_RS17770	1454	1831	2437	2307	622	507	577	695	597	577	host	gene-VC_RS17770
gene-VC_RS05440	1418	1344	1270	1391	1942	2117	2017	2747	2346	2476	host	gene-VC_RS05440
gene-VC_RS00230	904	870	852	808	1540	1538	1565	1575	1638	1368	host	gene-VC_RS00230
gene-VC_RS01630	176	224	251	290	362	467	333	474	532	453	host	nudC
gene-VC_RS05165	718	786	775	623	648	630	662	891	930	821	host	gene-VC_RS05165
gene-VC_RS16810	573	690	613	673	1581	1548	1514	2012	2204	1849	host	gene-VC_RS16810
gene-VC_RS16885	613	656	700	702	776	745	770	1076	957	924	host	traF
gene-VC_RS17470	392	464	483	503	664	699	691	1177	1267	1161	host	gene-VC_RS17470
gene-VC_RS01190	2227	2842	3318	3559	5447	2669	5673	2600	2604	2361	host	gmd
gene-VC_RS12945	2414	2492	2608	2592	3163	3027	2968	2613	5014	2446	host	pfkA
gene-VC_RS11095	1482	1625	1509	1473	1385	1061	1304	1252	1192	1034	host	gene-VC_RS11095
gene-VC_RS03260	5925	6514	5579	6622	8663	10770	7632	11208	8097	10212	host	infB
gene-VC_RS09315	243	225	252	259	249	217	228	294	278	294	host	gene-VC_RS09315
gene-VPVV882_gp35	7447	15273	2493	3038	70779	87156	87011	145743	132181	152676	phage	D
gene-VC_RS17070	449	481	412	447	738	851	726	1478	1403	1351	host	gene-VC_RS17070
gene-VC_RS11370	1419	1439	1675	3151	1373	1299	1273	1083	1143	936	host	grcA
gene-VC_RS17695	692	893	763	736	568	523	479	431	532	395	host	gene-VC_RS17695
gene-VC_RS15825	517	575	525	498	1215	1159	1247	1898	2133	1975	host	gene-VC_RS15825
gene-VC_RS04560	110	143	121	123	243	259	238	554	544	547	host	vpsB
gene-VC_RS09710	693	869	811	1010	1313	1359	1320	1556	1284	1646	host	mltG
gene-VC_RS07450	1763	1942	1661	1680	4405	4207	4789	5691	6199	5299	host	vcmA
gene-VC_RS08800	165	213	192	208	233	209	197	312	309	299	host	gene-VC_RS08800
gene-VC_RS13670	1771	1734	1926	1835	2744	2259	2430	3321	2706	2789	host	gene-VC_RS13670
gene-VC_RS06965	11480	13745	16273	14289	4940	4120	5098	4628	5147	4024	host	ccoP
gene-VC_RS15070	428	460	487	422	1075	883	1208	2257	2526	1961	host	gene-VC_RS15070
gene-VC_RS11645	1528	1632	1571	1488	2151	1985	2100	2442	2379	2147	host	dsbC
gene-VC_RS08770	119	146	135	150	261	250	258	354	314	313	host	gene-VC_RS08770
gene-VC_RS17355	62	88	89	122	225	173	157	234	235	216	host	gene-VC_RS17355
gene-VPVV882_gp63	2148	3356	2070	2506	18079	26616	19692	24809	19601	25660	phage	gene-VPVV882_gp63
gene-VC_RS10990	976	982	1273	1075	420	402	330	291	291	293	host	crl
gene-VC_RS13465	324	402	422	372	498	498	431	494	512	436	host	gene-VC_RS13465
gene-VC_RS17290	113	150	114	134	288	287	302	454	485	473	host	phhA
gene-VC_RS10270	861	883	834	860	743	613	778	760	642	695	host	fliE
gene-VC_RS10675	963	998	1116	1040	1065	1096	1017	1075	1071	922	host	gene-VC_RS10675
gene-VC_RS15145	205	217	192	194	455	456	457	657	582	546	host	gene-VC_RS15145
gene-VC_RS13835	1372	1365	1136	1230	3098	2785	3381	4441	4210	4122	host	pncB
gene-VC_RS15510	362	426	417	432	616	571	681	1286	1486	1226	host	gene-VC_RS15510
gene-VC_RS17415	670	819	808	714	660	630	631	637	656	607	host	gene-VC_RS17415
gene-VC_RS00305	13177	5424	7066	5621	5207	4323	8579	4672	4234	4118	host	thiC
gene-VC_RS07260	946	884	830	828	907	927	990	1509	1324	1351	host	gene-VC_RS07260
gene-VC_RS15540	200	214	218	193	476	466	541	970	1100	947	host	gene-VC_RS15540
gene-VC_RS12405	10428	9787	12337	15709	8470	8460	8351	7823	7640	6536	host	rpsK
gene-VC_RS04715	843	852	875	840	1076	1137	1088	1414	1552	1235	host	rlmH
gene-VC_RS09165	1897	2079	2115	1802	2088	2071	2192	2494	2368	2266	host	fadR
gene-VC_RS01665	489	454	439	470	294	328	312	465	457	405	host	gene-VC_RS01665
gene-VC_RS17025	320	317	230	259	289	316	335	525	688	511	host	gene-VC_RS17025
gene-VC_RS00470	462	551	563	524	671	635	626	653	736	577	host	gene-VC_RS00470
gene-VC_RS00390	435	507	541	586	436	441	404	439	388	413	host	uspB
gene-VC_RS02965	2916	2991	3075	2969	3122	2710	2867	3314	3800	2968	host	gene-VC_RS02965
gene-VC_RS05050	327	428	383	376	622	611	585	927	848	929	host	moaB
gene-VC_RS11015	1121	1212	1177	1068	1604	1688	1737	2200	2513	1986	host	gene-VC_RS11015
gene-VC_RS07185	1428	1749	1882	1742	1794	1731	1658	2462	2456	2395	host	gene-VC_RS07185
gene-VC_RS18700	418	328	306	289	338	316	356	382	365	305	host	gene-VC_RS18700
gene-VC_RS07520	765	747	771	699	980	1080	1127	1369	1272	1188	host	gene-VC_RS07520
gene-VC_RS07730	2279	1506	1454	1433	1104	1523	1781	945	561	682	host	gene-VC_RS07730
gene-VC_RS15980	1208	1557	1641	1647	1580	1427	1269	1969	1806	1834	host	gene-VC_RS15980
gene-VC_RS17180	365	409	423	393	360	342	339	449	462	410	host	vesA
gene-VC_RS01885	377	420	347	312	707	721	800	1326	1401	1189	host	gene-VC_RS01885
gene-VC_RS07370	259	269	248	270	417	442	451	493	444	481	host	gene-VC_RS07370
gene-VC_RS09085	292	288	295	289	417	493	445	531	389	472	host	lolD
gene-VC_RS00315	666	820	939	1002	569	544	468	708	618	616	host	thiF
gene-VC_RS03655	1067	1232	1260	1328	1785	1887	1727	2276	2408	2176	host	gene-VC_RS03655
gene-VC_RS14725	177	182	179	151	357	325	356	665	662	642	host	gene-VC_RS14725
gene-VC_RS10290	912	1130	1224	1212	1109	1103	1035	917	766	819	host	fliS
gene-VC_RS06410	115	153	103	104	243	247	225	911	942	905	host	gene-VC_RS06410
gene-VC_RS15800	1491	1476	1569	1424	3161	2933	3568	4250	4315	3815	host	gene-VC_RS15800
gene-VC_RS04360	181	204	303	279	122	68	89	106	109	93	host	ykgO
gene-VC_RS17055	410	466	451	576	640	605	572	736	719	677	host	galE
gene-VC_RS01335	7229	2803	2649	2821	2032	2248	2145	1227	1135	1062	host	purD
gene-VC_RS14085	113	126	134	122	55	62	60	69	70	71	host	gene-VC_RS14085
gene-VC_RS02565	736	767	698	717	1000	918	1034	1205	1214	1133	host	gene-VC_RS02565
gene-VC_RS13215	10642	10950	9994	9229	15586	16060	17463	18235	18121	15717	host	typA
gene-VC_RS03765	1215	1241	1194	1302	1145	1294	1247	2088	1973	2104	host	hscB
gene-VC_RS03505	4669	4972	5486	5398	1205	1104	1056	1134	1025	959	host	gene-VC_RS03505
gene-VPVV882_gp55	1155	1392	3536	3184	8523	9116	8770	11445	13101	11170	phage	gene-VPVV882_gp55
