Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol
gene-PA3624	376	449	212	414	46	72	41	18	host	pcm
gene-PA1796.1	512	747	351	566	208	230	143	78	host	gene-PA1796.1
gene-PA2981	224	305	185	271	43	46	25	21	host	lpxK
gene-PA0357	123	118	80	105	16	24	14	9	host	mutM
gene-PA2361	148	139	96	101	25	22	8	10	host	gene-PA2361
gene-PA1878	21	16	9	23	3	6	0	1	host	gene-PA1878
gene-PA0116	72	66	26	51	16	7	15	7	host	gene-PA0116
gene-PA3789	59	83	71	116	21	30	19	8	host	gene-PA3789
gene-PA4884	5	4	1	3	0	1	1	0	host	gene-PA4884
gene-PA3048	192	209	180	303	36	56	36	24	host	gene-PA3048
gene-PA3584	19	24	57	141	12	10	2	3	host	glpD
gene-PA4171	8	9	7	6	0	0	1	0	host	gene-PA4171
gene-PA0622	249	409	390	605	287	450	180	86	host	gene-PA0622
gene-PA4408	1251	1373	33255	1702	158	173	53	35	host	ftsA
gene-PA1313	12	8	6	7	2	2	3	0	host	gene-PA1313
gene-PA0774	61	62	49	90	15	28	15	5	host	gene-PA0774
gene-PA1048	285	345	126	240	50	45	20	17	host	gene-PA1048
gene-PA3746	773	844	513	837	155	209	124	102	host	ffh
gene-PA1301	821	582	56	75	10	11	6	6	host	gene-PA1301
gene-PA4712	21	11	12	13	3	9	2	3	host	gene-PA4712
gene-PA1851	30	33	23	26	6	10	4	2	host	gene-PA1851
gene-PA2758	28	20	7	8	6	0	1	0	host	gene-PA2758
gene-PA1205	122	87	55	68	8	7	1	4	host	gene-PA1205
gene-PA3745	841	1185	1166	2058	465	647	286	196	host	rpsP
gene-PA5073	54	57	29	36	5	8	6	1	host	gene-PA5073
gene-PA1432	2202	3936	1358	2306	298	354	72	64	host	lasI
gene-PA4689	343	340	222	321	86	97	66	51	host	gene-PA4689
gene-PA4357	4	5	1	7	0	0	0	0	host	gene-PA4357
gene-PA1157	70	80	32	61	17	24	17	11	host	gene-PA1157
gene-PA3619	52	31	5	25	5	8	6	0	host	gene-PA3619
gene-PA5089	65	41	28	47	10	8	8	5	host	gene-PA5089
gene-PA3973	38	32	19	36	2	5	4	2	host	gene-PA3973
gene-PA4385	4264	5016	1723	2112	398	315	162	131	host	groEL
gene-PA0744	236	158	396	415	44	24	6	7	host	gene-PA0744
gene-PA5490	165	275	143	325	100	132	135	77	host	cc4
gene-PA0942	107	107	52	63	13	20	6	3	host	gene-PA0942
gene-PA1285	22	14	3	3	2	3	0	1	host	gene-PA1285
gene-PA0317	297	314	303	396	86	80	65	38	host	gene-PA0317
gene-PA3618	80	68	30	31	9	9	2	4	host	gene-PA3618
gene-PPLUZ19_gp46	0	0	125	234	21	143	2561	1666	phage	gp46
gene-PA5440	20	26	14	33	5	9	5	0	host	gene-PA5440
gene-PA0448	63	35	13	29	8	6	9	5	host	gene-PA0448
gene-PA5415	43	154	30	75	4	5	2	3	host	glyA1
gene-PA4406	2080	2033	1711	2210	342	387	138	100	host	lpxC
gene-PA5177	101	66	53	82	14	15	9	7	host	gene-PA5177
gene-PA3788	20	32	16	32	6	8	3	2	host	gene-PA3788
gene-PA1227	28	12	11	19	3	0	1	1	host	gene-PA1227
gene-PA0928	148	149	98	115	19	23	16	20	host	gacS
gene-PA2392	4311	3974	3125	5009	592	841	309	199	host	pvdP
gene-PA2255	9	4	2	4	0	0	2	2	host	pvcB
gene-PA1149	4	5	2	2	0	0	0	0	host	gene-PA1149
gene-PA1164	98	84	31	52	13	10	9	12	host	gene-PA1164
gene-PA2358	7	4	1	4	0	2	0	0	host	gene-PA2358
gene-PA2934	4	7	10	14	2	1	1	1	host	cif
gene-PA0005	31	57	70	111	22	32	12	8	host	lptA
gene-PA0374	155	185	216	285	43	43	27	18	host	ftsE
gene-PA0350	68	67	15	34	14	13	13	2	host	folA
gene-PA3576	63	53	17	23	4	6	7	0	host	gene-PA3576
gene-PA2760	3317	5321	3538	5441	849	1031	180	139	host	gene-PA2760
gene-PA5569	374	454	760	1107	191	208	117	68	host	rnpA
gene-PA3004	294	277	111	163	35	33	21	15	host	gene-PA3004
gene-PA4510	90	53	31	40	3	7	2	3	host	gene-PA4510
gene-PA1991	50	44	32	53	9	7	2	5	host	gene-PA1991
gene-PA2556	344	215	78	107	12	11	8	4	host	gene-PA2556
gene-PA5384	4	4	2	3	0	1	6	0	host	gene-PA5384
gene-PA4394	105	131	146	234	66	68	21	13	host	gene-PA4394
gene-PA0927	39	55	29	33	6	8	11	5	host	ldhA
gene-PA1825	98	68	16	31	8	9	5	2	host	gene-PA1825
gene-PA1694	54	15	24	16	14	5	1	3	host	pscQ
gene-PA2769	80	52	40	49	16	14	12	7	host	gene-PA2769
gene-PA1240	4	6	2	3	3	1	0	0	host	gene-PA1240
gene-PA5067	203	282	142	250	50	50	28	24	host	hisE
gene-PA3968	85	68	25	50	6	7	7	1	host	gene-PA3968
gene-PA0521	3	4	2	4	0	1	0	0	host	gene-PA0521
gene-PA3556	4	3	1	4	1	3	1	0	host	arnT
gene-PA4885	29	12	15	13	3	5	5	0	host	irlR
gene-PA3200	64	50	44	58	15	11	4	4	host	gene-PA3200
gene-PA1655	128	133	28	31	6	7	3	3	host	gene-PA1655
gene-PA0249	42	37	16	19	4	5	2	0	host	gene-PA0249
gene-PA2135	5	1	0	1	0	0	0	1	host	gene-PA2135
gene-PA0671	31	16	7	19	8	9	5	7	host	gene-PA0671
gene-PA2473	2	1	3	4	0	0	0	1	host	gene-PA2473
gene-PA3800	1603	1573	920	1605	235	277	143	104	host	gene-PA3800
gene-PA4321	66	67	55	96	14	20	10	11	host	gene-PA4321
gene-PA3821	1132	1629	1655	2376	359	360	172	119	host	secD
gene-PA3414	41	27	20	11	2	1	1	2	host	gene-PA3414
gene-PA5447	575	606	470	592	63	74	23	17	host	wbpZ
gene-PA4611	152	196	42	42	12	16	7	6	host	gene-PA4611
gene-PA0307	51	28	18	34	7	14	5	1	host	gene-PA0307
gene-PA2270	21	14	3	7	1	2	1	2	host	gene-PA2270
gene-PA2063	29	23	16	26	5	13	8	5	host	gene-PA2063
gene-PA1075	43	36	23	42	5	8	3	4	host	gene-PA1075
gene-PA3257	582	526	453	555	75	88	42	43	host	prc
gene-PA1181	128	119	145	244	42	53	26	9	host	gene-PA1181
gene-PA3682	14	12	8	9	1	3	0	2	host	gene-PA3682
gene-PA4856	143	184	97	161	32	36	16	15	host	retS
gene-PA2337	37	31	12	26	9	12	2	0	host	mtlR
gene-PA0261	32	36	23	38	2	7	2	0	host	gene-PA0261
gene-PA1531	56	28	23	49	12	10	3	1	host	gene-PA1531
gene-PA3698	192	156	47	82	14	18	6	12	host	gene-PA3698
gene-PA3896	58	45	30	37	7	5	5	0	host	gene-PA3896
gene-PA1329	2	6	3	3	2	1	1	1	host	gene-PA1329
gene-PA5254	56	62	36	45	4	7	5	7	host	gene-PA5254
gene-PA4621	41	36	55	67	11	4	8	4	host	gene-PA4621
gene-PA2762	23	24	12	20	0	4	2	1	host	gene-PA2762
gene-PA3345	88	87	47	68	14	41	16	12	host	gene-PA3345
gene-PA2422	7	8	8	6	1	3	3	0	host	gene-PA2422
gene-PA2626	294	216	315	409	62	75	55	31	host	trmU
gene-PA1886	64	54	31	45	12	8	6	3	host	polB
gene-PA0173	7	5	4	7	1	0	0	1	host	gene-PA0173
gene-PA1454	500	486	277	403	38	42	21	22	host	fleN
gene-PA2124	7	6	7	9	1	1	0	0	host	gene-PA2124
gene-PA2176	6	2	1	1	0	1	0	0	host	gene-PA2176
gene-PA2721	31	30	14	10	2	3	1	0	host	gene-PA2721
gene-PA5250	129	161	168	250	23	28	12	11	host	gene-PA5250
gene-PA3209	1	10	0	8	1	0	4	1	host	gene-PA3209
gene-PA4929	71	57	31	43	7	8	14	6	host	gene-PA4929
gene-PA0112	9	10	4	4	1	2	0	0	host	gene-PA0112
gene-PA4341	36	9	9	8	1	1	1	2	host	gene-PA4341
gene-PA2557	611	440	147	251	26	15	5	4	host	gene-PA2557
gene-PA0823	20	30	8	16	0	6	4	0	host	gene-PA0823
gene-PA5102	9	18	5	10	2	1	1	1	host	gene-PA5102
gene-PA3191	116	185	122	294	9	20	4	7	host	gene-PA3191
gene-PA4916	78	59	10	19	5	7	1	1	host	gene-PA4916
gene-PA1123	34	37	22	31	6	11	6	4	host	gene-PA1123
gene-PA2006	128	132	175	266	20	17	5	5	host	gene-PA2006
gene-PA3749	35	25	35	62	4	8	2	0	host	gene-PA3749
gene-PA1446	120	112	94	116	18	16	9	5	host	fliP
gene-PA2710	16	19	16	17	3	4	4	0	host	gene-PA2710
gene-PA3676	126	173	93	259	26	48	14	18	host	gene-PA3676
gene-PA3439	126	116	81	82	11	11	6	2	host	folX
gene-PA5018	71	74	42	73	13	21	2	3	host	msrA
gene-PA4765	427	745	292	446	96	106	58	38	host	omlA
gene-PA1226	38	22	10	19	1	2	0	1	host	gene-PA1226
gene-PA1505	132	108	67	61	10	10	2	2	host	moaA2
gene-PA3724	99	797	31	313	7	32	12	5	host	lasB
gene-PA5369.3	211	517	190	460	131	345	183	119	host	gene-PA5369.3
gene-PA3099	85	73	78	109	6	8	6	3	host	xcpV
gene-PA1649	35	18	24	24	7	10	3	3	host	gene-PA1649
gene-PA3957	57	40	13	20	3	3	1	0	host	gene-PA3957
gene-PA5399	16	19	12	12	7	2	7	6	host	dgcB
gene-PA5468	50	55	35	33	21	16	16	4	host	gene-PA5468
gene-PA3974	191	180	100	187	17	25	6	10	host	ladS
gene-PA0389	59	86	47	43	11	16	4	13	host	gene-PA0389
gene-PA0700	6	3	2	5	1	0	1	1	host	gene-PA0700
gene-PA1356	26	10	8	11	1	3	1	1	host	gene-PA1356
gene-PA4161	44	33	9	15	2	2	1	0	host	fepG
gene-PA3866	695	1457	500	1090	128	199	65	38	host	gene-PA3866
gene-PA1719	650	474	487	317	161	105	19	47	host	pscF
gene-PA1860	50	29	21	24	6	3	3	1	host	gene-PA1860
gene-PA0408	692	1125	281	450	64	70	37	33	host	pilG
gene-PA3343	99	108	46	91	10	17	7	6	host	gene-PA3343
gene-PA2548	17	6	15	16	3	2	1	1	host	gene-PA2548
gene-PA2030	10	18	5	11	0	6	3	1	host	gene-PA2030
gene-PA2325	6	4	4	4	1	0	1	0	host	gene-PA2325
gene-PA0841	32	29	21	23	1	1	3	1	host	gene-PA0841
gene-PA4371	86	98	24	45	8	7606	3	2	host	gene-PA4371
gene-PA1194	16	32	34	40	8	9	7	2	host	gene-PA1194
gene-PA5010	120	152	147	264	38	37	26	19	host	waaG
gene-PA4941	2279	2639	1673	2430	302	377	163	114	host	hflC
gene-PA3411	47	54	1	4	1	0	0	1	host	gene-PA3411
gene-PA4687	107	111	44	47	15	11	12	6	host	hitA
gene-PA5143	156	228	137	179	38	46	22	21	host	hisB
gene-PA1783	6	2	2	0	0	0	2	3	host	nasA
gene-PA1731	19	14	7	8	3	3	0	1	host	gene-PA1731
gene-PA4656	155	153	86	150	21	28	13	10	host	gene-PA4656
gene-PA1354	42	17	19	40	5	4	3	2	host	gene-PA1354
gene-PA4116	70	99	33	53	7	5	6	4	host	bphO
gene-PA4684	55	49	81	92	34	29	31	23	host	gene-PA4684
gene-PA0742	10	7	22	31	2	1	0	0	host	gene-PA0742
gene-PA4565	634	562	419	628	117	158	91	43	host	proB
gene-PA3262.1	225	314	121	234	103	140	63	46	host	gene-PA3262.1
gene-PA0382	73	118	78	135	20	28	18	9	host	micA
gene-PA0880	2	1	1	1	0	1	0	0	host	gene-PA0880
gene-PA0887.1	10	17	13	19	0	1	0	0	host	gene-PA0887.1
gene-PA4958	180	149	170	197	23	19	7	10	host	fimW
gene-PA2443	317	298	181	325	22	16	16	8	host	sdaA
gene-PA0015	67	46	33	64	11	13	3	9	host	gene-PA0015
gene-PA2989	35	30	18	23	9	7	5	4	host	gene-PA2989
gene-PA4597	20	27	14	17	5	6	4	4	host	oprJ
gene-PA0026	116	156	38	53	9	18	11	8	host	plcB
gene-PA1032	142	131	90	106	32	26	24	16	host	quiP
gene-PA0092	24	48	35	46	7	9	7	1	host	gene-PA0092
gene-PA4070	24	23	3	6	3	4	0	2	host	gene-PA4070
gene-PA3341	67	65	20	37	8	13	3	4	host	gene-PA3341
gene-PA3444	2	1	4	2	0	0	1	0	host	gene-PA3444
gene-PA5139	93	179	139	223	28	30	12	10	host	gene-PA5139
gene-PA1884	11	2	4	4	0	3	2	0	host	gene-PA1884
gene-PA0401	189	142	157	226	49	55	18	23	host	gene-PA0401
gene-PA1005	236	238	103	160	26	17	11	5	host	gene-PA1005
gene-PA3338	2	10	2	3	1	1	0	0	host	gene-PA3338
gene-PA4600	30	21	11	26	4	9	3	5	host	nfxB
gene-PA1536	32	43	11	21	2	6	1	0	host	gene-PA1536
gene-PA0948	96	61	61	92	16	17	10	3	host	gene-PA0948
gene-PA0825	6	2	1	5	1	5	1	4	host	gene-PA0825
gene-PA3403a	69	22	81	54	14	4	2	1	host	gene-PA3403a
gene-PA4826	5	7	1	1	3	0	0	0	host	gene-PA4826
gene-PA2579	85	84	53	85	30	35	28	15	host	kynA
gene-PA2413	7292	6302	4111	5668	939	1158	454	286	host	pvdH
gene-PA3634	79	65	79	109	27	33	14	5	host	gene-PA3634
gene-PA0079	57	34	50	52	11	9	9	6	host	gene-PA0079
gene-PA1511	86	91	40	61	15	15	9	6	host	gene-PA1511
gene-PA4012	130	107	63	104	20	13	10	13	host	gene-PA4012
gene-PA5527	90	73	48	89	14	14	7	3	host	gene-PA5527
gene-PPLUZ19_gp46.1	0	0	34	90	5	38	1295	813	phage	gp46.1
gene-PA2603	26	20	30	53	14	8	4	9	host	gene-PA2603
gene-PA4114	29	22	5	10	4	0	4	0	host	gene-PA4114
gene-PA2520	20	40	13	29	4	10	2	3	host	czcA
gene-PA0745	210	155	382	316	25	22	7	7	host	gene-PA0745
gene-PA2837	2	6	2	1	3	1	0	2	host	gene-PA2837
gene-PA4723	835	1083	359	632	147	204	107	84	host	dksA
gene-PA1861	57	27	24	41	7	6	5	2	host	modC
gene-PA4541	157	148	79	131	33	52	20	23	host	gene-PA4541
gene-PA4149	40	16	9	14	2	5	0	1	host	gene-PA4149
gene-PA3045	5	5	2	5	0	0	1	1	host	gene-PA3045
gene-PA0101	58	61	38	71	11	10	6	6	host	gene-PA0101
gene-PA4303	35	31	17	27	12	11	7	10	host	tadZ
gene-PA1990	82	19	23	35	8	6	1	1	host	pqqH
gene-PA4206	37	20	491	538	130	124	90	72	host	mexH
gene-PPLUZ19_gp31	0	0	400	725	176	496	55632	41039	phage	gp31
gene-PA3378	6	3	0	5	2	1	1	2	host	gene-PA3378
gene-PA1363	171	93	6	14	2	2	2	1	host	gene-PA1363
gene-PA2286	17	17	14	35	3	4	3	4	host	gene-PA2286
gene-PA4554	487	545	975	1112	193	203	55	41	host	pilY1
gene-PA0230	44	25	19	16	1	2	1	1	host	pcaB
gene-PA1345	23	21	12	21	3	4	1	2	host	gene-PA1345
gene-PA0738	0	4	3	1	2	0	0	0	host	gene-PA0738
gene-PA5426	44	43	57	77	37	50	36	22	host	purE
gene-PA2306	38	38	10	15	3	4	6	4	host	ambA
gene-PA4266	8657	15114	9408	17678	3890	5513	2949	1738	host	fusA1
gene-PA1970	49	25	14	41	5	10	0	0	host	gene-PA1970
gene-PA0044	3251	638	1511	481	348	100	30	91	host	exoT
gene-PA0871	293	619	601	900	54	51	11	18	host	phhB
gene-PA2653	32	30	47	74	23	16	21	11	host	gene-PA2653
gene-PA0797	165	115	17	31	5	2	1	2	host	gene-PA0797
gene-PA3290	136	169	82	135	19	23	19	6	host	gene-PA3290
gene-PA3319	18	12	13	16	4	3	0	1	host	plcN
gene-PA1613	81	75	51	75	20	11	8	7	host	gene-PA1613
gene-PA4304	31	29	14	28	14	11	11	3	host	rcpA
gene-PA2586	402	326	189	299	56	71	42	26	host	gacA
gene-PA1949	120	147	95	155	16	19	2	5	host	rbsR
gene-PA3080	623	394	357	498	27	31	10	16	host	gene-PA3080
gene-PA0138	17	8	1	9	1	1	3	0	host	gene-PA0138
gene-PA3234	326	297	386	511	36	46	14	20	host	gene-PA3234
gene-PA4291	100	94	57	98	34	46	34	25	host	gene-PA4291
gene-PA4745	1552	2212	5631	8472	929	1183	631	495	host	nusA
gene-PA5242	836	904	522	823	133	151	79	59	host	ppk
gene-PA1933	270	222	85	161	33	31	18	16	host	gene-PA1933
gene-PA1568	3	9	3	3	1	1	1	0	host	gene-PA1568
gene-PA3852	136	90	71	95	12	15	6	2	host	gene-PA3852
gene-PA4809	13	4	8	14	1	3	2	0	host	fdhE
gene-PA5284	21	28	11	16	0	1	3	2	host	gene-PA5284
gene-PA1618	155	112	82	82	7	10	10	4	host	gene-PA1618
gene-PA4852	384	605	292	547	148	210	138	82	host	gene-PA4852
gene-PA1311	19	15	8	12	1	4	2	0	host	phnX
gene-PA1376	221	204	59	100	10	15	9	7	host	aceK
gene-PA0338	135	133	47	88	22	41	13	11	host	gene-PA0338
gene-PA4297	77	71	58	87	25	18	12	19	host	tadG
gene-PA3593	4	10	7	0	1	0	1	0	host	gene-PA3593
gene-PA1078	62	89	60	50	5	1	1	4	host	flgC
gene-PA4471	493	588	92	69	8	2	1	3	host	gene-PA4471
gene-PA2318	57	59	30	39	9	3	2	3	host	gene-PA2318
gene-PA4492	84	143	40	83	24	37	17	7	host	gene-PA4492
gene-PA1014	213	265	93	175	36	47	28	11	host	gene-PA1014
gene-PA2508	1	0	0	1	0	0	0	0	host	catC
gene-PA0668	663	907	660	1068	163	221	115	67	host	tyrZ
gene-PA2145	1	0	0	1	0	0	0	0	host	gene-PA2145
gene-PA3491	21	20	21	33	7	14	6	5	host	gene-PA3491
gene-PA2350	7	6	0	4	4	2	0	1	host	gene-PA2350
gene-PA3551	16	9	12	14	2	7	0	2	host	algA
gene-PA3410	596	864	30	55	7	8	3	3	host	gene-PA3410
gene-PA1334	7	10	8	5	3	3	2	1	host	gene-PA1334
gene-PA4970	96	73	23	36	2	4	4	0	host	gene-PA4970
gene-PA2397	419	681	1108	1399	204	214	82	69	host	pvdE
gene-PA2320	91	78	64	110	9	13	8	8	host	gntR
gene-PA1804.1	812	910	554	697	143	153	65	44	host	gene-PA1804.1
gene-PA1963	25	41	10	10	2	4	1	1	host	gene-PA1963
gene-PA2477	16	16	18	16	3	7	1	2	host	gene-PA2477
gene-PA2773	13	46	20	25	5	11	7	7	host	gene-PA2773
gene-PA2563	38	55	23	29	6	7	6	7	host	gene-PA2563
gene-PA3143	190	217	115	239	35	42	29	12	host	gene-PA3143
gene-PA3678	31	30	26	51	12	12	7	1	host	gene-PA3678
gene-PA3034	62	56	22	39	5	10	4	6	host	gene-PA3034
gene-PA2561	68	48	39	61	11	7	6	12	host	gene-PA2561
gene-PA3830	52	16	11	20	4	1	4	1	host	gene-PA3830
gene-PA3983	360	257	302	398	61	64	35	17	host	gene-PA3983
gene-PA5248	167	227	64	123	12	13	8	6	host	gene-PA5248
gene-PA5267	7	10	3	7	1	1	0	0	host	hcpB
gene-PA4054	132	159	239	226	56	62	19	23	host	ribB
gene-PA4060	13	14	4	15	2	2	1	1	host	gene-PA4060
gene-PA4511	62	52	25	39	1	4	4	3	host	gene-PA4511
gene-PA5435	230	245	246	280	31	38	14	31	host	gene-PA5435
gene-PA3989	105	102	134	163	26	17	15	10	host	holA
gene-PA3222	14	8	25	51	14	7	2	2	host	gene-PA3222
gene-PA1569	17	7	6	10	0	0	1	2	host	gene-PA1569
gene-PA3376	7	0	1	1	1	0	0	0	host	gene-PA3376
gene-PA4467	3716	2925	2144	2464	232	165	92	99	host	gene-PA4467
gene-PA0060	41	32	15	25	11	6	9	6	host	gene-PA0060
gene-PA3820	748	1045	892	1471	255	269	114	88	host	secF
gene-PA5509	28	36	13	23	4	9	5	2	host	gene-PA5509
gene-PA3304	38	30	30	40	7	3	4	1	host	gene-PA3304
gene-PA3130	89	60	25	27	9	8	3	4	host	gene-PA3130
gene-PA4418	610	575	325	624	60	62	29	16	host	ftsI
gene-PA3547	5	5	2	1	2	0	1	0	host	algL
gene-PA0335	66	32	38	42	6	8	3	1	host	gene-PA0335
gene-PA3909	15	26	15	13	5	7	2	3	host	eddB
gene-PA3215	131	116	63	99	17	23	12	9	host	gene-PA3215
gene-PA0802	14	25	12	8	0	2	1	1	host	gene-PA0802
gene-PA4293	43	29	35	49	16	17	12	24	host	pprA
gene-PA2133	1	2	2	6	1	0	0	3	host	gene-PA2133
gene-PA3534	18	15	15	22	2	3	4	1	host	gene-PA3534
gene-PA4498	59	44	52	62	12	20	5	2	host	gene-PA4498
gene-PA1117	16	15	23	31	7	15	4	3	host	gene-PA1117
gene-PA5214	309	326	241	268	54	75	30	28	host	gcvH1
gene-PA3134	461	541	353	497	116	138	80	52	host	gltX
gene-PA3920	35	38	27	56	9	3	2	1	host	gene-PA3920
gene-PA4103	14	6	1	6	3	2	0	0	host	gene-PA4103
gene-PA2960	162	257	151	260	45	42	22	22	host	pilZ
gene-PA1221	3	5	1	3	0	0	1	0	host	gene-PA1221
gene-PA2194	22	85	10	58	3	16	21	1	host	hcnB
gene-PA1451	46	48	34	53	5	13	5	3	host	gene-PA1451
gene-PA4343	5	8	4	3	1	4	1	0	host	gene-PA4343
gene-PA4158	24	29	3	11	4	7	2	1	host	fepC
gene-PA0263	14	7	6	8	2	1	0	0	host	hcpC
gene-PA0136	14	9	7	7	1	1	3	2	host	gene-PA0136
gene-PA4299	14	11	7	16	5	5	3	6	host	tadD
gene-PA5152	180	212	105	133	24	16	8	15	host	gene-PA5152
gene-PA3631	12	31	36	62	8	16	3	6	host	gene-PA3631
gene-PA0747	469	393	141	168	28	26	12	9	host	gene-PA0747
gene-PA3092	46	35	25	39	7	6	3	4	host	fadH1
gene-PA0440	22	17	8	14	5	2	4	0	host	gene-PA0440
gene-PA0367a	53	33	14	33	4	3	3	1	host	gene-PA0367a
gene-PA0701a	21	19	12	7	5	4	2	1	host	gene-PA0701a
gene-PA3169	203	216	141	270	41	63	22	20	host	gene-PA3169
gene-PA1545	386	302	134	187	40	48	32	29	host	gene-PA1545
gene-PA0388	86	145	98	109	34	26	17	13	host	gene-PA0388
gene-PA4868	94	62	49	66	5	10	5	5	host	ureC
gene-PA4472	190	176	222	253	29	23	7	8	host	pmbA
gene-PA5104	23	15	11	12	2	3	1	1	host	gene-PA5104
gene-PA1156	242	437	387	616	85	75	60	40	host	nrdA
gene-PA0670	41	36	24	43	23	20	18	24	host	gene-PA0670
gene-PA5378	100	110	42	70	12	15	16	2990	host	gene-PA5378
gene-PA5312	553	420	998	962	116	80	31	41	host	gene-PA5312
gene-PA2213	3	0	0	3	1	1	2	1	host	gene-PA2213
gene-PA1653	17	19	5	4	0	1	1	0	host	gene-PA1653
gene-PA3261	163	131	100	159	21	33	12	8	host	gene-PA3261
gene-PA3897	28	27	15	19	4	2	2	0	host	gene-PA3897
gene-PA1945	39	20	18	21	4	12	4	2	host	gene-PA1945
gene-PA1919	20	36	7	17	8	10	3	7	host	nrdG
gene-PA3561	622	242	398	388	52	29	8	17	host	fruK
gene-PA3906	11	39	10	35	8	13	8	4	host	gene-PA3906
gene-PA2514	6	3	4	3	0	0	0	0	host	antC
gene-PA0431	123	191	275	405	46	73	21	15	host	gene-PA0431
gene-PA2100	42	58	27	45	3	14	3	6	host	gene-PA2100
gene-PA2227	27	68	21	49	3	3	2	3	host	vqsM
gene-PA5127	53	39	53	63	13	16	6	11	host	gene-PA5127
gene-PA3111	467	663	1090	1729	223	289	105	54	host	folC
gene-PA3553	14	12	4	3	1	1	4	0	host	arnC
gene-PA3116	88	129	90	145	37	46	38	23	host	gene-PA3116
gene-PA5395	20	93	18	113	6	49	93	46	host	gene-PA5395
gene-PA4314	213	234	157	248	38	56	38	20	host	purU1
gene-PA0709	5	5	1	4	1	1	0	0	host	gene-PA0709
gene-PA0943	174	173	174	184	44	61	30	32	host	gene-PA0943
gene-PA4541.3	458	385	215	411	315	514	141	68	host	gene-PA4541.3
gene-PA0590	87	66	67	83	10	25	15	8	host	apaH
gene-PA3348	799	641	449	634	71	61	29	32	host	gene-PA3348
gene-PA0378	49	39	19	40	9	12	2	6	host	gene-PA0378
gene-PA1774	55	86	188	303	48	63	26	23	host	crfX
gene-PA2485	2	4	5	4	1	2	1	1	host	gene-PA2485
gene-PA4387	23	23	20	24	1	3	1	1	host	gene-PA4387
gene-PA3693	118	82	72	108	14	10	4	5	host	gene-PA3693
gene-PA4242	870	1410	697	1478	327	482	224	106	host	rpmJ
gene-PA1233	40	38	12	22	2	1	1	2	host	gene-PA1233
gene-PA0040	23	48	17	44	14	11	5	5	host	gene-PA0040
gene-PA5212	39	21	9	9	3	3	3	0	host	gene-PA5212
gene-PA5170	33	59	24	47	12	14	5	4	host	arcD
gene-PA0258	29	34	13	23	6	1	4	3	host	gene-PA0258
gene-PA5423	85	57	55	65	15	11	6	4	host	gene-PA5423
gene-PA2928	32	17	15	23	3	0	2	1	host	gene-PA2928
gene-PA4428	61	103	68	119	36	39	37	20	host	sspA
gene-PA3286	284	363	481	811	75	114	44	20	host	gene-PA3286
gene-PA4257	2937	7786	3065	6264	1962	2921	1267	682	host	rpsC
gene-PA0913	101	107	88	167	48	64	29	17	host	mgtE
gene-PA1278	13	14	8	12	1	1	1	0	host	cobP
gene-PA3885	2	1	0	0	1	0	0	0	host	tpbA
gene-PA1847	377	392	974	936	193	204	75	58	host	gene-PA1847
gene-PA0210	2	2	8	13	0	1	0	0	host	mdcC
gene-PA1862	12	14	12	20	3	2	6	2	host	modB
gene-PA2354	12	11	8	7	1	4	0	1	host	gene-PA2354
gene-PA2996	90	180	138	226	40	51	25	19	host	nqrD
gene-PA4690a	95	100	55	89	24	25	27	24	host	gene-PA4690a
gene-PA5564	108	124	191	209	38	47	34	24	host	gidB
gene-PA1856	18	30	23	25	8	6	6	5	host	gene-PA1856
gene-PA2757	5	10	12	9	4	3	4	1	host	gene-PA2757
gene-PA2930	25	21	12	23	6	11	3	1	host	gene-PA2930
gene-PA1352	2	0	1	1	1	1	0	0	host	gene-PA1352
gene-PA5192	771	807	742	1039	249	296	180	109	host	pckA
gene-PPLUZ19_gp9	1	0	2915	3009	29214	26680	6982	6035	phage	gp9
gene-PA0796	335	247	167	155	10	9	4	7	host	prpB
gene-PA3873	5	1	2	1	0	0	0	0	host	narJ
gene-PA1800	2438	2874	2784	4250	946	1252	698	497	host	tig
gene-PA4697	103	78	44	48	13	7	4	8	host	gene-PA4697
gene-PA4726	471	431	265	324	49	61	23	14	host	cbrB
gene-PA1778	25	48	75	110	27	22	2	8	host	cobA
gene-PA1981	2	2	2	1	0	1	0	0	host	gene-PA1981
gene-PA3516	7	25	7	18	0	2	0	0	host	gene-PA3516
gene-PA4013	85	72	50	75	13	8	5	2	host	gene-PA4013
gene-PA3954	10	14	8	10	1	3	1	3	host	gene-PA3954
gene-PA0018	16	17	17	24	3	3	4	6	host	fmt
gene-PA2858	86	80	44	50	11	14	10	5	host	gene-PA2858
gene-PA3373	57	50	18	25	10	7	2	1	host	gene-PA3373
gene-PA5161	68	104	49	89	23	23	19	16	host	rmlB
gene-PA0851	58	32	18	28	5	3	0	3	host	gene-PA0851
gene-PA5319	108	91	50	82	17	23	9	6	host	radC
gene-PA1625	23	38	27	36	8	8	4	0	host	gene-PA1625
gene-PA0180	168	129	37	78	11	14	9	5	host	cttP
gene-PA4289	66	29	33	84	10	6	5	12	host	gene-PA4289
gene-PA2274	13	6	199	175	100	73	48	57	host	gene-PA2274
gene-PA5131	257	306	157	207	46	74	42	20	host	pgm
gene-PA3796	197	117	57	93	14	16	5	7	host	gene-PA3796
gene-PA3240	40	34	19	24	1	5	1	5	host	gene-PA3240
