Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA1950	219	139	33	68	93	68	17	17	8	12	10	104	host	rbsK
gene-PA2687	186	166	35	21	47	138	9	8	20	6	2	250	host	pfeS
gene-PA2234	32	42	44	64	82	139	8	14	15	9	4	72	host	pslD
gene-PA4999	184	238	1169	171	281	309	40	49	277	30	23	1189	host	waaL
gene-PA0594	519	462	304	462	620	468	110	128	35	54	61	393	host	surA
gene-PA2821	96	96	33	61	98	92	14	16	14	6	2	166	host	gene-PA2821
gene-PA0021	7	14	8	5	5	60	0	0	5	0	2	108	host	gene-PA0021
gene-PA2771	73	71	45	45	63	222	19	14	25	29	7	135	host	gene-PA2771
gene-PA2698	26	11	17	19	25	131	5	2	9	0	2	160	host	gene-PA2698
gene-PA2524	105	66	25	38	52	160	9	16	16	6	2	254	host	gene-PA2524
gene-PA0124	17	22	17	5	13	105	3	3	13	2	3	104	host	gene-PA0124
gene-PA2537	27	17	30	33	48	129	19	22	20	10	4	208	host	gene-PA2537
gene-PA5097	26	7	33	18	9	294	2	3	34	2	3	481	host	gene-PA5097
gene-PA1230	1	4	13	1	5	65	0	1	8	1	0	51	host	gene-PA1230
gene-PA1126	65	72	22	33	47	112	11	18	15	4	2	109	host	gene-PA1126
gene-PA5316	693	1898	501	1454	2493	1387	667	912	169	490	318	195	host	rpmB
gene-PA2577	17	16	21	7	22	94	1	5	13	1	2	50	host	gene-PA2577
gene-PA1461	258	231	83	210	294	168	17	25	17	10	14	146	host	motD
gene-PA3826	28	38	18	36	59	123	4	12	11	9	3	105	host	gene-PA3826
gene-PA4746.1	100	370	91	401	824	552	162	245	83	80	43	123	host	gene-PA4746.1
gene-PA2310	7	4	13	6	6	112	1	1	10	0	0	216	host	gene-PA2310
gene-PA0891	248	399	129	147	316	141	32	25	17	9	10	201	host	gene-PA0891
gene-PA4699	305	202	62	160	215	136	46	55	20	23	22	133	host	gene-PA4699
gene-PA4457	245	284	1694	271	359	351	82	86	27	47	40	282	host	gene-PA4457
gene-PA5272	126	90	1093	68	105	466	18	17	1932	21	12	1045	host	cyaA
gene-PA2620	2804	2458	1013	1294	1866	534	269	318	67	156	125	343	host	clpA
gene-PA0989	171	122	60	40	64	193	11	15	24	10	11	98	host	gene-PA0989
gene-PA4144	10	12	257	2	18	165	0	5	68	2	2	298	host	gene-PA4144
gene-PA3075	50	43	30	34	58	242	5	12	26	2	5	340	host	gene-PA3075
gene-PA4930	85	85	28	46	80	167	19	23	21	13	13	258	host	alr
gene-PA1458	1283	1211	583	1127	1491	472	151	136	46	68	66	193	host	gene-PA1458
gene-PA4869	31	41	64	11	40	244	7	6	38	7	4	234	host	gene-PA4869
gene-PA5557	6080	10446	5060	3772	14303	4965	1184	1747	546	971	631	370	host	atpH
gene-PA1386	8	21	50	6	24	343	2	2	37	2	3	148	host	gene-PA1386
gene-PA4751	2619	2558	1196	1456	2068	673	210	205	84	78	97	628	host	ftsH
gene-PA2315	5	1	13	4	3	74	0	1	9	0	0	139	host	gene-PA2315
gene-PA4489	356	350	240	326	529	687	95	111	85	103	72	4901	host	gene-PA4489
gene-PA2396	7791	8165	1096	4579	7405	1934	1392	2010	138	781	477	185	host	pvdF
gene-PA0835	213	114	2007	199	206	387	36	26	30	26	22	648	host	pta
gene-PA1521	34	14	39	22	37	234	8	6	31	0	1	344	host	gene-PA1521
gene-PA1789	75	68	310	45	70	121	9	11	17	7	7	89	host	gene-PA1789
gene-PA5036	632	965	6744	511	821	3415	121	177	163	110	62	930	host	gltB
gene-PA3636	326	426	171	777	1168	527	174	220	38	120	119	113	host	kdsA
gene-PA4208	24	73	89	28	122	125	58	63	111	45	37	97	host	opmD
gene-PA4220	140	118	18	202	211	59	28	13	7	5	5	88	host	gene-PA4220
gene-PA4023	108	76	41	246	227	284	17	13	31	4	6	423	host	gene-PA4023
gene-PA1132	39	45	35	47	73	184	15	23	24	15	4	145	host	gene-PA1132
gene-PA4050	60	58	26	80	127	132	19	23	13	25	14	204	host	pgpA
gene-PA0443	4	14	50	4	10	413	0	1	47	0	0	521	host	gene-PA0443
gene-PA0324	50	38	87	9	12	312	3	6	35	1	1	189	host	gene-PA0324
gene-PA1941	37	42	65	29	21	285	6	6	50	6	4	367	host	gene-PA1941
gene-PA3771	20	15	24	8	11	259	2	3	27	2	2	311	host	gene-PA3771
gene-PA3574a	57	39	20	28	31	93	7	1	3	1	1	112	host	gene-PA3574a
gene-PA0194	3	4	39	6	3	194	0	1	30	1	0	334	host	gene-PA0194
gene-PA5260	171	185	149	177	224	207	33	55	15	25	18	203	host	hemC
gene-PA2019	44	60	10	38	51	86	10	10	5	4	1	146	host	gene-PA2019
gene-PA3819	115	144	92	105	145	192	35	34	12	21	12	159	host	gene-PA3819
gene-PA1492	7	6	5	12	10	102	1	5	5	2	0	75	host	gene-PA1492
gene-PA3331	9	46	162	8	67	231	2	14	21	6	1	185	host	gene-PA3331
gene-PA0932	359	436	92	262	509	1219	79	91	40	57	35	117	host	cysM
gene-PA0200	4	22	452	3	7	88	2	1	17	0	0	69	host	gene-PA0200
gene-PA0756	31	36	7	13	27	103	3	5	10	5	2	212	host	gene-PA0756
gene-PA4821	12	19	26	8	13	129	6	4	24	7	4	200	host	gene-PA4821
gene-PA4679	45	45	28	26	46	65	4	8	6	10	2	116	host	gene-PA4679
gene-PA2136	0	2	18	2	0	88	0	0	9	0	0	132	host	gene-PA2136
gene-PA2221	18	17	21	5	15	156	4	5	13	2	0	76	host	gene-PA2221
gene-PA1165	21	14	15	11	21	39	2	2	8	1	0	54	host	pcpS
gene-PA1757	54	62	36	39	62	147	18	25	22	14	11	39	host	thrH
gene-PA3347	53	73	33	42	62	79	8	8	9	4	1	74	host	gene-PA3347
gene-PA1185	7	6	18	2	3	90	1	4	5	1	0	90	host	gene-PA1185
gene-PA2425	1137	888	76	368	584	172	47	64	20	32	19	229	host	pvdG
gene-PA4541.2	424	405	60	220	440	523	336	536	55	139	75	121	host	gene-PA4541.2
gene-PA0196	52	39	84	13	35	358	5	2	28	4	5	524	host	pntB
gene-PA1456	598	487	314	306	408	162	36	35	23	16	27	42	host	cheY
gene-PA5160.1	6	12	8	1	1	92	0	1	12	0	1	64	host	gene-PA5160.1
gene-PA2405	84	71	22	75	110	84	8	4	8	0	3	159	host	gene-PA2405
gene-PA0247	6	13	31	5	10	236	3	5	27	1	2	247	host	pobA
gene-PA1898	9	16	39	7	17	129	1	7	20	0	0	94	host	qscR
gene-PA5053	15	28	54	16	36	145	8	6	1544	2	1	293	host	hslV
gene-PA3440a	30	31	19	31	24	96	12	5	8	3	5	217	host	gene-PA3440a
gene-PA0396	460	447	134	341	418	328	45	25	30	19	15	170	host	pilU
gene-PA0293	26	20	42	18	14	163	3	5	18	1	1	245	host	aguB
gene-PA3880	7	1	20	2	2	100	1	0	6	0	1	147	host	gene-PA3880
gene-PA2635	22	26	30	17	30	179	4	10	35	2	4	284	host	gene-PA2635
gene-PA3624	376	449	154	212	414	251	46	72	33	41	18	196	host	pcm
gene-PA1796.1	512	747	155	351	566	176	208	230	40	143	78	44	host	gene-PA1796.1
gene-PA2981	224	305	37	185	271	123	43	46	10	25	21	152	host	lpxK
gene-PA0357	123	118	29	80	105	152	16	24	16	14	9	422	host	mutM
gene-PA2361	148	139	58	96	101	299	25	22	26	8	10	435	host	gene-PA2361
gene-PA1878	21	16	11	9	23	97	3	6	8	0	1	212	host	gene-PA1878
gene-PA0116	72	66	59	26	51	166	16	7	16	15	7	177	host	gene-PA0116
gene-PA3789	59	83	44	71	116	179	21	30	28	19	8	180	host	gene-PA3789
gene-PA4884	5	4	16	1	3	159	0	1	14	1	0	354	host	gene-PA4884
gene-PA3048	192	209	91	180	303	376	36	56	31	36	24	443	host	gene-PA3048
gene-PA3584	19	24	29	57	141	183	12	10	24	2	3	372	host	glpD
gene-PA4171	8	9	17	7	6	91	0	0	8	1	0	144	host	gene-PA4171
gene-PA0622	249	409	256	390	605	612	287	450	80	180	86	207	host	gene-PA0622
gene-PA4408	1251	1373	7297	33255	1702	712	158	173	278	53	35	245	host	ftsA
gene-PA1313	12	8	32	6	7	184	2	2	21	3	0	236	host	gene-PA1313
gene-PA0774	61	62	228	49	90	146	15	28	18	15	5	296	host	gene-PA0774
gene-PA1048	285	345	81	126	240	248	50	45	38	20	17	433	host	gene-PA1048
gene-PA3746	773	844	272	513	837	539	155	209	65	124	102	195	host	ffh
gene-PA1301	821	582	38	56	75	115	10	11	19	6	6	215	host	gene-PA1301
gene-PA4712	21	11	25	12	13	125	3	9	13	2	3	99	host	gene-PA4712
gene-PA1851	30	33	21	23	26	147	6	10	26	4	2	139	host	gene-PA1851
gene-PA2758	28	20	15	7	8	118	6	0	14	1	0	162	host	gene-PA2758
gene-PA1205	122	87	44	55	68	166	8	7	15	1	4	281	host	gene-PA1205
gene-PA3745	841	1185	319	1166	2058	773	465	647	68	286	196	61	host	rpsP
gene-PA5073	54	57	24	29	36	140	5	8	9	6	1	219	host	gene-PA5073
gene-PA1432	2202	3936	1126	1358	2306	764	298	354	59	72	64	129	host	lasI
gene-PA4689	343	340	845	222	321	1914	86	97	86	66	51	1576	host	gene-PA4689
gene-PA4357	4	5	26	1	7	50	0	0	0	0	0	75	host	gene-PA4357
gene-PA1157	70	80	25	32	61	105	17	24	11	17	11	136	host	gene-PA1157
gene-PA3619	52	31	56	5	25	283	5	8	29	6	0	457	host	gene-PA3619
gene-PA5089	65	41	2559	28	47	807	10	8	2574	8	5	442	host	gene-PA5089
gene-PA3973	38	32	31	19	36	70	2	5	11	4	2	112	host	gene-PA3973
gene-PA4385	4264	5016	8007	1723	2112	11747	398	315	143	162	131	334	host	groEL
gene-PA0744	236	158	119	396	415	208	44	24	99	6	7	237	host	gene-PA0744
gene-PA5490	165	275	132	143	325	414	100	132	41	135	77	292	host	cc4
gene-PA0942	107	107	42	52	63	187	13	20	38	6	3	34	host	gene-PA0942
gene-PA1285	22	14	9	3	3	57	2	3	8	0	1	87	host	gene-PA1285
gene-PA0317	297	314	139	303	396	367	86	80	39	65	38	180	host	gene-PA0317
gene-PA3618	80	68	6	30	31	52	9	9	8	2	4	73	host	gene-PA3618
gene-PPLUZ19_gp46	0	0	0	125	234	24997	21	143	4511	2561	1666	44311	phage	gp46
gene-PA5440	20	26	93	14	33	354	5	9	47	5	0	728	host	gene-PA5440
gene-PA0448	63	35	30	13	29	168	8	6	15	9	5	275	host	gene-PA0448
gene-PA5415	43	154	51	30	75	408	4	5	36	2	3	672	host	glyA1
gene-PA4406	2080	2033	649	1711	2210	1015	342	387	82	138	100	147	host	lpxC
gene-PA5177	101	66	20	53	82	193	14	15	17	9	7	212	host	gene-PA5177
gene-PA3788	20	32	29	16	32	102	6	8	16	3	2	133	host	gene-PA3788
gene-PA1227	28	12	16	11	19	53	3	0	8	1	1	57	host	gene-PA1227
gene-PA0928	148	149	112	98	115	392	19	23	490	16	20	2560	host	gacS
gene-PA2392	4311	3974	516	3125	5009	687	592	841	52	309	199	151	host	pvdP
gene-PA2255	9	4	9	2	4	54	0	0	6	2	2	50	host	pvcB
gene-PA1149	4	5	12	2	2	159	0	0	13	0	0	189	host	gene-PA1149
gene-PA1164	98	84	35	31	52	116	13	10	16	9	12	211	host	gene-PA1164
gene-PA2358	7	4	5	1	4	72	0	2	10	0	0	66	host	gene-PA2358
gene-PA2934	4	7	22	10	14	142	2	1	13	1	1	98	host	cif
gene-PA0005	31	57	27	70	111	235	22	32	22	12	8	427	host	lptA
gene-PA0374	155	185	58	216	285	208	43	43	18	27	18	151	host	ftsE
gene-PA0350	68	67	16	15	34	102	14	13	11	13	2	151	host	folA
gene-PA3576	63	53	15	17	23	79	4	6	14	7	0	133	host	gene-PA3576
gene-PA2760	3317	5321	2294	3538	5441	1547	849	1031	178	180	139	314	host	gene-PA2760
gene-PA5569	374	454	194	760	1107	453	191	208	42	117	68	70	host	rnpA
gene-PA3004	294	277	79	111	163	193	35	33	21	21	15	111	host	gene-PA3004
gene-PA4510	90	53	30	31	40	96	3	7	11	2	3	167	host	gene-PA4510
gene-PA1991	50	44	18	32	53	190	9	7	14	2	5	231	host	gene-PA1991
gene-PA2556	344	215	53	78	107	149	12	11	19	8	4	299	host	gene-PA2556
gene-PA5384	4	4	9	2	3	74	0	1	8	6	0	180	host	gene-PA5384
gene-PA4394	105	131	66	146	234	210	66	68	70	21	13	206	host	gene-PA4394
gene-PA0927	39	55	141	29	33	128	6	8	21	11	5	197	host	ldhA
gene-PA1825	98	68	9	16	31	88	8	9	9	5	2	234	host	gene-PA1825
gene-PA1694	54	15	28	24	16	153	14	5	5	1	3	121	host	pscQ
gene-PA2769	80	52	22	40	49	72	16	14	13	12	7	177	host	gene-PA2769
gene-PA1240	4	6	11	2	3	72	3	1	17	0	0	109	host	gene-PA1240
gene-PA5067	203	282	80	142	250	158	50	50	11	28	24	42	host	hisE
gene-PA3968	85	68	120	25	50	134	6	7	23	7	1	169	host	gene-PA3968
gene-PA0521	3	4	18	2	4	40	0	1	14	0	0	57	host	gene-PA0521
gene-PA3556	4	3	10	1	4	182	1	3	20	1	0	217	host	arnT
gene-PA4885	29	12	32	15	13	279	3	5	24	5	0	266	host	irlR
gene-PA3200	64	50	17	44	58	85	15	11	11	4	4	188	host	gene-PA3200
gene-PA1655	128	133	97	28	31	132	6	7	20	3	3	67	host	gene-PA1655
gene-PA0249	42	37	12	16	19	82	4	5	12	2	0	144	host	gene-PA0249
gene-PA2135	5	1	9	0	1	84	0	0	10	0	1	154	host	gene-PA2135
gene-PA0671	31	16	2649	7	19	63	8	9	187	5	7	119	host	gene-PA0671
gene-PA2473	2	1	6	3	4	67	0	0	10	0	1	131	host	gene-PA2473
gene-PA3800	1603	1573	491	920	1605	523	235	277	57	143	104	329	host	gene-PA3800
gene-PA4321	66	67	113	55	96	230	14	20	20966	10	11	1780	host	gene-PA4321
gene-PA3821	1132	1629	449	1655	2376	981	359	360	88	172	119	410	host	secD
gene-PA3414	41	27	16	20	11	79	2	1	8	1	2	80	host	gene-PA3414
gene-PA5447	575	606	121	470	592	334	63	74	32	23	17	138	host	wbpZ
gene-PA4611	152	196	1415	42	42	420	12	16	36	7	6	75	host	gene-PA4611
gene-PA0307	51	28	25	18	34	119	7	14	17	5	1	167	host	gene-PA0307
gene-PA2270	21	14	7	3	7	59	1	2	4	1	2	123	host	gene-PA2270
gene-PA2063	29	23	25	16	26	98	5	13	10	8	5	165	host	gene-PA2063
gene-PA1075	43	36	18	23	42	89	5	8	10	3	4	158	host	gene-PA1075
gene-PA3257	582	526	537	453	555	488	75	88	63	42	43	268	host	prc
gene-PA1181	128	119	83	145	244	427	42	53	58	26	9	611	host	gene-PA1181
gene-PA3682	14	12	9	8	9	95	1	3	14	0	2	230	host	gene-PA3682
gene-PA4856	143	184	119	97	161	445	32	36	56	16	15	578	host	retS
gene-PA2337	37	31	25	12	26	145	9	12	21	2	0	204	host	mtlR
gene-PA0261	32	36	34	23	38	128	2	7	11	2	0	69	host	gene-PA0261
gene-PA1531	56	28	147	23	49	554	12	10	113	3	1	290	host	gene-PA1531
gene-PA3698	192	156	41	47	82	125	14	18	18	6	12	75	host	gene-PA3698
gene-PA3896	58	45	33	30	37	163	7	5	281	5	0	275	host	gene-PA3896
gene-PA1329	2	6	5	3	3	23	2	1	7	1	1	52	host	gene-PA1329
gene-PA5254	56	62	76	36	45	172	4	7	76	5	7	50	host	gene-PA5254
gene-PA4621	41	36	990	55	67	442	11	4	180	8	4	520	host	gene-PA4621
gene-PA2762	23	24	23	12	20	69	0	4	3	2	1	19	host	gene-PA2762
gene-PA3345	88	87	32	47	68	115	14	41	13	16	12	73	host	gene-PA3345
gene-PA2422	7	8	17	8	6	83	1	3	15	3	0	65	host	gene-PA2422
gene-PA2626	294	216	94	315	409	261	62	75	29	55	31	278	host	trmU
gene-PA1886	64	54	46	31	45	275	12	8	27	6	3	656	host	polB
gene-PA0173	7	5	25	4	7	94	1	0	18	0	1	170	host	gene-PA0173
gene-PA1454	500	486	202	277	403	241	38	42	20	21	22	107	host	fleN
gene-PA2124	7	6	19	7	9	72	1	1	6	0	0	148	host	gene-PA2124
gene-PA2176	6	2	5	1	1	44	0	1	4	0	0	115	host	gene-PA2176
gene-PA2721	31	30	11	14	10	79	2	3	7	1	0	129	host	gene-PA2721
gene-PA5250	129	161	630	168	250	198	23	28	575	12	11	55	host	gene-PA5250
gene-PA3209	1	10	6	0	8	56	1	0	2	4	1	55	host	gene-PA3209
gene-PA4929	71	57	64	31	43	266	7	8	50	14	6	351	host	gene-PA4929
gene-PA0112	9	10	22	4	4	143	1	2	19	0	0	300	host	gene-PA0112
gene-PA4341	36	9	28	9	8	134	1	1	85410	1	2	273	host	gene-PA4341
gene-PA2557	611	440	86	147	251	200	26	15	22	5	4	310	host	gene-PA2557
gene-PA0823	20	30	7	8	16	73	0	6	4	4	0	40	host	gene-PA0823
gene-PA5102	9	18	20	5	10	139	2	1	13	1	1	197	host	gene-PA5102
gene-PA3191	116	185	63	122	294	154	9	20	16	4	7	243	host	gene-PA3191
gene-PA4916	78	59	68	10	19	114	5	7	27	1	1	272	host	gene-PA4916
gene-PA1123	34	37	31	22	31	58	6	11	10	6	4	16	host	gene-PA1123
gene-PA2006	128	132	43	175	266	155	20	17	23	5	5	246	host	gene-PA2006
gene-PA3749	35	25	41	35	62	173	4	8	32	2	0	346	host	gene-PA3749
gene-PA1446	120	112	29	94	116	151	18	16	4	9	5	92	host	fliP
gene-PA2710	16	19	22	16	17	92	3	4	6	4	0	162	host	gene-PA2710
gene-PA3676	126	173	113	93	259	554	26	48	51	14	18	816	host	gene-PA3676
gene-PA3439	126	116	61	81	82	200	11	11	27	6	2	178	host	folX
gene-PA5018	71	74	5731	42	73	221	13	21	22	2	3	303	host	msrA
gene-PA4765	427	745	113	292	446	260	96	106	32	58	38	72	host	omlA
gene-PA1226	38	22	13	10	19	88	1	2	10	0	1	156	host	gene-PA1226
gene-PA1505	132	108	49	67	61	111	10	10	16	2	2	167	host	moaA2
gene-PA3724	99	797	283	31	313	262	7	32	23	12	5	262	host	lasB
gene-PA5369.3	211	517	237	190	460	740	131	345	150	183	119	234	host	gene-PA5369.3
gene-PA3099	85	73	17	78	109	86	6	8	6	6	3	77	host	xcpV
gene-PA1649	35	18	10	24	24	82	7	10	9	3	3	115	host	gene-PA1649
gene-PA3957	57	40	16	13	20	97	3	3	11	1	0	94	host	gene-PA3957
gene-PA5399	16	19	59	12	12	2557	7	2	51	7	6	794	host	dgcB
gene-PA5468	50	55	58	35	33	296	21	16	40	16	4	360	host	gene-PA5468
gene-PA3974	191	180	77	100	187	314	17	25	35	6	10	420	host	ladS
gene-PA0389	59	86	37	47	43	204	11	16	18	4	13	160	host	gene-PA0389
gene-PA0700	6	3	8	2	5	33	1	0	6	1	1	117	host	gene-PA0700
gene-PA1356	26	10	16	8	11	54	1	3	12	1	1	173	host	gene-PA1356
gene-PA4161	44	33	107	9	15	57	2	2	17	1	0	94	host	fepG
gene-PA3866	695	1457	923	500	1090	1210	128	199	281	65	38	360	host	gene-PA3866
gene-PA1719	650	474	62	487	317	88	161	105	4	19	47	46	host	pscF
gene-PA1860	50	29	32	21	24	94	6	3	11	3	1	157	host	gene-PA1860
gene-PA0408	692	1125	304	281	450	186	64	70	23	37	33	100	host	pilG
gene-PA3343	99	108	45	46	91	174	10	17	12	7	6	177	host	gene-PA3343
gene-PA2548	17	6	11	15	16	138	3	2	12	1	1	305	host	gene-PA2548
gene-PA2030	10	18	5	5	11	67	0	6	4	3	1	84	host	gene-PA2030
gene-PA2325	6	4	16	4	4	66	1	0	10	1	0	98	host	gene-PA2325
gene-PA0841	32	29	22	21	23	193	1	1	18	3	1	206	host	gene-PA0841
gene-PA4371	86	98	3669	24	45	288	8	7606	35	3	2	449	host	gene-PA4371
gene-PA1194	16	32	38	34	40	189	8	9	18	7	2	237	host	gene-PA1194
gene-PA5010	120	152	80	147	264	296	38	37	35	26	19	365	host	waaG
gene-PA4941	2279	2639	909	1673	2430	911	302	377	62	163	114	130	host	hflC
gene-PA3411	47	54	4	1	4	56	1	0	5	0	1	105	host	gene-PA3411
gene-PA4687	107	111	723	44	47	294	15	11	524	12	6	417	host	hitA
gene-PA5143	156	228	82	137	179	200	38	46	17	22	21	133	host	hisB
gene-PA1783	6	2	7	2	0	99	0	0	19	2	3	219	host	nasA
gene-PA1731	19	14	20	7	8	104	3	3	11	0	1	214	host	gene-PA1731
gene-PA4656	155	153	96	86	150	253	21	28	31	13	10	365	host	gene-PA4656
gene-PA1354	42	17	18	19	40	78	5	4	10	3	2	87	host	gene-PA1354
gene-PA4116	70	99	307	33	53	142	7	5	21	6	4	103	host	bphO
gene-PA4684	55	49	1459	81	92	334	34	29	48	31	23	277	host	gene-PA4684
gene-PA0742	10	7	120	22	31	109	2	1	159	0	0	96	host	gene-PA0742
gene-PA4565	634	562	517	419	628	464	117	158	528	91	43	276	host	proB
gene-PA3262.1	225	314	141	121	234	666	103	140	131	63	46	114	host	gene-PA3262.1
gene-PA0382	73	118	35	78	135	144	20	28	17	18	9	244	host	micA
gene-PA0880	2	1	9	1	1	90	0	1	8	0	0	208	host	gene-PA0880
gene-PA0887.1	10	17	227	13	19	64	0	1	8	0	0	61	host	gene-PA0887.1
gene-PA4958	180	149	13418	170	197	5149	23	19	105453	7	10	2967	host	fimW
gene-PA2443	317	298	163	181	325	191	22	16	14	16	8	350	host	sdaA
gene-PA0015	67	46	41	33	64	165	11	13	16	3	9	164	host	gene-PA0015
gene-PA2989	35	30	19	18	23	139	9	7	14	5	4	114	host	gene-PA2989
gene-PA4597	20	27	312	14	17	209	5	6	215	4	4	407	host	oprJ
gene-PA0026	116	156	74	38	53	335	9	18	39	11	8	448	host	plcB
gene-PA1032	142	131	474	90	106	495	32	26	40	24	16	421	host	quiP
gene-PA0092	24	48	59	35	46	119	7	9	12	7	1	111	host	gene-PA0092
gene-PA4070	24	23	22	3	6	176	3	4	17	0	2	245	host	gene-PA4070
gene-PA3341	67	65	57	20	37	141	8	13	9	3	4	84	host	gene-PA3341
gene-PA3444	2	1	14	4	2	138	0	0	9	1	0	217	host	gene-PA3444
gene-PA5139	93	179	6657	139	223	183	28	30	19	12	10	165	host	gene-PA5139
gene-PA1884	11	2	12	4	4	57	0	3	15	2	0	106	host	gene-PA1884
gene-PA0401	189	142	100	157	226	195	49	55	29	18	23	227	host	gene-PA0401
gene-PA1005	236	238	141	103	160	241	26	17	42	11	5	200	host	gene-PA1005
gene-PA3338	2	10	9	2	3	85	1	1	10	0	0	109	host	gene-PA3338
gene-PA4600	30	21	97	11	26	144	4	9	34	3	5	236	host	nfxB
gene-PA1536	32	43	27	11	21	132	2	6	24	1	0	117	host	gene-PA1536
gene-PA0948	96	61	20	61	92	123	16	17	12	10	3	162	host	gene-PA0948
gene-PA0825	6	2	18	1	5	121	1	5	19	1	4	60	host	gene-PA0825
gene-PA3403a	69	22	11	81	54	90	14	4	11	2	1	72	host	gene-PA3403a
gene-PA4826	5	7	7	1	1	70	3	0	5	0	0	67	host	gene-PA4826
gene-PA2579	85	84	34	53	85	164	30	35	21	28	15	145	host	kynA
gene-PA2413	7292	6302	642	4111	5668	896	939	1158	50	454	286	382	host	pvdH
gene-PA3634	79	65	41	79	109	107	27	33	13	14	5	53	host	gene-PA3634
gene-PA0079	57	34	51	50	52	179	11	9	22	9	6	361	host	gene-PA0079
gene-PA1511	86	91	89	40	61	354	15	15	52	9	6	325	host	gene-PA1511
gene-PA4012	130	107	24	63	104	110	20	13	15	10	13	113	host	gene-PA4012
gene-PA5527	90	73	33	48	89	107	14	14	18	7	3	84	host	gene-PA5527
gene-PPLUZ19_gp46.1	0	0	0	34	90	15607	5	38	2865	1295	813	26497	phage	gp46.1
gene-PA2603	26	20	30	30	53	221	14	8	28	4	9	234	host	gene-PA2603
gene-PA4114	29	22	31	5	10	134	4	0	21	4	0	206	host	gene-PA4114
gene-PA2520	20	40	46	13	29	325	4	10	40	2	3	502	host	czcA
gene-PA0745	210	155	102	382	316	202	25	22	21	7	7	209	host	gene-PA0745
gene-PA2837	2	6	15	2	1	67	3	1	12	0	2	148	host	gene-PA2837
gene-PA4723	835	1083	222	359	632	373	147	204	74	107	84	151	host	dksA
gene-PA1861	57	27	19	24	41	130	7	6	10	5	2	309	host	modC
gene-PA4541	157	148	3718	79	131	768	33	52	84	20	23	712	host	gene-PA4541
gene-PA4149	40	16	364	9	14	1086	2	5	482	0	1	128	host	gene-PA4149
gene-PA3045	5	5	13	2	5	94	0	0	1	1	1	79	host	gene-PA3045
gene-PA0101	58	61	35	38	71	138	11	10	11	6	6	176	host	gene-PA0101
gene-PA4303	35	31	27	17	27	149	12	11	19	7	10	279	host	tadZ
gene-PA1990	82	19	9	23	35	87	8	6	12	1	1	90	host	pqqH
gene-PA4206	37	20	53	491	538	713	130	124	40	90	72	375	host	mexH
gene-PPLUZ19_gp31	0	0	13	400	725	46256	176	496	39853	55632	41039	170899	phage	gp31
gene-PA3378	6	3	16	0	5	188	2	1	23	1	2	358	host	gene-PA3378
gene-PA1363	171	93	22	6	14	111	2	2	14	2	1	136	host	gene-PA1363
gene-PA2286	17	17	11	14	35	97	3	4	25	3	4	204	host	gene-PA2286
gene-PA4554	487	545	1243	975	1112	12404	193	203	92	55	41	21211	host	pilY1
gene-PA0230	44	25	24	19	16	108	1	2	19	1	1	143	host	pcaB
gene-PA1345	23	21	24	12	21	181	3	4	24	1	2	164	host	gene-PA1345
gene-PA0738	0	4	3	3	1	52	2	0	2	0	0	71	host	gene-PA0738
gene-PA5426	44	43	25	57	77	161	37	50	15	36	22	265	host	purE
gene-PA2306	38	38	21	10	15	123	3	4	11	6	4	62	host	ambA
gene-PA4266	8657	15114	43599	9408	17678	16373	3890	5513	6122	2949	1738	4663	host	fusA1
gene-PA1970	49	25	12	14	41	39	5	10	7	0	0	20	host	gene-PA1970
gene-PA0044	3251	638	100	1511	481	395	348	100	48	30	91	428	host	exoT
gene-PA0871	293	619	317	601	900	117	54	51	6	11	18	39	host	phhB
gene-PA2653	32	30	30	47	74	191	23	16	16	21	11	193	host	gene-PA2653
gene-PA0797	165	115	90	17	31	1150	5	2	387	1	2	467	host	gene-PA0797
gene-PA3290	136	169	188	82	135	534	19	23	70	19	6	403	host	gene-PA3290
gene-PA3319	18	12	42	13	16	400	4	3	21	0	1	561	host	plcN
gene-PA1613	81	75	64	51	75	273	20	11	29	8	7	365	host	gene-PA1613
gene-PA4304	31	29	38	14	28	173	14	11	224	11	3	339	host	rcpA
gene-PA2586	402	326	113	189	299	145	56	71	11	42	26	64	host	gacA
gene-PA1949	120	147	46	95	155	89	16	19	11	2	5	88	host	rbsR
gene-PA3080	623	394	26	357	498	168	27	31	24	10	16	288	host	gene-PA3080
gene-PA0138	17	8	23	1	9	149	1	1	15	3	0	211	host	gene-PA0138
gene-PA3234	326	297	48	386	511	346	36	46	50	14	20	379	host	gene-PA3234
gene-PA4291	100	94	5152	57	98	169	34	46	27	34	25	834	host	gene-PA4291
gene-PA4745	1552	2212	1256	5631	8472	3011	929	1183	196	631	495	304	host	nusA
gene-PA5242	836	904	935	522	823	678	133	151	223	79	59	485	host	ppk
gene-PA1933	270	222	94	85	161	199	33	31	22	18	16	233	host	gene-PA1933
gene-PA1568	3	9	12	3	3	62	1	1	7	1	0	87	host	gene-PA1568
gene-PA3852	136	90	29	71	95	133	12	15	14	6	2	2224	host	gene-PA3852
gene-PA4809	13	4	20	8	14	159	1	3	17	2	0	304	host	fdhE
gene-PA5284	21	28	31	11	16	218	0	1	1927	3	2	230	host	gene-PA5284
